latitude,longitude,depth,strike,dip,rake
-0.9,121.7,36,322,86,-2
-0.99,121.45,33,124,8,49
-1.01,121.88,33,124,8,49
-0.93,121.88,15,318,47,35
-0.733,122.018,20.1,327,40,98
-0.87,121.95,33,294,46,110
-1.26,121.8,42,24,35,-17
-0.56,121.87,22.2,166,85,2
-0.97,121.77,10,110,48,148
-0.642,121.929,17,10,51,28
-1.03,121.39,18.3,346,51,-53
-0.912,121.617,16.5,43,75,-169
-0.907,121.363,15.3,249,30,134
-0.64,121.95,12,138,41,61
-0.68,121.97,12,139,42,59
-0.73,121.52,12,138,75,-6
