#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.869 -1.064 25.0 -0.299323 1.92068 -1.62136 0.65323 -0.82638 3.28973 24.0 X Y 0 SS
126.735 -1.005 27.7 -0.190873 0.190873 2.17669e-16 -0.171862 -1.3307 0.592468 24.0 X Y 1 N
126.631 -1.874 20.2 -1.73545 0.153084 1.58237 0.532203 0.301182 -0.811406 24.0 X Y 2 N
126.981 -0.993 27.5 0.805796 0.0257878 -0.831584 -0.151499 -0.805011 0.0849464 24.0 X Y 3 R
126.885 -0.916 25.0 0.81276 -0.0519604 -0.7608 0.0768698 -1.29977 0.287167 25.0 X Y 4 R
126.76 -1.45 15.0 0.157636 0.568509 -0.726144 -0.614466 -1.42293 0.567734 25.0 X Y 5 R
126.831 -0.843 15.0 0.193221 0.659863 -0.853084 -0.708878 -1.69705 0.695767 25.0 X Y 6 R
126.81 -1.25 12.0 5.59261 -0.718245 -4.87436 -0.210651 -0.548765 -1.87109 23.0 X Y 7 R
126.779 -1.017 26.1 -0.227015 0.498791 -0.271776 -0.387441 -2.1258 1.14443 24.0 X Y 8 N
126.971 -0.981 30.0 0.618286 -0.0589131 -0.559373 0.1802 -1.52003 0.248902 25.0 X Y 9 R
127.043 -1.009 25.3 3.02544 0.230159 -3.2556 1.66987 -5.93023 -0.0654341 23.0 X Y 10 R
126.67 -1.01 48.0 1.31461 -0.196107 -1.11851 0.290287 -1.76137 0.562439 24.0 X Y 11 R
126.74 -1.08 27.0 0.905521 -0.0151518 -0.890369 0.0455651 -0.660014 0.121463 24.0 X Y 12 R
126.3 -1.0 30.0 1.22994 -0.740392 -0.489546 -0.381351 0.54313 -0.959778 24.0 X Y 13 R-SS
126.975 -1.043 25.0 -0.312287 0.335004 -0.0227171 -0.067906 -0.864894 0.722909 25.0 X Y 14 N-SS
127.006 -1.039 25.0 -0.506385 0.722571 -0.216186 -0.010293 -0.924079 1.01203 26.0 X Y 15 SS-N
126.915 -0.987 23.6 -1.50559 -0.562417 2.06801 1.95532 -2.37907 6.4839 23.0 X Y 16 SS-N
126.914 -1.049 15.0 -1.01901 2.17585 -1.15684 -0.176764 -2.237 2.49001 23.0 X Y 17 SS-N
126.79 -1.02 33.0 -3.40674 3.37582 0.0309185 3.25377 -2.51091 5.89088 23.0 X Y 18 SS-N
126.875 -0.969 20.0 -0.863879 2.21425 -1.35037 -1.38545 -3.83202 2.18603 25.0 X Y 19 N-SS
126.524 -1.458 20.0 -6.46691 0.998474 5.46843 -0.894018 -1.15959 -2.68405 24.0 X Y 20 N
126.911 -0.927 25.0 -1.17655 0.0270141 1.14954 0.504672 -3.2444 2.95955 23.0 X Y 21 N-SS
126.782 -0.919 15.0 -0.152455 0.152455 5.65169e-16 -0.195134 -4.4676 1.53832 23.0 X Y 22 N
126.791 -0.895 15.0 -0.352201 1.63027 -1.27807 -2.76903 -4.20764 0.777454 24.0 X Y 23 N
126.883 -0.978 15.0 -1.63097 1.13122 0.499744 1.66922 -0.813878 2.43682 24.0 X Y 24 N-SS
126.97 -1.04 16.2 -1.00756 1.96635 -0.958792 1.50187 -0.98461 1.34823 23.0 X Y 25 SS-N
126.26 -1.25 18.3 -4.72251 0.196055 4.52646 -1.08853 2.82697 -1.01558 23.0 X Y 26 N
126.85 -0.89 21.5 0.343829 1.23122 -1.57505 -0.650664 -0.578736 1.0795 23.0 X Y 27 SS-R
126.921 -1.126 30.8 3.4004 -1.79272 -1.60768 1.53303 -3.05127 1.9098 23.0 X Y 28 R
126.876 -1.149 27.2 0.524807 0.0645803 -0.589388 -0.248257 -3.53822 0.537069 24.0 X Y 29 R
126.7 -0.98 28.8 0.832813 -0.113474 -0.719339 0.260677 -1.31348 0.326716 24.0 X Y 30 R
126.45 -1.26 24.9 -0.841917 -1.13121 1.97313 0.992702 0.233889 0.00715531 23.0 X Y 31 SS-N
