tau11,tau12,tau13,tau22,tau23,tau33,azimuth sigma 1,plunge sigma 1,azimuth sigma 2,plunge sigma 2,azimuth sigma 3,plunge sigma 3,shape ratio,friction,SHmax,principal strike 1,principal dip 1,principal rake 1,principal strike 2,principal dip 2,principal rake 2
-0.8062246712170967,0.4288527635310384,-0.08001130349141465,0.05638429954851261,0.2520663279044294,0.7498403716685852,336.64954691684056,5.658123725134644,244.76406296722462,18.370859353463416,83.10023235662335,70.71740373108778,0.6357462055998444,0.7,337.5816553801116,219.27410873810072,37.65633869974576,58.943381969269694,103.3687204759508,28.023940861410903,132.1284146768143
-0.8376636604342058,0.4182237615854331,0.017269542545777346,0.09695440687697243,0.2286001364268813,0.7407092535572325,338.70112279569906,2.2024255118705724,247.8549072656781,21.00761816939307,74.41110648105753,68.86626635820929,0.6414819722776505,0.55,339.0863353037216,218.91220692979272,38.43304734847863,54.77947635735438,101.58188197971624,34.66880537486535,129.06672992043593
-0.6785572743422538,0.48702671811448667,-0.18103020372654752,-0.06679274165953429,0.29224504180959815,0.745350016001788,329.6704829689767,9.875051417238907,237.1587063977052,14.13065866731641,93.51193473475377,72.64137632021934,0.6304372990223949,0.4,331.0656543699886,223.10638311469418,46.03603267219232,70.17306419470563,85.99524461167711,27.563111296118418,121.84344561971992
-0.8626683761711729,0.38702318054880513,-0.10906161424016514,0.23113508249658077,0.15844536942127357,0.6315332936745928,341.8894829155543,5.354265403769901,250.0082792616755,19.303339189838695,86.7374210860913,69.91051507846596,0.7781791941752203,0.55,342.3571478776496,225.75531910539237,40.45425301541669,59.37100277556014,105.43967101939347,31.13957372863951,129.73555379483318
-0.7306287839974613,0.43852107406306784,-0.21544757792926317,0.15949588914981752,0.43877192168792317,0.5711328948476441,334.31640440196173,13.745597631212675,236.1867837526935,30.032196482776342,85.88219469896427,56.35627688700941,0.61979555300429,0.45,337.7120795181323,212.53828793265066,55.24448453667561,52.470721821819446,114.83688572702536,34.09513187460934,153.22970172895313
-0.7626831836282633,0.3018678496467638,-0.3842549631814081,-0.08126493213010631,0.31952985328409683,0.8439481157583711,336.888922023465,14.5570591852767,244.67131946492256,8.475247650620318,125.3817770392096,73.06012576773647,0.5067316356027695,0.45,339.229548999299,237.00859411636213,48.176139305217234,78.59308149426569,88.86079134247228,19.984020172758157,115.5467238004821
-0.4836792887776956,0.39510153968540734,-0.13927436044218616,-0.47363637069954384,0.23838355466250277,0.9573156594772394,314.6537425325138,8.142916721503624,224.13578810592367,3.6150439347027827,110.39737517027356,81.08071642852397,0.4309130029946779,0.5,225.36407466403708,219.81972789558236,40.013005908519354,84.37219552510163,52.364233599743045,23.81832956424486,98.98253109517155
-0.8079061366158065,0.48480611116753486,0.05480143506272334,0.22707222063467328,0.06408678897118018,0.5808339159811323,158.48982241317532,0.9961090295420831,248.8966743494919,22.214936776538437,66.05277322970159,67.76033823754476,0.8588757662424622,0.6499999999999999,158.43382586895166,102.58085570645596,36.366478185572774,129.6154204408494,212.80394664733117,34.732115026757036,48.42465186224295
-0.6830404444153064,0.5240385509113558,-0.2148292632602155,0.07548916525213649,0.19768576111929334,0.6075512791631709,332.36090397084115,9.95043694880897,240.07552534870462,12.805872577348396,99.16377907185178,73.67738747444193,0.7913402248226188,0.45,332.94727926887913,226.7469751946153,44.59548661279005,71.59722935275566,88.0173913470689,25.877653410765625,120.52024533395493
-0.6257122762752741,0.35872399467496013,-0.5094368575143663,-0.004189702021858008,0.29316271093205454,0.6299019782971319,334.47389051410124,19.776338551225493,243.11937806005898,3.7614197732923316,142.8039442649191,69.83954374362852,0.62693377018388,0.75,335.4511321744155,239.54288316022357,46.50334630538901,84.81143484476392,92.13856760533918,7.718000944922978,119.24090148623118
-0.6711234573653514,0.3432991153249019,-0.5111969671846701,0.32591335434794544,0.19628672336223524,0.3452101030174059,342.14468092779396,22.119219542478774,247.23191900544836,11.898200728922816,130.9179517772287,64.57776857265588,0.9049377567845277,0.6499999999999999,342.7235970245669,237.7931068394331,52.105324521395104,74.85497757580895,130.78088686951037,13.242812806609924,154.15978729530806
-0.8691231016786984,0.3163801952753226,-0.271029035815199,0.2346275080018947,0.0549010479680949,0.6344955936768039,345.21006421012476,9.586710206626492,75.63942459347663,2.540426933099809,180.32981418683005,80.07624358604096,0.7837421210784223,0.4,345.08756382283514,258.29546988686803,43.75442887456147,93.67474099755351,70.08504787726895,24.626318690890823,83.8938852495804
-0.7912694967098025,0.4778536549856541,-0.05275676359156632,0.12574168097238145,0.10834932622434665,0.6655278157374204,336.72159128849904,3.137041105902213,246.03223310800684,12.38134601452954,80.69828460953006,77.21515006029576,0.7774030314011193,0.45,336.9081305824387,229.64564170940946,37.887468764216536,69.56467366976055,86.65383031753322,31.935306265195297,113.91339853792306
-0.9496443382722717,0.26305521764470974,-0.007751603324755829,0.3936683611749188,0.1335484911317199,0.5559759770973511,349.1979744848496,1.2018524425551647,258.4114502647142,33.197127925505455,81.03345855413541,56.77536929720332,0.8274972055128427,0.5,349.30606526412953,218.44254947487883,45.52749875109801,39.889687070570396,121.5692608741968,43.72869761178393,142.38037018627006
-0.7629507371727848,0.4606893919581323,-0.05597979300840654,-0.08052050641458416,0.10149188295343287,0.8434712435873688,333.09364145645617,2.9763219381172377,242.81745940778646,5.296707139903674,92.31208799213776,83.92016979027258,0.6176751869774572,0.5,333.2629706339375,235.2255504272005,35.058251949997555,80.75188060058797,72.37725914529135,29.171596734404076,100.91713809481732
-0.8564170324245703,0.4071457111609546,-0.0991873691851637,0.2829334573107125,0.1583750931420856,0.5734835751138574,341.7770187588265,5.219536676170932,249.1140235331624,26.957994723597473,81.86623284346223,62.45954090420311,0.8204746651928302,0.7999999999999999,342.2233433193625,212.65084259609185,40.55664305578503,45.79498839915949,120.64026292908224,33.00955111650681,146.32012798479474
-0.7904594660094549,0.4397165720306218,0.2570663179621858,0.03571079174066713,0.1361956073264784,0.7547486742687878,157.7323620581748,6.059891592916529,249.8911674432212,19.536291894489224,51.26240188955693,69.471603152206,0.6174576842199984,0.8999999999999999,156.6056692459829,99.53592860764233,35.65492870041661,125.00778809282843,203.3367874410937,26.04616133474403,40.39675668152538
-0.8907046134500674,0.337217305109196,0.03612948359840177,0.05419707511809355,0.26989339465114276,0.836507538331974,341.88433457717883,1.5464662038968982,251.34576430075003,19.196531992255103,76.31484135226235,70.73637407703212,0.5534865025799491,0.45,342.2411043914578,225.7980759479597,38.91482362765463,58.436382012084024,99.79864898549302,36.15851918479421,123.86818245504479
-0.7767865520577769,0.47691463531978995,0.07069388790777771,0.018971310073074354,0.14901343431706812,0.7578152419847027,154.92250522675295,0.028408043187695853,244.93081443788057,16.30393377858897,64.82538215927958,73.69604008401078,0.6610772757319627,0.55,154.91873337306836,90.30278852124067,34.317948782749,119.86399209970651,219.50648833176956,34.26662401663527,60.09275600693357
-0.8449855368974831,0.2941189778489937,-0.21036669464004676,-0.08866330190718391,0.24361860100701158,0.933648838804667,339.6977148552288,8.348958239578039,248.3749984706596,8.93893053449149,112.09716050663016,77.72134630216611,0.48996930879960315,0.4,341.0628072352994,238.7680146623743,43.30433697999236,76.90621612505934,86.30791714054632,27.06016177580495,109.97156711931062
-0.5577486814387828,0.5758821915244166,-0.13443460403793586,-0.18020959276168322,0.16936545645291906,0.7379582742004666,323.75048338208904,6.8429688953451375,233.01289674166608,6.122794552734547,101.54710489035446,80.79806201849155,0.6956821431938687,0.5,324.07436354706704,225.4026365459501,39.00750419140195,80.2437822313828,65.99081007749305,25.532120889177627,104.32728290462126
-0.7170350985414886,0.5536643518072273,-0.007613039194558103,0.08911635211053169,0.08215751951754394,0.6279187464309574,332.94851037511955,1.553322684615594,242.555910066354,14.180931321085325,69.069238187447,75.7306941658975,0.821777794701721,0.55,333.0275822435198,221.29599667983976,34.87150936907384,64.62814985626503,86.40620896654295,32.00202875190335,117.53430199235348
-0.6571004602057569,0.5407999888549859,-0.04385216848156301,-0.13478044817707446,0.07908499023564296,0.791880908382832,327.7963997887722,2.5324703780958657,237.61060537907431,4.193250754055697,88.84740825697297,85.09900647958912,0.6679776456016494,0.45,327.888278721292,231.74153969734908,35.640450087454425,82.7911360701473,64.72978420983273,30.607819093837424,98.25684230072005
