date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
17-10-77,41:06.5,-1.064,126.869,25.0,5.66,283,80,-13,15,77,-170,3.81,17.0,-1.14,-0.38,-1.24,0.51,3.28,2.38,2
21-12-77,15:02.7,-1.005,126.735,27.7,5.38,270,24,-10,10,86,-114,1.49,17.0,0.08,-1.31,-0.15,-0.29,0.65,0.06,2
20-08-85,43:17.4,-0.993,126.981,27.5,5.31,343,24,69,186,67,99,11.63,16.0,-8.44,-7.96,8.14,-1.53,0.86,0.3,2
03-01-86,43:28.7,-0.916,126.885,25.0,6.06,174,74,98,329,18,66,1.53,18.0,-0.74,-1.28,0.82,0.07,0.27,-0.08,2
10-04-86,21:15.7,-1.45,126.76,15.0,6.1,297,29,6,201,87,119,2.08e+25,25.0,,,,,,,2
10-04-86,21:12.3,-0.843,126.831,15.0,6.15,201,87,119,297,29,6,2.08,18.0,-1.06,-1.78,0.11,-0.36,0.46,0.96,2
10-02-00,03:25.7,-1.25,126.81,12.0,5.1,21,42,90,201,48,90,,,,,,,,,2
20-02-03,37:05.7,-1.017,126.779,26.1,5.53,12,87,-119,276,29,-7,2.47,17.0,-0.58,-2.23,-0.37,0.06,0.92,0.95,2
11-05-03,51:36.8,-0.981,126.971,30.0,6.08,172,79,96,320,12,59,1.62,18.0,-0.52,-1.49,0.57,0.18,0.26,-0.05,2
15-07-03,57:10.0,-1.009,127.043,25.3,5.16,16,15,119,166,77,83,6.87,16.0,-3.21,-5.92,2.93,1.64,-0.04,0.28,2
12-12-03,10:49.0,-1.01,126.67,48.0,5.5,322,20,66,168,72,99,,,,,,,,,2
19-01-04,32:16.2,-1.08,126.74,27.0,5.3,350,27,86,174,63,92,,,,,,,,,2
20-02-07,25:28.0,-1.043,126.975,25.0,5.98,13,80,-129,271,40,-16,1.13,18.0,-0.14,-0.92,-0.28,0.17,0.59,0.43,2
20-02-07,04:27.2,-1.039,127.006,25.0,6.72,19,75,-138,276,49,-20,1.49,19.0,-0.35,-1.15,-0.35,0.32,0.8,0.71,2
24-02-07,53:41.5,-0.987,126.915,23.6,5.18,261,68,-17,358,74,-158,7.36,16.0,1.15,-2.95,-0.15,3,6.18,-1,2
06-03-07,09:05.6,-1.049,126.914,15.0,4.99,282,53,-16,22,77,-142,3.83,16.0,-1.33,-2.57,-0.74,0.3,2.26,2.07,2
13-04-07,14:27.6,-1.02,126.79,33.0,5.2,16,57,-152,270,67,-37,,,,,,,,,2
14-11-11,05:11.8,-0.969,126.875,20.0,6.4,24,84,-124,284,35,-11,5.0,18.0,-1.62,-4.21,-0.95,-0.53,1.7,2.57,2
18-01-12,19:34.9,-0.927,126.911,25.0,5.04,259,42,-15,360,80,-132,4.42,16.0,0.01,-3.36,-0.78,2.24,2.6,0.76,2
18-01-12,09:09.5,-0.919,126.782,15.0,5.05,270,19,-3,3,89,-109,4.55,16.0,-0.52,-4.32,-0.51,0.26,1.39,1.04,2
18-01-12,50:19.7,-0.895,126.791,15.0,5.75,34,88,-108,297,18,-7,6.2,17.0,-1.53,-5.13,-0.75,-2.96,0.43,2.28,2
11-02-12,06:47.7,-0.978,126.883,15.0,5.62,264,67,-42,13,52,-150,3.4,17.0,0.61,-1.26,-1.48,1.95,2.16,0.87,2
01-01-13,18:35.3,-1.04,126.97,16.2,4.9,31,47,-159,286,75,-45,2.62e+23,23.0,,,,,,,2
25-03-16,25:58.1,-0.89,126.85,21.5,4.8,299,65,13,204,78,154,2.1e+23,23.0,,,,,,,2
19-05-17,44:03.5,-1.126,126.921,30.8,5.06,300,25,65,147,67,101,4.95,16.0,-1.6,-3.05,3.43,1.59,1.96,-1.83,2
26-01-18,43:46.7,-1.149,126.876,27.2,5.64,298,10,25,183,86,99,3.67,17.0,-0.74,-3.57,0.44,-0.2,0.54,0.31,2
16-03-19,30:42.3,-0.98,126.7,28.8,5.4,326,17,70,167,74,96,1.7e+24,24.0,,,,,,,2
