#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
120.308 1.125 36.9 -0.556696 0.0962194 0.460476 -2.25241 0.12678 2.63584 24.0 X Y 0 SS-N
120.383 0.993 30.5 1.2032 -1.18533 -0.0178701 -4.16478 -0.511371 -0.14554 25.0 X Y 1 R
119.91 0.58 45.0 0.0689371 0.177491 -0.246428 -0.993992 -0.38373 -0.274161 24.0 X Y 2 R
120.977 1.159 30.0 1.85437 -2.03059 0.17622 -4.52423 0.786909 -0.484245 25.0 X Y 3 R
120.8 1.196 28.3 2.16511 -2.8211 0.655993 -4.94161 2.09121 -0.387764 25.0 X Y 4 R
120.798 1.181 27.7 2.58568 -4.39427 1.80859 -3.56631 2.3002 -1.68484 25.0 X Y 5 R-SS
119.61 0.84 49.0 -0.879195 0.692934 0.186261 -1.26505 0.194112 -0.479522 24.0 X Y 6 N
120.139 1.076 29.0 1.46636 -1.1106 -0.355758 -1.66454 0.0615487 -1.10672 24.0 X Y 7 R-SS
120.09 0.964 29.6 2.11271 -1.72255 -0.390161 -8.02826 -0.138894 -3.05956 23.0 X Y 8 R
120.356 0.802 37.2 -0.503672 1.16296 -0.659288 -0.0454086 -0.955719 1.07444 24.0 X Y 9 SS-N
119.965 0.722 35.0 0.336404 -0.812934 0.47653 -0.376292 -0.580181 1.45311 24.0 X Y 10 SS-R
119.88 0.66 26.7 -0.284633 -1.60571 1.89034 -0.827857 0.888029 0.64929 24.0 X Y 11 SS-N
120.169 0.937 36.7 0.55801 -0.336698 -0.221312 -0.819026 0.272381 0.33856 24.0 X Y 12 R
119.621 0.489 30.7 0.254752 -2.71485 2.46009 -1.37626 -1.19476 0.806211 24.0 X Y 13 SS-R
120.162 0.945 21.6 1.95068 -1.68568 -0.264999 -3.91668 -0.814358 -0.768503 24.0 X Y 14 R
120.158 1.05 14.9 0.631757 -0.559763 -0.0719937 -1.16283 -0.245097 -0.220535 25.0 X Y 15 R
120.373 1.072 29.9 1.15479 -1.07971 -0.07508 -1.37776 -0.0517171 -0.397414 24.0 X Y 16 R
120.26 0.86 0.0 0.558829 -0.523869 -0.0349603 -1.117 -0.122801 -0.167769 25.0 X Y 17 R
120.35 1.27 21.0 3.14253 -2.94593 -0.196596 -6.28136 -0.690561 -0.943435 25.0 X Y 18 R
120.24 1.036 25.0 4.07337 -3.79145 -0.281917 -7.61189 -0.884335 -1.2694 25.0 X Y 19 R
120.458 1.027 28.4 1.61978 -1.52341 -0.0963732 -3.31198 -0.26026 -0.538523 26.0 X Y 20 R
120.561 1.161 28.1 1.05056 -1.07818 0.0276271 -1.00011 0.170387 -0.158261 24.0 X Y 21 R
120.5 0.9 33.0 2.24605 -2.30512 0.0590656 -2.1382 0.364282 -0.338356 24.0 X Y 22 R
