date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster,corepoint
21-05-99,20:26.4,4.09,126.61,24.6,5.3,149,19,28,33,81,107,1.25e+24,23.0,,,,,,,0,c
25-06-99,12:32.1,4.09,126.49,17.2,5.5,298,23,45,165,74,106,2.36e+24,24.0,,,,,,,0,c
13-07-99,03:19.2,2.44,126.52,36.1,5.0,259,34,82,88,56,95,3.37e+23,23.0,,,,,,,0,c
19-08-99,07:12.1,2.73,126.49,31.3,5.2,22,39,-1,112,89,-129,6.72e+23,23.0,,,,,,,0,c
12-09-99,12:29.3,2.97,126.96,41.8,5.2,76,51,152,184,69,43,6.93e+23,23.0,,,,,,,0,c
17-10-99,33:37.5,0.3,126.2,28.0,5.0,248,55,135,7,55,45,,,,,,,,,0,c
17-10-99,13:40.4,0.31,125.46,41.3,5.1,231,29,141,356,72,67,5.42e+23,23.0,,,,,,,0,c
18-11-99,27:45.3,0.632,125.997,40.0,5.97,189,53,85,17,37,96,1.1,18.0,-1.05,-0.31,1.0,-0.01,-0.26,0.05,0,c
28-11-99,53:40.4,0.3,126.0,35.0,4.8,87,8,-169,346,89,-82,,,,,,,,,0,c
29-11-99,07:03.1,0.551,126.165,25.0,5.66,18,77,-93,211,13,-77,3.84,17.0,0.78,-3.35,-2.54,-0.86,-0.13,1.76,0,c
06-02-00,08:14.1,1.52,126.38,37.2,5.4,23,30,104,187,61,82,1.75e+24,24.0,,,,,,,0,c
06-02-00,08:09.3,1.359,126.212,37.2,5.43,23,30,104,187,61,82,1.75,17.0,-1.44,-0.92,1.43,-0.01,-0.41,0.02,0,c
10-02-00,03:33.6,0.955,126.248,23.4,5.45,21,42,90,201,48,90,1.87,17.0,-1.58,-0.18,1.92,-0.07,-0.55,-0.33,0,c
04-08-00,47:37.8,0.02,126.53,33.0,5.8,295,22,3,202,89,112,,,,,,,,,0,c
06-09-00,26:48.4,1.16,126.33,33.0,4.4,193,28,68,38,65,101,,,,,,,,,0,c
06-09-00,26:45.2,1.454,126.38,32.7,5.09,193,28,68,38,65,101,5.52,16.0,-3.52,2.36,4.38,2.53,-1.56,-0.85,0,c
18-01-01,32:43.3,1.85,126.22,33.0,4.9,4,28,31,246,76,115,,,,,,,,,0,c
20-01-01,59:34.4,0.83,125.76,33.0,4.7,165,20,66,10,71,98,,,,,,,,,0,c
20-01-01,59:07.5,2.835,126.52,38.1,5.48,10,71,98,165,20,66,2.06,17.0,-1.24,1.58,1.28,0.39,0.08,-0.03,0,c
24-02-01,23:55.0,0.63,126.48,33.0,4.5,197,42,78,32,49,100,,,,,,,,,0,c
24-02-01,07:49.8,1.574,126.218,35.0,5.75,65,59,127,190,47,45,5.18,17.0,-2.76,-1.66,3.92,3.48,-1.89,-1.16,0,c
24-02-01,33:45.7,1.645,126.444,30.0,6.18,50,55,131,173,52,47,2.32,18.0,-1.58,-0.55,1.7,1.61,-0.65,-0.11,0,c
26-02-01,18:22.3,1.325,126.308,38.5,5.4,211,42,98,21,48,83,1.57,17.0,-1.26,0.21,1.55,-0.06,-0.62,-0.29,0,c
03-03-01,56:38.6,1.45,126.37,28.2,5.2,225,29,90,45,61,90,6.79e+23,23.0,,,,,,,0,c
04-03-01,34:06.3,1.436,126.272,15.0,5.32,68,30,171,166,85,60,11.91,16.0,-1.79,-9.1,2.42,6.43,-6.01,-0.62,0,c
31-07-01,11:10.7,2.56,126.24,33.0,5.4,197,34,67,44,60,105,,,,,,,,,0,c
31-07-01,11:19.8,1.508,126.328,35.0,5.67,44,60,105,197,34,67,3.95,17.0,-2.58,1.07,3.15,1.55,-1.94,-0.56,0,c
04-08-01,44:55.5,2.78,126.942,35.0,5.81,28,63,91,206,27,89,6.39,17.0,-4.15,3.33,4.98,1.79,-2.29,-0.82,0,c
12-08-01,26:38.9,2.7,126.92,42.2,5.2,349,80,-11,80,80,-169,6.76e+23,23.0,,,,,,,0,c
25-08-01,29:27.8,0.61,125.73,30.0,5.1,43,60,157,145,71,33,,,,,,,,,0,c
26-08-01,34:12.1,1.058,126.461,25.6,5.01,174,49,56,40,51,123,4.07,16.0,-3.87,-0.2,3.17,1.15,-1.67,0.7,0,c
26-08-01,17:01.8,1.086,126.551,10.0,5.08,175,24,51,36,71,106,5.18,16.0,-2.99,2.59,3.74,3.29,0.06,-0.74,0,c
27-08-01,16:49.3,1.14,126.44,21.0,5.7,4,45,77,202,46,103,,,,,,,,,0,c
27-08-01,16:48.6,1.079,126.358,30.0,6.07,202,46,103,4,45,77,1.54,18.0,-1.58,0.0,1.37,-0.18,-0.43,0.22,0,c
27-08-01,16:55.5,1.34,126.56,31.7,6.1,4,45,77,202,46,103,1.54e+25,25.0,,,,,,,0,c
01-09-01,33:18.1,1.212,126.056,42.7,5.22,346,46,41,225,62,128,8.6,16.0,-7.42,-0.77,5.65,-4.55,-2.77,1.77,0,c
08-09-01,30:12.5,0.878,125.848,15.0,5.22,313,11,-177,220,89,-79,8.42,16.0,1.56,6.57,0.49,5.02,0.88,-2.06,0,c
07-10-01,13:00.0,-0.4,125.1,33.0,4.9,278,29,113,72,63,78,,,,,,,,,0,c
13-10-01,27:00.3,0.872,125.884,25.0,5.95,177,72,59,60,35,148,10.33,17.0,-6.76,-6.93,4.88,0.53,-5.08,1.89,0,c
16-10-01,52:38.9,4.121,126.56,24.9,5.18,357,37,37,236,69,121,7.36,16.0,-4.8,0.13,4.78,-6.19,-1.36,0.04,0,c
21-10-01,40:18.1,1.837,126.476,20.0,5.7,202,59,75,50,34,114,4.37,17.0,-2.53,-2.06,3.75,-0.17,-1.98,-1.22,0,c
23-10-01,40:36.0,3.561,126.549,31.2,5.34,177,27,59,31,67,105,13.06,16.0,-9.11,6.57,9.81,6.02,-1.69,-0.69,0,c
29-10-01,52:23.4,1.33,126.32,32.7,5.2,35,36,121,178,60,70,7.99e+23,23.0,,,,,,,0,c
05-01-02,29:05.0,3.03,126.67,33.0,4.9,222,30,-21,330,80,-118,,,,,,,,,0,c
07-02-02,15:55.6,3.036,126.361,40.0,5.71,168,84,-72,277,19,-160,4.56,17.0,0.21,4.2,-1.07,-0.57,-1.37,0.85,0,c
15-04-02,43:10.5,3.598,126.674,17.6,5.15,175,20,79,7,70,94,6.76,16.0,-4.08,5.15,4.5,0.85,-0.01,-0.42,0,c
18-04-02,27:43.4,3.372,126.847,37.4,4.97,14,34,109,171,59,78,3.65,16.0,-3.56,-1.55,2.94,0.51,-0.12,0.63,0,c
18-04-02,53:52.1,3.427,126.835,19.8,5.27,180,21,102,348,70,86,10.25,16.0,-5.85,7.5,7.49,-2.12,0.21,-1.63,0,c
20-04-02,25:33.8,3.41,126.782,15.0,5.18,175,8,90,355,82,90,7.41,16.0,-1.24,7.13,2.65,-0.6,-0.01,-1.41,0,c
20-04-02,24:34.9,3.454,126.911,28.1,5.19,184,11,66,28,80,94,7.73,16.0,-2.46,6.35,2.56,3.55,-0.74,-0.1,0,c
20-04-02,24:41.0,3.98,126.89,28.1,5.2,184,11,66,28,80,94,7.73e+23,23.0,,,,,,,0,c
06-05-02,42:07.0,0.86,125.8,33.0,5.1,170,34,24,60,77,122,,,,,,,,,0,c
06-05-02,42:08.4,0.28,125.92,31.8,5.1,170,34,24,60,77,122,6.48e+23,23.0,,,,,,,0,c
06-05-02,42:09.4,0.898,125.985,31.8,5.14,170,34,24,60,77,122,6.48,16.0,-3.86,0.7,2.66,5.48,-1.67,1.21,0,c
21-05-02,27:14.6,2.47,126.57,27.3,5.0,196,36,44,68,66,118,4.38e+23,23.0,,,,,,,0,c
22-05-02,49:15.9,4.09,126.472,28.0,5.09,20,43,90,200,47,90,5.35,16.0,-4.82,-0.37,5.17,-0.22,-1.85,-0.35,0,c
22-05-02,39:46.7,4.1,126.519,27.7,5.17,16,31,83,204,60,94,7.17,16.0,-5.44,-3.1,6.33,-1.65,-1.93,-0.89,0,c
23-05-02,24:55.5,3.44,126.76,33.0,4.6,353,48,50,224,56,125,,,,,,,,,0,c
23-05-02,24:50.1,4.137,126.534,37.3,5.2,353,48,50,224,56,125,7.89,16.0,-6.37,0.49,6.27,-4.31,-2.25,0.11,0,c
26-05-02,51:38.9,4.18,126.54,48.8,5.0,9,39,90,189,51,90,4.51e+23,23.0,,,,,,,0,c
10-07-02,03:29.2,0.958,126.052,41.4,5.33,330,39,43,204,64,121,1.24,17.0,-1.14,-0.49,0.82,-0.5,0.06,0.32,0,c
20-07-02,09:21.5,1.026,126.236,27.2,5.28,265,36,-178,173,89,-54,10.35,16.0,0.36,8.07,-0.39,-2.91,-6.3,0.02,0,c
07-08-02,06:42.1,1.347,126.13,47.9,5.04,170,25,55,27,70,105,4.6,16.0,-3.2,2.82,2.87,1.89,-0.56,0.33,0,c
10-09-02,25:10.9,1.739,126.35,37.5,5.28,221,38,91,39,52,89,10.48,16.0,-5.99,2.15,9.93,1.57,-5.29,-3.93,0,c
07-10-02,32:25.0,2.69,126.94,38.0,5.2,193,30,58,49,65,107,8.61e+23,23.0,,,,,,,0,c
02-12-02,42:14.8,1.473,126.372,30.0,5.89,215,75,-95,55,16,-71,8.3,17.0,2.05,5.95,-4.13,3.95,2.22,2.08,0,c
19-12-02,42:52.4,1.01,126.46,34.4,5.5,51,39,123,191,58,66,2.6e+24,24.0,,,,,,,0,c
19-12-02,42:46.3,0.875,126.363,25.0,5.55,191,58,66,51,39,123,2.6,17.0,-1.7,-1.15,2.12,0.34,-1.24,-0.41,0,c
19-12-02,42:47.8,0.41,126.38,44.0,5.9,51,39,123,191,58,66,,,,,,,,,0,c
28-01-03,12:01.8,3.07,126.91,42.3,5.3,183,21,77,17,69,95,1.0999999999999999e+24,24.0,,,,,,,0,c
20-03-03,16:02.4,-0.04,125.67,45.0,5.4,246,27,117,36,67,77,1.69e+24,24.0,,,,,,,0,c
22-05-03,01:35.4,-0.17,124.15,39.0,5.1,176,36,89,358,54,91,,,,,,,,,0,c
30-06-03,48:42.0,0.893,126.249,43.1,5.16,44,43,113,194,51,70,7.01,16.0,-5.08,-1.7,6.65,1.31,-2.9,-1.57,0,c
30-06-03,48:37.5,0.8,126.3,21.0,5.8,44,43,113,194,51,70,,,,,,,,,0,c
14-07-03,40:08.7,1.36,126.83,15.0,5.2,127,15,45,353,80,101,9.23e+23,23.0,,,,,,,0,c
24-07-03,23:20.7,-0.17,124.63,31.0,5.8,96,54,20,354,74,142,,,,,,,,,0,c
28-08-03,58:16.4,0.41,126.54,37.0,5.5,63,39,165,165,81,52,,,,,,,,,0,c
24-09-03,03:40.4,-0.44,125.29,26.0,4.8,14,32,99,183,58,84,,,,,,,,,0,c
24-09-03,03:27.9,0.28,126.41,42.0,5.4,14,32,99,183,58,84,1.38e+24,24.0,,,,,,,0,c
05-10-03,53:26.7,2.57,126.72,42.4,5.3,61,26,134,194,72,71,1.01e+24,24.0,,,,,,,0,c
18-10-03,27:12.8,0.57,125.99,50.0,6.2,2,43,70,208,50,107,,,,,,,,,0,c
06-11-03,15:02.5,2.064,126.963,30.0,5.8,298,84,85,158,8,130,6.23,17.0,-1.95,2.6,2.19,-5.5,-0.36,-0.24,0,c
07-11-03,59:35.1,2.003,126.852,37.6,5.6,111,87,-85,229,6,-152,3.09,17.0,-1.04,0.98,0.26,-2.91,-0.45,0.78,0,c
12-11-03,29:46.5,1.586,126.417,31.0,6.2,1,54,80,198,37,104,2.48,18.0,-2.26,0.79,2.35,-0.26,-0.38,-0.09,0,c
21-11-03,52:56.5,1.21,126.09,20.0,5.5,28,36,107,188,56,78,,,,,,,,,0,c
25-02-04,15:26.6,4.0,126.35,25.3,5.2,132,86,-3,222,87,-176,7.48e+23,24.0,,,,,,,0,c
15-03-04,19:38.4,2.128,126.648,35.3,5.48,211,54,88,33,36,92,2.04,17.0,-1.41,-0.56,1.82,-0.31,-1.03,-0.41,0,c
02-04-04,41:30.6,-0.116,124.852,25.0,5.56,19,73,68,254,27,142,2.69,17.0,-0.59,2.08,1.39,0.37,-1.14,-0.8,0,c
01-05-04,10:59.3,3.66,126.83,49.6,4.8,97,52,5,4,86,142,2.19e+23,23.0,,,,,,,0,c
30-05-04,14:40.0,2.0,126.8,33.0,5.2,354,43,44,228,62,123,,,,,,,,,0,c
20-06-04,51:09.2,0.56,125.94,35.4,5.1,8,35,78,203,56,99,5.83e+23,23.0,,,,,,,0,c
29-06-04,20:44.1,0.59,126.14,30.4,4.9,227,58,-2,318,88,-148,3.32e+23,23.0,,,,,,,0,c
02-07-04,07:32.7,1.41,126.21,23.6,4.8,273,35,-109,116,57,-77,1.78e+23,23.0,,,,,,,0,c
30-07-04,37:49.0,3.569,126.721,27.0,5.27,141,18,37,15,79,104,1.01,17.0,-0.52,0.88,0.29,0.23,0.07,0.23,0,c
12-08-04,01:38.0,-0.34,125.09,41.0,5.1,248,36,125,28,61,67,,,,,,,,,0,c
20-12-04,24:27.3,-0.33,125.1,30.2,5.1,256,39,138,21,65,59,5.7e+23,23.0,,,,,,,0,c
02-01-05,23:26.8,2.39,126.66,16.0,5.2,204,22,-158,93,82,-70,7.38e+23,23.0,,,,,,,0,c
05-01-05,12:06.5,1.8,125.7,33.0,4.5,147,72,172,240,83,18,,,,,,,,,0,c
06-01-05,04:22.6,1.281,125.841,35.0,5.47,141,86,93,285,4,55,2.0,17.0,-0.07,-1.54,0.29,1.25,0.08,-0.22,0,c
20-01-05,47:02.5,3.678,126.718,14.9,5.22,169,37,53,32,62,114,0.84,17.0,-0.79,0.3,0.59,0.28,-0.23,0.2,0,c
17-02-05,43:09.0,-0.6,125.4,33.0,4.9,351,32,73,191,59,101,,,,,,,,,0,c
17-02-05,42:47.4,0.928,125.883,31.8,5.24,351,32,73,191,59,101,0.9,17.0,-0.89,-0.4,0.68,-0.12,-0.05,0.21,0,c
04-03-05,05:15.5,2.637,126.429,25.8,5.83,354,54,119,131,45,57,6.91,17.0,-4.91,2.2,6.01,2.18,2.82,-1.1,0,c
11-03-05,01:10.3,1.131,126.203,15.0,5.12,358,9,48,220,83,96,5.93,16.0,-1.4,-4.36,1.21,-3.71,-0.86,0.19,0,c
21-03-05,33:00.6,0.48,126.14,32.7,5.1,342,72,14,248,76,162,5.35e+23,23.0,,,,,,,0,c
07-04-05,43:12.0,2.932,126.528,35.0,5.91,4,62,83,200,29,103,0.89,18.0,-0.77,0.48,0.68,0.0,-0.18,0.1,0,c
08-04-05,05:31.9,2.98,126.71,45.3,5.3,202,32,107,2,60,80,1.24e+24,24.0,,,,,,,0,c
25-04-05,05:27.8,1.046,126.145,31.3,5.29,254,50,128,23,53,54,1.1,17.0,-0.34,0.37,0.85,-0.24,-0.69,-0.5,0,c
13-06-05,02:36.3,2.151,126.561,30.0,5.94,204,52,88,27,38,93,1.01,18.0,-0.82,-0.23,0.93,-0.08,-0.44,-0.1,0,c
08-07-05,30:04.5,2.48,126.72,38.2,4.9,54,44,134,181,60,56,2.69e+23,23.0,,,,,,,0,c
09-07-05,03:10.1,2.97,126.56,26.1,5.3,51,40,148,167,70,55,9.87e+23,24.0,,,,,,,0,c
09-07-05,19:56.2,2.9,126.52,25.4,5.4,326,58,-3,58,88,-148,1.77e+24,24.0,,,,,,,0,c
09-07-05,07:03.8,2.742,126.585,45.0,5.9,167,74,58,53,35,152,0.89,18.0,-0.76,-0.62,0.34,0.01,-0.28,0.42,0,c
10-07-05,18:19.0,2.64,126.45,31.4,4.9,180,45,106,337,47,74,2.89e+23,23.0,,,,,,,0,c
18-07-05,37:21.7,-0.164,125.131,35.0,5.83,16,81,68,265,24,157,6.77,17.0,0.17,6.16,2.51,0.31,-1.9,-2.69,0,c
24-07-05,10:42.2,2.73,126.68,29.4,5.0,201,35,113,353,58,75,4.33e+23,23.0,,,,,,,0,c
28-07-05,47:29.2,-0.41,125.1,30.7,4.9,147,32,112,42,61,77,2.81e+23,23.0,,,,,,,0,c
16-08-05,08:01.4,2.94,126.43,31.8,5.0,339,36,90,160,54,90,4.49e+23,23.0,,,,,,,0,c
16-08-05,39:23.6,2.82,126.69,31.4,5.2,44,44,140,165,63,53,9.43e+23,24.0,,,,,,,0,c
24-08-05,32:56.6,2.65,126.85,36.2,4.8,16,73,180,106,90,17,1.82e+23,23.0,,,,,,,0,c
26-08-05,30:43.8,1.74,126.23,37.4,5.1,342,58,16,243,76,147,5.5e+23,23.0,,,,,,,0,c
08-09-05,10:10.8,0.799,126.184,50.0,5.67,197,54,91,16,36,89,4.0,17.0,-3.72,-1.18,3.48,-0.39,-1.32,0.24,0,c
07-10-05,45:18.2,2.19,126.67,30.7,5.3,255,38,-125,117,60,-66,1.01e+24,24.0,,,,,,,0,c
21-12-05,09:05.0,-0.196,124.732,30.0,6.35,24,71,65,259,31,140,4.1,18.0,-0.63,3.01,2.44,0.45,-1.69,-1.81,0,c
11-02-06,57:52.8,3.8,126.65,35.0,5.1,123,48,45,359,59,128,5.37e+23,23.0,,,,,,,0,c
31-03-06,14:45.1,3.822,126.405,40.0,6.12,283,68,-42,32,52,-152,1.83,18.0,-0.57,-0.56,-0.88,0.73,0.97,1.45,0,c
01-04-06,44:29.0,3.78,126.41,45.0,5.4,171,8,73,9,82,92,,,,,,,,,0,c
19-05-06,44:24.4,-0.224,124.796,35.0,6.29,22,72,56,267,38,149,3.29,18.0,-0.05,2.52,1.68,-0.07,-1.46,-1.62,0,c
15-06-06,28:01.6,1.536,126.374,25.0,5.58,179,63,49,62,48,142,2.88,17.0,-1.78,-1.27,1.75,0.89,-1.66,0.03,0,c
18-07-06,27:50.0,-0.17,124.96,21.0,5.8,246,30,119,34,64,74,,,,,,,,,0,c
06-08-06,12:35.0,1.697,126.219,35.6,5.07,32,36,103,196,55,81,5.05,16.0,-4.0,-1.77,4.6,-0.06,-1.92,-0.59,0,c
29-08-06,18:14.0,-0.31,125.09,35.0,5.1,255,26,86,79,64,92,,,,,,,,,0,c
29-08-06,53:06.4,-0.364,125.178,36.0,5.77,81,63,110,223,33,56,5.59,17.0,-0.13,-0.13,4.01,3.1,-2.52,-3.88,0,c
29-08-06,53:06.0,-0.35,125.12,36.0,5.8,223,33,56,81,63,110,,,,,,,,,0,c
31-08-06,08:27.0,-0.27,125.06,36.0,6.1,213,26,54,72,69,106,,,,,,,,,0,c
25-09-06,43:37.0,-0.18,124.83,35.0,5.7,238,34,82,67,56,96,,,,,,,,,0,c
04-10-06,24:32.4,4.25,126.74,28.0,4.9,9,43,83,198,47,96,2.7e+23,23.0,,,,,,,0,c
04-10-06,04:35.2,4.29,126.84,28.5,4.9,217,42,109,12,51,74,3.32e+23,23.0,,,,,,,0,c
04-10-06,53:38.7,4.18,126.527,28.5,5.41,11,42,87,195,48,93,1.65,17.0,-1.67,-0.14,1.51,-0.08,-0.46,0.16,0,c
29-10-06,04:15.0,3.92,126.44,12.0,5.3,170,25,69,12,67,99,,,,,,,,,0,c
30-10-06,38:40.0,2.34,126.79,35.0,5.5,9,36,96,181,54,85,,,,,,,,,0,c
30-10-06,27:41.0,2.32,126.78,36.0,5.6,6,42,101,171,49,80,,,,,,,,,0,c
05-12-06,48:15.0,2.62,126.67,35.0,5.2,67,49,-60,206,50,-120,,,,,,,,,0,c
21-01-07,21:16.2,0.978,126.279,14.0,5.07,153,40,-98,343,50,-84,5.05,16.0,4.01,-1.0,-5.32,-0.18,-1.36,1.31,0,c
21-01-07,03:04.1,1.071,126.023,30.9,5.34,158,57,33,48,63,142,1.29,17.0,-1.44,0.12,0.79,0.24,-0.55,0.66,0,c
21-01-07,45:17.5,1.21,126.33,33.6,5.4,23,33,88,206,57,92,1.85e+24,24.0,,,,,,,0,c
21-01-07,45:12.8,1.009,126.304,33.6,5.44,23,33,88,206,57,92,1.85,17.0,-1.51,-0.65,1.47,-0.33,-0.91,0.04,0,c
21-01-07,32:54.7,1.055,126.364,20.0,6.18,203,49,81,38,41,101,2.29,18.0,-1.72,-0.39,2.09,0.04,-1.18,-0.38,0,c
22-01-07,06:43.0,0.948,126.287,24.2,5.18,39,45,101,203,46,79,7.33,16.0,-5.34,-0.6,7.33,0.85,-3.11,-1.99,0,c
22-01-07,14:47.0,1.138,126.45,28.0,5.2,49,42,124,187,56,63,0.8,17.0,-0.65,-0.26,0.6,0.06,-0.47,0.05,0,c
22-01-07,44:58.0,0.45,126.41,28.3,5.3,216,43,106,14,49,75,1.28e+24,24.0,,,,,,,0,c
22-01-07,22:55.5,0.911,126.211,37.8,5.44,159,44,73,2,48,106,1.82,17.0,-1.81,0.17,1.69,0.31,0.34,0.12,0,c
23-01-07,44:43.9,1.226,126.121,28.7,5.47,212,42,112,4,51,71,2.0,17.0,-1.79,0.43,1.82,-0.35,-0.65,-0.02,0,c
24-01-07,34:33.1,1.113,126.169,28.1,5.38,140,36,72,342,56,102,1.48,17.0,-1.05,0.58,1.33,-0.01,0.61,-0.28,0,c
24-01-07,40:28.5,1.005,126.001,15.0,5.6,181,77,88,10,13,99,3.12,17.0,-1.46,-2.82,1.21,-0.02,-0.14,0.25,0,c
27-01-07,19:28.3,1.301,126.502,31.8,4.99,200,31,86,24,59,92,3.82,16.0,-3.1,1.65,2.98,0.78,-1.56,0.12,0,c
27-01-07,01:28.9,1.27,126.9,23.6,5.5,208,30,102,14,61,83,2.39e+24,24.0,,,,,,,0,c
27-01-07,00:39.2,1.25,126.592,23.6,5.52,208,30,102,14,61,83,2.4,17.0,-1.77,1.25,2.02,0.17,-0.68,-0.25,0,c
27-01-07,21:48.1,1.233,126.186,20.0,5.65,188,56,82,22,35,101,3.7,17.0,-3.27,-1.42,3.32,0.06,-0.9,-0.05,0,c
28-01-07,06:58.2,1.175,126.637,21.3,5.56,211,29,113,4,63,78,2.7,17.0,-2.01,1.57,2.06,-0.12,-0.68,-0.05,0,c
28-01-07,09:07.1,1.064,126.364,20.0,5.85,47,55,108,197,39,66,7.32,17.0,-4.92,0.65,6.58,2.7,-3.28,-1.67,0,c
30-01-07,48:34.7,1.384,126.143,25.0,5.39,358,12,70,198,78,94,1.52,17.0,-0.6,-1.32,0.59,-0.44,-0.09,0.02,0,c
30-01-07,48:41.1,1.64,125.95,15.0,5.4,358,12,70,198,78,94,1.52e+24,24.0,,,,,,,0,c
01-02-07,45:31.9,0.92,126.18,18.0,4.9,339,38,-63,126,57,-110,2.87e+23,23.0,,,,,,,0,c
01-02-07,43:30.9,1.181,126.328,39.5,5.4,20,43,83,210,48,97,1.58,17.0,-1.33,-0.07,1.48,-0.16,-0.7,-0.15,0,c
01-02-07,43:34.7,1.3,126.34,39.5,5.4,20,43,83,210,48,97,1.58e+24,24.0,,,,,,,0,c
09-02-07,58:55.1,0.82,126.14,18.6,4.9,299,25,-86,114,65,-92,2.57e+23,23.0,,,,,,,0,c
14-02-07,22:37.3,3.28,126.87,37.8,5.0,184,25,79,16,65,95,3.52e+23,23.0,,,,,,,0,c
13-03-07,57:20.2,4.25,126.9,28.1,5.1,20,41,101,186,49,81,6.19e+23,23.0,,,,,,,0,c
13-03-07,03:00.4,1.185,126.275,33.8,5.33,348,35,53,211,63,113,1.25,17.0,-1.11,-0.49,0.9,-0.48,-0.27,0.22,0,c
13-03-07,50:13.0,4.32,127.0,44.0,5.4,170,46,52,38,56,122,,,,,,,,,0,c
15-03-07,07:56.5,4.168,126.984,18.9,5.15,22,49,121,159,50,59,6.62,16.0,-5.96,-0.07,5.97,3.1,-0.05,-0.01,0,c
17-03-07,42:25.7,1.209,126.328,35.0,6.23,12,47,80,206,44,100,2.77,18.0,-2.55,0.21,2.62,-0.24,-0.95,-0.07,0,c
26-03-07,51:05.9,0.852,125.94,30.4,5.49,75,74,-173,344,84,-16,2.1,17.0,-1.28,-0.77,0.44,-0.28,-1.7,0.84,0,c
15-04-07,42:12.7,0.68,126.25,40.0,5.1,213,46,116,357,49,65,,,,,,,,,0,c
15-04-07,42:14.1,1.204,126.361,31.3,5.29,213,46,116,357,49,65,1.08,17.0,-1.2,0.09,0.8,-0.09,-0.46,0.4,0,c
20-04-07,21:01.0,-0.47,124.57,50.0,5.2,237,40,107,36,52,76,,,,,,,,,0,c
03-05-07,27:20.6,1.561,126.407,35.0,5.59,99,88,-90,267,2,-102,3.01,17.0,0.03,0.47,-0.21,-2.97,0.0,0.18,0,c
14-05-07,07:06.1,0.92,126.04,30.0,5.1,17,42,82,207,49,97,,,,,,,,,0,c
16-06-07,18:48.3,1.165,126.448,50.0,5.66,165,88,33,74,57,178,3.79,17.0,-1.98,-2.02,0.47,0.23,-2.7,1.51,0,c
13-07-07,02:45.2,1.147,126.421,37.6,4.96,19,42,87,203,48,92,3.53,16.0,-3.1,-0.33,3.43,-0.24,-1.24,-0.34,0,c
02-08-07,02:00.8,2.444,127.029,15.0,5.64,10,81,84,224,11,123,3.55,17.0,-1.22,3.29,0.84,0.62,-0.71,0.38,0,c
10-09-07,56:34.5,1.35,126.14,30.0,5.0,69,29,124,211,66,73,3.6e+23,23.0,,,,,,,0,c
13-09-07,48:44.9,3.827,126.366,26.0,6.28,319,73,31,219,60,160,3.24,18.0,-3.24,0.57,1.03,-1.41,0.08,2.21,0,c
17-09-07,27:41.0,0.41,125.54,22.7,5.2,333,20,71,173,71,97,8.16e+23,23.0,,,,,,,0,c
13-10-07,07:09.0,0.79,125.91,23.8,4.4,13,82,4,283,86,172,,,,,,,,,0,c
13-10-07,07:09.9,1.49,126.18,28.9,5.1,13,82,4,283,86,172,5.07e+23,23.0,,,,,,,0,c
05-11-07,08:45.0,2.07,126.7,36.1,5.4,210,41,90,29,49,90,1.45e+24,24.0,,,,,,,0,c
21-11-07,30:03.2,1.589,126.463,30.9,5.2,40,26,113,196,66,79,7.83,16.0,-4.85,-5.08,5.37,-1.0,-2.94,-0.52,0,c
12-12-07,17:10.1,3.12,126.7,35.6,4.9,207,44,37,88,65,127,2.96e+23,23.0,,,,,,,0,c
30-01-08,48:32.7,-0.27,125.35,42.0,5.5,244,33,119,30,61,72,1.94e+24,24.0,,,,,,,0,c
09-02-08,37:53.4,-0.3,124.5,45.7,5.1,241,34,116,31,59,73,5.05e+23,23.0,,,,,,,0,c
09-02-08,34:01.7,-0.223,125.125,38.0,5.96,36,65,75,248,29,119,1.08,18.0,-0.27,0.59,0.78,0.31,-0.52,-0.5,0,c
17-02-08,38:21.5,1.632,126.485,37.3,4.99,341,61,26,237,67,148,3.8,16.0,-3.5,-0.02,1.83,-1.23,-2.1,1.67,0,c
13-03-08,16:45.2,1.94,126.65,29.1,5.2,22,38,129,156,61,64,7.91e+23,24.0,,,,,,,0,c
29-03-08,53:41.7,1.005,126.304,41.6,5.25,40,41,89,221,49,91,0.93,17.0,-0.52,-0.09,0.88,-0.09,-0.53,-0.36,0,c
16-04-08,11:33.4,0.848,126.173,15.0,5.69,165,67,27,63,66,154,4.22,17.0,-3.64,-0.48,2.09,0.89,-2.87,1.55,0,c
30-09-08,05:17.5,3.876,126.731,28.7,4.99,206,39,96,17,51,85,3.78,16.0,-2.99,0.85,4.01,-0.03,-0.94,-1.02,0,c
29-10-08,54:36.8,4.18,126.651,22.3,5.18,243,46,135,8,59,54,7.41,16.0,-4.17,3.12,5.26,-1.88,-4.3,-1.09,0,c
29-10-08,17:00.3,4.23,126.69,24.5,5.2,353,53,44,233,57,133,8.84e+23,24.0,,,,,,,0,c
19-12-08,06:14.0,1.26,126.8,29.0,5.5,275,58,-35,25,61,-143,,,,,,,,,0,c
11-02-09,17:29.0,0.15,124.55,10.0,5.6,258,50,139,18,59,48,,,,,,,,,0,c
11-02-09,14:26.7,3.647,126.669,25.0,5.91,21,66,123,142,40,39,0.9,18.0,-0.8,0.41,0.55,0.34,0.15,0.25,0,c
