date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster,corepoint
11-02-89,57:04.6,2.438,126.564,30.0,5.77,23,47,72,229,46,108,5.62,17.0,-3.59,0.66,5.0,-0.73,-3.32,-1.41,0,c
13-02-89,25:42.3,2.33,126.77,15.0,5.3,4,19,54,222,74,102,1.31e+24,23.0,,,,,,,0,c
16-02-89,42:50.1,3.21,126.95,36.9,5.4,16,39,66,226,55,108,1.83e+24,24.0,,,,,,,0,c
17-02-89,14:25.7,0.484,126.329,15.0,5.54,345,58,63,209,41,126,2.51,17.0,-2.65,0.81,1.83,-0.51,-0.34,0.82,0,c
18-02-89,49:43.9,2.411,126.873,42.2,5.47,161,82,84,17,10,125,1.95,17.0,-0.52,-1.76,0.6,0.64,-0.06,-0.08,0,c
08-03-89,34:27.7,-0.053,124.924,35.0,5.85,11,74,77,232,21,129,7.32,17.0,-2.73,6.06,4.12,0.48,-1.96,-1.39,0,c
08-03-89,44:34.3,1.166,126.181,34.9,6.03,222,46,101,26,45,79,1.38,18.0,-0.92,0.1,1.42,-0.2,-0.55,-0.49,0,c
12-03-89,59:09.3,2.46,126.72,24.3,5.2,232,47,134,358,58,54,6.97e+23,23.0,,,,,,,0,c
20-04-89,53:32.5,3.07,126.43,33.3,5.4,163,22,56,19,72,103,1.6999999999999998e+24,24.0,,,,,,,0,c
08-05-89,20:03.2,-0.04,126.09,33.0,5.4,355,17,85,181,73,92,1.62e+24,24.0,,,,,,,0,c
08-05-89,19:59.7,0.053,126.672,35.0,5.41,355,17,85,181,73,92,1.62,17.0,-1.01,-1.36,0.75,-0.02,0.03,0.26,0,c
21-05-89,23:47.9,2.81,126.49,15.0,5.4,323,27,69,166,65,100,1.6e+24,24.0,,,,,,,0,c
21-05-89,30:04.1,2.644,126.788,35.0,5.61,315,80,57,211,34,163,3.22,17.0,-2.15,1.45,0.91,-2.19,0.26,1.25,0,c
06-08-89,43:39.4,0.96,126.0,36.0,5.2,222,32,97,33,58,85,8.37e+23,23.0,,,,,,,0,c
12-08-89,40:11.5,1.0,126.54,39.4,6.0,334,72,4,243,86,162,1.41e+25,25.0,,,,,,,0,c
06-09-89,45:53.5,1.032,126.052,45.8,5.98,24,59,121,154,43,49,1.13,18.0,-1.03,0.29,0.86,0.52,0.04,0.17,0,c
18-10-89,41:25.6,2.099,126.562,49.0,5.57,206,59,110,351,37,61,2.77,17.0,-2.63,-0.88,2.21,-0.84,-0.52,0.42,0,c
07-03-90,16:12.0,3.635,126.806,15.7,5.12,195,51,177,287,88,39,6.11,16.0,-2.62,0.38,-0.04,-3.95,3.89,2.66,0,c
18-07-90,39:35.8,0.91,125.53,45.6,5.1,213,20,102,20,71,86,5.08e+23,23.0,,,,,,,0,c
18-07-90,38:03.5,0.93,126.92,15.0,5.3,157,68,-14,253,77,-158,1.23e+24,23.0,,,,,,,0,c
10-08-90,44:31.2,0.39,126.107,36.9,6.21,1,53,53,231,50,128,2.5,18.0,-1.97,0.49,1.91,-0.8,-1.28,0.06,0,c
25-08-90,47:59.2,0.579,126.042,40.0,6.34,355,49,63,212,47,117,3.96,18.0,-3.66,0.41,3.53,-1.25,-0.98,0.14,0,c
03-01-91,38:34.8,2.134,126.834,35.0,5.8,295,88,85,187,6,162,6.22,17.0,-1.9,2.31,1.31,-5.74,-0.57,0.59,0,c
24-01-91,01:24.4,2.56,126.58,39.9,5.3,32,36,92,210,54,89,1.26e+24,24.0,,,,,,,0,c
31-01-91,13:34.0,0.606,126.111,45.2,5.74,223,52,114,7,44,62,5.06,17.0,-4.49,-0.44,3.65,-0.71,-3.48,0.85,0,c
02-02-91,39:27.6,1.642,126.354,20.0,5.09,11,41,-87,187,49,-92,5.4,16.0,5.76,0.82,-4.73,0.01,1.06,-1.04,0,c
21-06-91,09:02.2,2.74,126.64,38.5,5.4,28,32,102,194,59,83,1.36e+26,24.0,,,,,,,0,c
18-11-91,33:55.5,3.599,126.678,15.0,5.3,7,25,133,141,72,72,11.1,16.0,-7.0,-6.23,5.76,5.75,3.27,1.24,0,c
18-11-91,06:44.7,3.517,126.456,25.4,5.38,350,14,106,154,76,86,1.49,17.0,-0.61,-1.17,0.69,0.61,0.19,-0.08,0,c
21-02-92,20:51.8,2.43,126.88,31.4,5.3,1,39,52,227,60,117,1.1999999999999999e+24,23.0,,,,,,,0,c
24-03-92,47:07.2,3.22,126.96,19.0,5.9,197,6,121,346,85,87,9.82e+24,24.0,,,,,,,0,c
11-08-92,01:33.5,-0.05,125.64,45.8,5.5,223,23,98,35,67,87,1.95e+24,24.0,,,,,,,0,c
04-12-92,38:44.0,1.104,125.991,42.7,5.4,43,30,136,173,70,68,1.58,17.0,-0.91,-1.08,1.03,0.5,-0.42,-0.11,0,c
24-12-92,03:28.4,2.614,126.641,40.0,5.68,205,80,81,67,13,131,4.05,17.0,-0.67,-3.44,1.37,-1.49,-0.94,-0.69,0,c
16-03-93,03:07.5,1.01,125.7,15.5,5.3,343,13,-126,200,80,-82,1.05e+24,23.0,,,,,,,0,c
11-04-93,08:13.9,1.69,126.43,43.8,5.2,180,28,76,15,63,97,9.34e+23,23.0,,,,,,,0,c
20-05-93,08:14.6,0.098,124.891,45.0,5.67,28,61,82,224,30,103,3.91,17.0,-2.19,1.89,3.29,0.72,-1.66,-1.1,0,c
20-05-93,08:18.3,-0.13,125.29,49.2,5.7,224,30,103,28,61,82,3.91e+24,24.0,,,,,,,0,c
07-07-93,38:21.5,2.83,126.87,47.4,4.9,51,44,82,242,47,97,2.75e+23,23.0,,,,,,,0,c
09-12-93,38:37.9,0.63,125.71,16.6,6.7,35,11,122,183,81,84,1.52e+26,26.0,,,,,,,0,c
09-12-93,38:29.7,0.62,125.785,17.2,6.73,183,81,84,35,11,122,1.52,19.0,-0.49,-1.43,0.44,-0.06,-0.18,0.05,0,c
09-12-93,32:21.5,0.591,125.898,20.0,6.91,173,80,79,41,15,137,2.86,19.0,-1.08,-2.61,0.93,0.38,-0.39,0.15,0,c
12-12-93,26:29.5,0.358,125.81,25.0,5.88,181,64,103,333,29,65,8.14,17.0,-6.82,-4.75,5.9,-0.58,1.73,0.93,0,c
12-12-93,03:21.5,0.359,125.88,25.0,5.89,209,57,102,7,35,72,8.48,17.0,-7.03,-2.42,7.71,-2.54,-2.21,-0.67,0,c
13-12-93,27:55.5,1.19,125.87,15.0,5.4,334,44,-85,147,47,-95,1.64e+24,24.0,,,,,,,0,c
13-12-93,27:50.5,0.513,126.176,46.7,5.41,334,44,-85,147,47,-95,1.64,17.0,1.27,0.04,-1.47,-0.11,-0.91,0.2,0,c
20-02-94,54:37.4,1.996,126.454,28.7,5.98,206,78,-83,356,13,-119,11.29,17.0,5.09,9.29,-3.61,4.38,1.95,-1.48,0,c
20-02-94,54:41.8,2.23,125.92,15.0,6.0,356,13,-119,206,78,-83,1.13e+25,24.0,,,,,,,0,c
08-09-94,50:42.4,0.592,126.072,35.0,5.63,213,69,132,325,46,30,3.41,17.0,-3.27,-1.23,1.71,-1.47,0.0,1.56,0,c
25-10-94,37:47.0,1.7,126.1,38.0,5.2,34,36,74,234,55,102,,,,,,,,,0,c
25-10-94,37:53.1,2.44,126.32,44.5,5.5,34,36,74,234,55,102,1.89e+24,24.0,,,,,,,0,c
26-11-94,21:00.5,-0.4,124.1,35.0,5.5,180,38,12,80,82,127,,,,,,,,,0,c
14-01-95,10:56.4,2.26,126.74,39.0,5.1,66,46,115,212,50,67,5.82e+23,23.0,,,,,,,0,c
14-01-95,10:49.2,1.64,126.505,40.8,5.11,66,46,115,212,50,67,5.82,16.0,-1.92,-1.12,4.8,0.42,-4.03,-2.88,0,c
20-01-95,49:08.0,1.38,126.17,49.3,5.9,330,57,31,222,65,143,7.95e+24,24.0,,,,,,,0,c
21-01-95,30:24.5,2.557,126.841,46.3,6.21,153,63,83,349,28,104,2.51,18.0,-1.8,-1.22,2.08,0.8,0.59,-0.27,0,c
17-06-95,01:59.5,3.17,126.98,38.3,5.3,207,17,136,340,79,78,1.02e+24,23.0,,,,,,,0,c
29-07-95,01:26.6,4.254,126.722,43.9,5.69,26,54,96,196,37,82,4.23,17.0,-3.53,1.02,3.98,0.76,-1.41,-0.45,0,c
29-07-95,01:29.1,4.22,126.85,43.3,5.7,196,37,82,26,54,96,4.23e+24,24.0,,,,,,,0,c
29-10-95,29:50.1,0.906,126.191,28.4,5.15,151,41,54,15,58,117,6.66,16.0,-6.15,2.03,5.43,2.4,0.77,0.73,0,c
30-10-95,33:09.2,0.5,126.0,43.0,5.4,218,48,114,4,48,66,,,,,,,,,0,c
13-11-95,17:53.8,3.598,126.706,40.3,6.23,14,48,116,157,48,64,2.76,18.0,-2.62,0.1,2.54,0.97,0.21,0.08,0,c
16-11-95,58:51.9,3.46,126.807,21.6,5.13,18,26,139,146,74,70,6.28,16.0,-3.77,-3.41,3.77,3.96,-0.18,0.0,0,c
16-11-95,24:41.0,3.563,126.862,23.3,5.63,349,59,82,184,32,103,3.43,17.0,-3.1,1.5,2.95,-0.54,0.23,0.16,0,c
04-01-96,54:20.9,0.08,125.0,40.1,5.0,202,28,78,35,62,96,4.65e+23,23.0,,,,,,,0,c
12-03-96,06:06.8,3.021,126.501,45.6,5.88,17,69,92,191,21,84,8.01,17.0,-5.39,5.59,5.04,1.83,-1.59,0.35,0,c
02-04-96,50:37.2,3.04,126.201,32.8,5.89,206,74,101,351,20,56,8.29,17.0,-4.7,-5.95,4.49,-3.45,-0.63,0.22,0,c
04-04-96,11:19.9,3.077,126.236,30.5,5.58,221,65,95,30,26,80,2.92,17.0,-1.49,-1.34,2.22,-1.29,-1.1,-0.72,0,c
04-04-96,11:30.3,3.6,126.35,37.6,5.6,30,26,80,221,65,95,2.92e+24,24.0,,,,,,,0,c
07-05-96,44:35.3,1.9,126.5,33.0,5.5,200,36,109,357,56,77,,,,,,,,,0,c
07-05-96,44:37.8,1.579,126.551,32.6,6.02,357,56,77,200,36,109,1.31,18.0,-1.14,0.49,1.23,-0.22,-0.18,-0.09,0,c
12-08-96,00:29.9,-0.108,125.078,47.4,6.0,31,65,79,235,27,112,12.36,17.0,-5.01,7.28,9.43,3.12,-4.83,-4.41,0,c
13-08-96,38:20.2,-0.184,124.995,41.6,5.67,270,56,-129,145,50,-47,3.9,17.0,0.9,2.69,-3.05,1.71,-1.11,2.14,0,c
13-08-96,38:14.8,0.3,125.1,28.0,6.4,145,50,-47,270,56,-129,,,,,,,,,0,c
29-09-96,00:45.9,0.902,126.461,33.0,5.32,59,32,111,215,61,77,1.2,17.0,-0.47,-0.59,1.06,-0.21,-0.45,-0.58,0,c
18-10-96,19:19.8,0.379,126.312,40.0,5.74,24,49,88,207,41,92,4.98,17.0,-4.13,0.61,4.7,0.17,-2.19,-0.56,0,c
11-12-96,22:03.4,-0.2,125.3,31.0,5.6,235,18,123,20,75,80,,,,,,,,,0,c
21-12-96,14:29.0,4.17,126.9,40.9,5.1,213,40,106,13,52,77,6.29e+23,23.0,,,,,,,0,c
21-12-96,14:23.6,3.976,126.352,40.9,5.13,213,40,106,13,52,77,6.29,16.0,-5.7,1.53,5.22,-0.1,-3.02,0.48,0,c
02-01-97,31:15.7,0.4,126.3,35.0,4.6,187,34,41,61,69,117,,,,,,,,,0,c
02-01-97,31:19.1,0.54,126.53,29.8,5.3,187,34,41,61,69,117,1.19e+24,23.0,,,,,,,0,c
18-01-97,04:10.6,4.02,126.364,29.8,5.31,278,18,-128,138,76,-79,11.56,16.0,1.5,8.43,-6.84,-5.63,-0.5,5.34,0,c
14-02-97,04:23.9,-0.02,125.31,37.3,5.3,208,19,80,29,72,93,1.21e+24,23.0,,,,,,,0,c
07-04-97,14:17.8,0.398,125.411,50.0,5.75,29,73,82,234,19,114,5.2,17.0,-1.69,3.8,2.88,1.86,-1.71,-1.19,0,c
17-09-97,50:34.0,2.5,126.5,33.0,4.9,23,35,89,205,55,91,,,,,,,,,0,c
17-09-97,50:37.8,2.195,126.529,41.5,6.02,205,55,91,23,35,89,1.32,18.0,-1.03,-0.4,1.26,-0.2,-0.44,-0.22,0,c
12-10-97,09:28.5,2.4,126.2,33.0,5.1,294,62,169,29,81,28,,,,,,,,,0,c
29-11-97,41:58.6,2.8,126.5,33.0,5.6,32,26,122,178,68,76,,,,,,,,,0,c
01-12-97,48:29.1,2.42,126.56,47.9,5.4,81,18,44,308,77,103,1.3999999999999998e+24,24.0,,,,,,,0,c
03-03-98,25:48.4,3.9,126.97,27.7,5.1,251,69,166,346,77,22,6.31e+23,23.0,,,,,,,0,c
27-06-98,07:03.6,1.67,126.13,34.8,5.3,244,21,105,47,70,84,1.07e+24,23.0,,,,,,,0,c
02-08-98,58:20.9,1.69,126.45,37.3,5.2,215,19,100,25,72,87,9.29e+23,23.0,,,,,,,0,c
28-08-98,40:58.1,-0.086,125.019,50.0,6.11,34,63,78,240,29,113,1.78,18.0,-0.64,0.95,1.39,0.46,-0.78,-0.75,0,c
28-09-98,43:25.1,3.94,126.3,15.0,5.1,307,37,73,148,54,103,6.5e+23,23.0,,,,,,,0,c
28-09-98,23:23.0,3.819,126.332,17.5,6.12,313,30,74,152,61,99,1.89,18.0,-1.0,-0.94,1.49,0.38,0.9,-0.49,0,c
28-10-98,25:05.4,0.902,125.848,35.0,6.49,148,84,13,57,77,174,6.75,18.0,-6.29,-0.91,0.71,1.24,-2.77,5.58,0,c
29-10-98,08:16.0,0.4,125.8,10.0,5.0,48,69,-165,313,76,-21,,,,,,,,,0,c
29-10-98,25:38.8,0.797,126.113,41.8,5.01,327,54,16,228,77,143,4.07,16.0,-3.8,-1.16,1.22,-1.77,-0.96,2.58,0,c
19-11-98,50:38.5,2.51,126.51,33.6,5.5,59,25,90,239,65,90,2.24e+24,24.0,,,,,,,0,c
19-11-98,50:34.1,1.696,126.472,43.4,5.51,239,65,90,59,25,90,2.24,17.0,-0.68,-0.73,1.92,-1.21,-0.53,-1.23,0,c
06-12-98,47:15.2,1.331,126.174,35.3,6.55,201,37,77,37,54,100,8.54,18.0,-6.22,1.57,8.07,2.26,-3.43,-1.85,0,c
16-12-98,52:17.4,3.0,126.6,0.0,5.1,78,28,168,179,84,63,,,,,,,,,0,c
16-12-98,16:59.3,0.4,125.9,0.0,5.1,183,65,22,84,70,154,,,,,,,,,0,c
16-12-98,53:07.4,1.58,126.72,25.1,5.2,78,28,168,179,84,63,8.11e+23,23.0,,,,,,,0,c
16-12-98,14:58.6,1.184,126.153,30.0,5.56,126,87,88,345,3,129,2.73,17.0,-0.27,-1.6,0.34,2.19,-0.01,-0.07,0,c
16-12-98,45:07.5,1.241,126.106,39.2,6.13,165,66,47,51,48,147,1.92,18.0,-1.3,-0.81,1.0,1.16,-0.71,0.31,0,c
18-12-98,49:39.8,1.221,126.081,21.7,5.17,190,37,67,39,56,107,7.28,16.0,-5.46,1.25,6.8,2.87,-2.2,-1.34,0,c
25-01-99,45:59.7,4.4,126.91,44.0,5.3,185,29,67,32,63,102,1.12e+24,23.0,,,,,,,0,c
25-01-99,45:37.8,2.94,126.68,47.2,5.4,31,27,89,212,63,90,1.66e+24,24.0,,,,,,,0,c
18-03-99,21:09.5,3.33,126.84,48.4,5.4,177,28,74,15,64,98,1.48e+24,24.0,,,,,,,0,c
