date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster,corepoint
03-02-90,43:38.7,-2.946,126.311,25.0,5.12,61,62,29,316,64,148,6.13,16.0,3.46,3.09,2.38,0.26,1.46,-5.84,9,c
01-03-99,51:02.7,-2.79,126.5,15.0,5.7,149,41,142,270,66,56,4e+24,24.0,,,,,,,9,c
13-06-05,02:32.0,-2.8,126.5,18.7,5.6,27,38,93,204,52,88,,,,,,,,,9,c
