#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.87 3.787 20.0 5.00524 0.224917 -5.23016 1.40949 4.30783 -0.0267774 25.0 X Y 0 R
125.12 -0.073 35.0 5.26166 0.322797 -5.58446 4.62149 5.61826 -1.6441 24.0 X Y 1 R
126.014 0.533 43.7 1.00171 -0.417064 -0.584642 -0.0281726 -0.712914 -0.655456 25.0 X Y 2 R-SS
126.72 3.07 20.1 1.1036 -0.996053 -0.107543 -1.36633 -1.33609 -0.499083 24.0 X Y 3 R
126.86 3.72 44.9 0.983279 0.149422 -1.1327 0.392523 0.978363 0.514325 24.0 X Y 4 R-SS
120.486 -1.909 35.0 0.0596545 1.67428 -1.73394 0.339797 0.285448 0.726069 25.0 X Y 5 SS
126.279 1.396 44.4 2.86421 -0.37705 -2.48716 -0.267147 -1.37912 -0.996838 25.0 X Y 6 R
126.63 2.19 34.7 0.818415 -0.862555 0.0441401 -2.03853 -0.380565 0.0596669 24.0 X Y 7 R
120.653 -0.808 35.0 -3.56715 -2.85986 6.42701 3.80046 -0.127369 -2.62985 24.0 X Y 8 N-SS
124.08 -0.31 46.1 -0.0334173 -0.346193 0.379611 -0.15648 -0.174647 -1.52459 24.0 X Y 9 SS
126.455 1.687 50.0 2.68204 -2.10428 -0.57776 0.0103015 -1.68802 -1.86429 24.0 X Y 10 R-SS
126.7 3.76 39.5 -0.692296 0.0184116 0.673885 -1.18205 0.602809 -0.533283 24.0 X Y 11 N
125.289 -0.065 41.8 1.24711 -0.34498 -0.902133 0.699909 1.71228 -0.588247 24.0 X Y 12 R
126.514 4.013 35.0 -1.64819 0.00271646 1.64548 0.468373 1.90857 0.181268 24.0 X Y 13 N
120.308 1.125 36.9 -0.556696 0.0962194 0.460476 -2.25241 0.12678 2.63584 24.0 X Y 14 SS-N
124.88 -0.08 45.1 1.14008 -0.159987 -0.98009 0.412427 1.02079 -0.395982 24.0 X Y 15 R
126.009 0.547 43.9 1.58625 -0.0742858 -1.51197 -0.729834 -0.612403 -0.564984 25.0 X Y 16 R
126.735 3.866 15.0 1.74941 -0.00830709 -1.7411 0.0494078 -1.27018 0.124878 24.0 X Y 17 R
