% ini datanya
%  stike   dip   rake
   14   32   99
   220   32   92
   236   34   113
   278   29   113
   351   32   73
   147   32   112
   228   35   109
   234   35   117
   239   33   108
   257   49   148
   202   28   78
   244   32   58
   90   60   28
   276   51   161
   27   41   129
   255   33   123
   233   29   104
   248   36   125
   256   39   138
   255   26   86
   241   34   116
   267   28   90
   240   39   110
   252   45   121
   237   40   107
   227   29   87
   248   33   117
   264   37   141
   247   33   107
   230   29   87
   208   19   80
   249   35   116
   227   36   90
   250   33   122
   237   35   116
   248   43   136
   195   13   14
   202   23   90
   246   27   117
   244   32   58
   267   28   90
   250   33   123
   247   32   116
   241   32   107
   240   35   116
   24   73   85
   223   23   98
   244   33   119
   242   29   113
   33   64   68
   10   61   39
   19   73   68
   229   28   106
   235   18   123
   258   50   139
   247   32   119
   34   60   83
   31   64   82
   33   61   77
   33   63   71
   28   61   82
   270   56   -129
   224   30   103
   238   34   82
   81   63   110
   96   54   20
   246   30   119
   223   33   56
   236   29   108
   16   81   68
   11   74   77
   28   66   66
   34   72   104
   36   65   75
   31   65   79
   17   62   72
   232   33   121
   213   26   54
   34   63   78
   86   80   101
   21   71   75
   32   65   72
   22   72   56
   240   24   126
   24   71   65
   145   50   -47
