% ini datanya
%  stike   dip   rake
   283.0   80.0   -13.0
   270.0   24.0   -10.0
   343.0   24.0   69.0
   174.0   74.0   98.0
   201.0   87.0   119.0
   21.0   42.0   90.0
   12.0   87.0   -119.0
   172.0   79.0   96.0
   16.0   15.0   119.0
   322.0   20.0   66.0
   350.0   27.0   86.0
   19.0   75.0   -138.0
   13.0   80.0   -129.0
   261.0   68.0   -17.0
   282.0   53.0   -16.0
   16.0   57.0   -152.0
   24.0   84.0   -124.0
   259.0   42.0   -15.0
   34.0   88.0   -108.0
   270.0   19.0   -3.0
   264.0   67.0   -42.0
   31.0   47.0   -159.0
   299.0   65.0   13.0
   300.0   25.0   65.0
   298.0   10.0   25.0
   326.0   17.0   70.0
