-889.560415802	33	5
-467.010295683	46.7	4.8
-522.593543665	33	4.7
-815.726888067	35	5.83
-289.106309312	33	4.2
-788.372849069	30.7	4.9
53.3856318097	25.2	4.7
23.8132207381	15	5.14
-355.798046578	30	6.1
-300.174851937	35	4.1
-745.001971084	33	5.2
-812.167932573	30	6.35
-1012.9880136	10	4.4
-1019.66229008	10	5.2
-820.61947057	25	5.4
-817.172431555	35	5.68
-809.05457898	35	6.29
-807.27397012	31.4	6.3
-815.059565141	21	5.8
-884.000938318	10	5
-798.380464511	35	5
-795.044583687	36	5.8
-793.487887912	36	5.77
-799.492360176	35	5.1
-803.940136157	36	6.1
-813.947363118	35	5.7
-1384.37843046	10	5.7
-1379.37514881	17.8	5.32
-1386.60501165	10	5.3
-1365.49155589	10	5.3
-1382.15689716	16	5.1
-1387.72130615	10	5.1
-1378.81931341	10	6.1
-1386.71454396	15	5.94
45.6391904551	2	4.7
-938.717770037	20	6.48
-959.071675935	20	5.96
-960.737603295	36	5.3
-947.392897195	33	5.2
-949.83920192	25	5.55
-953.065074358	30.9	5.34
-945.724836168	15	5.6
-1016.33839107	15	5.4
-928.708975049	30.4	5.49
-781.698056081	50	5.2
-1125.29791397	49.8	5.7
-936.273330748	30	5.1
-122.304882884	43.9	5.4
-978.528510464	33	5
-789.482430212	45.6	4
-778.361214465	21	4
-892.896469312	33	4.3
-733.881484545	32.4	5.1
-879.553663806	22.7	5.2
-921.813725017	23.8	4.4
-161.232815194	35	4.8
-936.262600907	33	4.2
-887.340055902	30	4
-823.954954066	30	4.6
-803.940122896	42	5.5
-800.601884524	45.7	5.1
-809.16637198	38	5.96
34.3945922466	15	6.08
41.9506336591	23.1	5.94
41.7276098499	15	5.4
26.7398565249	17.2	4.9
46.4027703232	17.3	5.04
53.8492865389	16.8	5.09
42.4028983409	15	5.6
34.5099854749	16.6	4.9
-839.522643175	49	5.1
-850.643220981	10	5.6
-805.052140634	15	5.3
-1351.07006598	27.3	5.2
-1130.87976122	30	5.6
-17.7256815488	10	5.6
-13.2540902388	20.3	4.9
-817.282747671	15	5.3
-819.729845725	30	6.12
-815.059720614	15	5.4
-789.484862927	44.3	5.1
-806.16412301	10	5.4
-801.716320321	37.4	5
-289.060679341	35	5.2
-799.491058119	30	5.2
-724.987251702	10	5.6
-736.109312834	36.2	5.1
-23.3239805296	10	6.1
-811.723851983	10	5.8
-1005.20561608	30	5
-802.828263406	50	4.7
-824.066420305	50	5.65
-818.395422255	10	5.1
-835.074903356	10	5.1
-945.158688518	10	5.3
-1359.02729143	15	5.35
-818.395529189	45	5.3
-289.092567306	10	4.4
-599.230062763	15	5.13
-1378.82132017	10	5.4
-130.019558532	10	4.8
-873.548517202	45	5.72
-808.387523029	10	5
-1001.87855349	10	5.1
-984.089412057	13	5.1
-1346.57459815	22.3	4.9
-815.059682322	16	5.5
-1339.90517228	10	5.2
-815.059682322	10	5.2
-1359.58190337	15	5.26
-926.262901655	31.4	4.9
-256.829098272	19	5.4
-810.610773337	39.7	5
-816.393956943	34.8	5.54
-800.604372189	32	5.2
-811.50141539	29.2	6.27
-810.611891168	30	5.89
-808.72158118	35	5.45
-799.492348101	33.8	5.1
-787.260956604	31.3	5.3
-799.492371201	37.5	5.3
-893.125666802	33.1	5.52
-802.825678363	41.5	4.9
49.7430783601	18.2	5.21
-1353.24662511	15.1	5.2
-1360.13805199	13.4	5.56
-505.935491562	19.1	4.9
-838.410713842	32.2	5
-795.042117144	42.1	4.9
-824.956017402	46.8	5.66
-800.604366093	39	5.4
-797.268522662	35.1	5.4
-910.694768672	34.2	5.4
-1352.02365484	26.1	5.23
-5.84992551706	17.7	4.97
-856.204122715	29.6	4.9
-1219.69967382	31	5.07
-885.228486205	30	5.47
-747.223901574	19.8	5.3
-810.60959527	27.8	5.1
-821.730870532	25	5.3
-1373.25941508	32.3	5
-1025.24092605	32.4	5.1
-792.820714944	35.6	4.8
-1358.8043309	21.2	5.4
-201.260593293	12	5.5
-791.708767489	32.5	5.4
-787.260762422	36.5	5
41.1895530924	15.6	5.5
-1264.28827024	24.4	4.9
-889.561079665	32	5
-793.929241414	39.8	5.4
-795.040732303	37.4	5.2
-805.05031581	40.6	5.2
-805.04949713	41.2	4.8
-795.044488255	41.4	4.9
-937.385936236	32.1	5.3
-935.162321127	31.5	4.9
0.0211094161899	17.8	5.5
-803.940218465	36.3	5.6
-928.489579454	30.6	5.7
-795.042117144	37.8	5
-956.286573802	32.8	5.3
-795.044600284	35.9	4.9
