-891.006667081	35	7.26
-1353.07393341	15	7.61
-1372.2674035	35	6.5
-1230.74285192	35	7.49
-957.849288121	15	6.72
-969.96508401	15	6.9
-899.018903139	15	6.63
-1366.407109	35	5.96
-1191.80611383	15	5.62
-673.386650292	35	6.08
-947.271062308	35	6.26
-919.249525864	35	5.96
-955.057370882	35	6
-920.472649855	35	5.86
-1058.48745819	25	5.84
-1065.37631667	35	5.54
-1048.25720571	35	6.41
-856.869244016	35	5.58
-952.056143704	35	5.89
-1016.67246707	35	6.02
-628.695199764	15	5.63
-1131.4101245	15	6.07
-636.588199638	35	5.64
29.5123711973	10	6.88
-1254.17864805	15	5.74
-922.039546535	35	5.5
-876.887238474	15	7.7
-1006.00078051	35	6.16
-838.633082015	35	5.58
-599.090119132	25	6.2
-907.465975466	25	6.03
-885.001577627	35	5.84
-776.473906909	25	6.02
-821.620063018	25	5.96
-962.185869647	15	7.08
-1230.82239287	15	6.35
-1275.8520481	35	5.84
-949.175110923	15	6.96
-813.947214161	35	6.19
-973.527673869	15	5.89
-879.110418017	30	6.13
-832.406131516	35	5.94
-874.887278759	35	5.86
-897.907723941	35	5.96
-543.941249205	20	8.2
-544.82732743	11.9	5.62
-537.928362497	15	5.55
-1165.66459641	20	6.2
-1317.88575494	35	5.67
-818.616287863	45	5.52
-926.931127764	35	5.96
-814.392416399	18	5.52
-113.843905284	15	5.6
-951.614661796	10	5.67
-951.170131604	17.5	5.52
-807.608794593	35	5.71
-821.842571315	28.4	5.62
-888.677396695	35	5.51
-1244.72153253	15	5.76
-904.802587667	15	5.65
-952.066343996	30	5.59
-947.172954668	10	5.48
-820.397024279	35	5.62
-834.296479184	38.4	5.54
-873.770851224	43.2	5.46
-933.270214921	15	5.78
-1144.1998477	35	5.93
-952.844771352	25	5.5
-896.460181676	15	5.62
-958.512886286	17.1	6.31
-852.977559085	35	5.5
-789.705776483	30	6.3
-1301.55238941	35	5.53
-1296.76244153	40	5.74
-823.621578456	50	5.62
-1314.21987027	25	5.53
-956.292467794	15	5.55
-889.899263978	35	5.77
-825.845643108	35	5.91
-893.235833846	43.7	6.01
-857.314127575	15	5.47
-591.89087089	35	5.86
-828.180746561	35	5.62
46.7377323202	32.3	7
-814.726111648	49	5.65
-1352.60520808	35	6.22
-826.735202716	41.8	5.5
-825.067146915	45.1	5.4
-251.626622453	10.3	5.55
-894.792646478	43.9	6.12
-908.247701757	36.2	6.26
-923.59552772	30	5.61
-912.58420716	38.2	6.52
-950.39667889	35	5.64
-144.411534306	40.3	6.41
-617.457076309	18.2	5.33
-560.423057794	36	5.3
-1080.83378871	40.4	5.5
-1384.37880583	29.8	5.6
-301.95694392	39.5	6.15
-874.88287538	35	5.76
-578.206736934	13.6	5.5
-902.797069742	20	5.8
-1368.60737335	30	5.46
-1323.88841993	45.8	5.68
-1284.75836158	31.7	5.58
-838.411052925	20.4	5.8
-814.281339127	43	6.06
-807.274709955	18.6	6.1
-806.942169534	40	6.26
-818.395036237	15	6.3
-837.521135867	41	5.62
-1248.05653277	19.9	5.25
-1237.60720704	34.4	5.2
-816.727499187	24.6	5.62
-839.522791792	49.3	5.6
-607.903005129	30	5.92
-1001.86742085	29.6	5.1
-801.493887144	49.5	5.56
-4.96149009822	29	5.56
-1068.59773505	15	5.4
-1129.77816965	18.6	5.2
-828.069483683	35	5.85
-829.514551082	33	5.4
40.0360158177	36.4	6.6
-940.720544071	36	5.2
-948.728869174	45.8	5.98
-571.51506131	34.6	5.1
-596.672596759	22.1	5.12
-935.152065191	45.6	5.1
-898.351777111	40	6.34
28.9381845476	44.3	5.6
-797.154658583	48.7	5.5
-828.402973271	45.8	5.5
-956.733923784	42.7	5.4
-767.240879507	45	4.6
-800.603916953	31	4.4
-601.676421961	25.6	5.56
-946.274167893	15.5	5.3
-845.082547437	47	4.6
-844.860163382	45	5.67
-819.507515224	49.2	5.7
-900.686424466	43	4.2
-500.352881942	32	4.3
-277.987629938	30	4
-899.684041991	20	6.91
-789.484259342	41	4.3
-902.907415381	17.2	6.73
-967.397764878	36	6.3
-904.018547606	16.6	6.7
-1045.23477476	44	4.5
-873.884724964	25	5.89
-873.772974541	25	5.88
-966.294046624	15	5.4
-845.083004733	45	5.4
-266.860392036	32	4.6
-1081.94741577	15	6
-789.484259342	42	4.2
-644.917201191	32	4.7
23.3641712738	33	5.3
23.3514253355	33	5.5
-899.797984461	35	5.63
-211.224418994	33	4.1
-822.843232191	35	4.5
-733.881856433	30	4.4
-444.742362561	33	4.5
-767.239355162	41	5.2
-756.125286559	36	4.6
-733.881856433	34	4.8
-745.006848234	32	4.1
-867.324657319	40	4.3
-211.194257719	30	5
-177.887278038	40	4.4
-767.240879507	46	4.9
-489.245128496	25	4.7
-612.682096199	33	5.3
-589.33228656	30	4.8
-867.324657319	42	4.6
-889.565835479	43	5.4
-842.858548168	40.1	5
-856.202035697	21	4.1
-610.898243813	35.2	5.44
-1200.95173577	33	5.2
-889.560415802	33	4.8
-956.286573802	33	4.2
-122.275858712	21	4.8
-821.953796977	47.4	6
-867.321456214	28	6.4
-813.502869292	41.6	5.67
-878.441181572	21	4.9
-1145.33223596	47	5.9
-12.226504756	33	4.7
-811.723845547	31	5.6
-831.738984676	37.3	5.3
-878.218820587	50	5.75
-689.398537062	37	4.1
-708.300235167	35.3	5.1
-433.645499931	31	4.8
-756.125879269	15	4.1
-701.63376413	34.5	5.5
-478.138182668	50	4.6
-945.159465735	33	5
-584.881061736	31.5	5.3
-1022.99562915	33	5.7
-211.262117182	16	4.4
-822.843113636	33	5.3
-911.807013375	27	5
-789.484801282	35	4.5
-811.7230326	19	4
-745.000209782	12	4
-783.923897061	43	4.2
-511.495277857	8	5
-767.243318338	10	5
-822.843232191	3	4.7
-733.885971433	43	4.5
-1373.29895072	36.8	5.3
-824.400067628	50	6.11
-889.564565163	50	4.3
-756.125879269	27	4.8
-789.484598056	45	4.2
-822.843232191	19	4.5
-444.751233112	14	4.7
0	40	5.2
12.3171080465	42.7	5.4
-934.267240536	35	6.49
-889.564565163	15	4.5
-878.443349417	10	5
-620.018858393	25	7.71
-611.564324485	30	4.2
-878.444230154	0	5.1
-969.748095095	21.7	5.17
-867.322675622	0	4.6
-622.691004864	13	5
-255.726722788	45	4.5
-1378.85911228	21	6
-833.962889814	15	4.3
-444.77074714	50	5.1
-945.157941789	20	5
-733.879875036	33	4.2
-611.556201057	26	5.3
-756.124456753	33	4.6
44.5427561328	29	4.6
-868.433710833	41.3	5.1
-567.061876663	33	4.4
-904.244961642	40	5.97
-867.324657319	35	4.8
-789.484801282	33	4.9
-344.697980738	31	4.5
-433.660094611	33	4.1
-396.960755473	31	5
-1349.92671692	28	5.2
-368.054914947	33	4.3
-772.805118503	33	4.5
-709.415402553	21	4.4
-696.076960817	33	5.2
-353.561421487	33	4.3
-668.263605522	33	4.1
-269.066135461	33	4.8
-691.630863299	33	4.2
-945.16721469	21	4.5
-956.280427047	33	4.7
-651.583879157	33	4.3
-793.932655861	33	4.4
-680.508557144	33	4.8
-782.811139604	33	4.9
-702.750139188	33	4.6
-171.240339957	33	4.7
-947.381886007	21	4.9
-279.099277756	36	4.5
-113.381074023	33	4.6
-769.462828508	33	4.5
-926.259190743	33	4.7
-1100.84329617	33	4.1
-947.384207276	21	4.8
-274.609052728	33	4.8
-1226.49633196	33	4.5
38.4974145913	30.5	5.3
-28.9105194086	28.1	5.3
-703.861348941	33	5.4
-886.224571406	33	4.8
-346.920020249	33	4.4
-1076.36847197	33	4.6
-113.370104713	33	4.9
-658.25446225	33	4.7
-498.141069454	33	4.5
-789.482348236	33	4.5
-901.794773366	30	5.1
-968.746330153	42.7	5.22
-931.598388686	15	5.22
-988.524473284	15	5.2
-433.655229816	33	5
-789.484801282	33	4.9
-930.931883857	25	5.95
-404.700653338	15	5.4
-450.338818052	33	4.8
-857.315851416	33	4.7
-603.762004678	21	5.4
-290.21878896	33	5.9
-691.632911225	32	4.8
-956.27776175	33	5.4
-517.036631187	33	4.3
-929.595877343	33	5.1
-865.099962781	31.8	5.1
-933.825417547	31.8	5.14
-355.785501003	33	4.4
-1218.8154488	35	5.42
-1246.49956526	48	5.4
-362.485537914	33	4.2
-650.470873568	33	4.3
-940.499526045	41.4	5.33
-915.135772236	14	5.9
-453.640653842	29	5.9
-907.35350297	37	5.1
-900.680003302	42	5.8
-909.578404094	23	5.3
34.4736862087	15	5.28
-829.514938085	45	5.4
-520.375099803	30	5.8
12.9224156174	30.3	5.19
-654.937152835	26.2	5.4
-979.634875361	42	5
-815.058795521	31	5.8
-863.986322526	31	4.9
-785.037006588	26	4.8
-662.72175638	24	4.9
-897.350094273	50	6.2
-1100.86174674	30	5.5
-898.463627015	7	4.9
-968.525131642	20	5.5
-440.297862306	35	4.9
-805.049427988	29	5
-919.586742657	44	4.7
-562.643248307	43	5.1
-603.343855043	15	5.58
-821.064025864	25	5.56
-896.237312469	35.4	5.1
-90.0578872653	33	5.3
-7.73107991237	33	5.1
-332.414294044	40.3	4
-703.86403717	7.3	4.7
-924.035031258	33	5
-796.15650247	41	5.1
-53.3668451329	33	4.8
-654.938853409	43	4.2
41.1430115735	17	7.5
55.6028753627	33	6
51.1531308285	16.3	5.1
54.5102732951	23.6	5
52.2642860414	13	5.2
46.2669346504	10	5.38
-522.595489786	20	5.3
51.1516402983	17.6	5.3
-797.268466775	30.2	5.1
43.588549589	17.5	5.11
-100.057819821	33	5
-845.082547437	33	5.5
-1034.12159979	33	4.5
-976.412662945	35	5.47
-937.159228813	31.8	5.24
-767.245452193	33	4.9
54.8384556615	29.6	5.78
47.9561329958	26.1	5.36
