tau11,tau12,tau13,tau22,tau23,tau33,azimuth sigma 1,plunge sigma 1,azimuth sigma 2,plunge sigma 2,azimuth sigma 3,plunge sigma 3,shape ratio,friction,SHmax,principal strike 1,principal dip 1,principal rake 1,principal strike 2,principal dip 2,principal rake 2
0.4064364572734423,-0.7988807764164437,0.32384489114651144,-0.44104174764289483,-0.1012825534189265,0.034605290369451876,238.0482405289353,5.068642708523953,133.65187673724185,70.36658801192038,329.7899949486469,18.91574783885997,0.44456078795097737,0.7999999999999999,238.97109606242532,86.27149585923432,75.29097429058771,13.150848329640278,32.59843798946272,70.70366403765135,176.3064720142864
