,cluster,best seed,mean stdev
0,0.0,35.0,3.197841301037043
1,1.0,50.0,8.702844444278877
2,2.0,21.0,11.881424405891693
3,3.0,25.0,6.708835205477638
4,4.0,34.0,9.802179917589738
5,5.0,40.0,10.533885289402107
6,6.0,18.0,9.468924785592094
7,7.0,30.0,11.505392386555345
8,8.0,36.0,19.42758347642171
9,9.0,30.0,7.974244520951054
