% ini datanya
%  stike   dip   rake
   223   67   -178
   211   42   98
   193   28   68
   13   82   4
   108   54   -150
   197   42   78
   147   72   172
   187   34   41
   353   48   50
   165   72   161
   165   20   66
   233   56   141
   100   37   -165
   147   39   143
   24   35   17
   116   68   -21
   39   70   173
   87   42   -82
   67   41   -36
   126   74   -5
   142   57   175
   166   56   147
   87   8   -169
   269   28   139
   14   32   99
   97   52   5
   273   35   -109
   90   44   -91
   16   73   180
   73   65   -179
   250   62   -161
   346   76   11
   346   51   53
   166   53   -8
   350   56   20
   216   49   46
   34   42   91
   52   70   165
   47   49   123
   63   67   -159
   275   38   -97
   31   33   98
   186   44   -76
   120   37   -80
   60   34   95
   220   32   92
   159   44   -97
   236   34   113
   141   46   -172
   11   53   2
   51   44   82
   23   35   89
   4   28   31
   278   29   113
   222   30   -21
   224   62   154
   147   39   143
   227   58   -2
   105   41   -53
   351   63   -21
   351   32   73
   54   44   134
   180   45   106
   147   32   112
   85   37   90
   9   43   83
   217   42   109
   166   85   -2
   339   38   -63
   299   25   -86
   207   44   37
   175   28   86
   338   45   73
   262   70   163
   176   27   54
   266   26   -103
   57   32   -97
   12   57   3
   234   52   -162
   157   38   -58
   352   43   85
   330   38   -19
   146   74   8
   21   33   73
   147   32   54
   2   68   19
   48   44   92
   228   35   109
   14   34   94
   73   80   178
   101   21   96
   81   49   155
   98   36   91
   34   40   98
   234   35   117
   326   51   55
   130   65   2
   139   59   -29
   268   30   -143
   13   48   62
   7   34   56
   52   76   -176
   346   41   42
   145   33   -48
   171   41   87
   73   53   141
   109   41   -54
   60   60   164
   53   39   115
   7   36   84
   182   38   68
   188   41   76
   239   33   108
   13   46   70
   224   44   113
   229   40   99
   332   47   47
   293   33   -133
   257   49   148
   19   42   87
   14   34   109
   193   30   84
   12   37   78
   58   55   142
   200   31   86
   341   61   26
   206   39   96
   35   49   121
   109   57   -24
   202   28   78
   268   69   -3
   48   69   -165
   49   19   56
   259   34   82
   248   55   135
   170   50   12
   196   36   44
   9   39   90
   9   20   49
   150   49   46
   201   35   113
   339   36   90
   89   75   -170
   14   35   -5
   21   43   107
   184   25   79
   69   29   124
   35   47   130
   180   44   103
   163   38   53
   346   48   60
   194   13   122
   244   32   58
   229   24   128
   190   44   72
   354   42   -100
   78   67   -8
   20   43   81
   90   60   28
   342   63   22
   268   27   113
   229   42   140
   358   44   58
   276   51   161
   193   43   90
   242   36   128
   300   43   160
   30   37   105
   267   35   154
   167   45   -7
   27   41   129
   14   50   47
   32   35   92
   127   59   4
   101   38   -69
   124   44   -60
   202   43   105
   171   43   103
   347   41   73
   358   39   94
   219   38   137
   24   31   95
   85   34   61
   68   65   163
   157   89   0
   354   31   66
   255   33   123
   156   69   -10
   14   37   95
   337   27   66
   358   51   47
   158   40   37
   36   41   124
   233   29   104
   129   43   12
   143   86   -1
   327   54   16
   174   49   56
   213   37   110
   24   43   105
   14   43   95
   110   48   -148
   184   47   55
   64   74   -179
   115   38   115
   180   44   103
   109   57   -24
   170   25   55
   230   47   125
   204   36   109
   225   41   112
   221   64   175
   178   52   51
   249   30   -134
   194   30   92
   98   20   31
   346   40   94
   19   43   61
   91   74   -175
   32   36   103
   92   29   101
   153   40   -98
   119   29   121
   25   44   113
   67   84   178
   175   24   51
   36   43   21
   188   49   57
   34   27   -71
   11   41   -87
   193   28   68
   20   43   90
   44   18   61
   21   41   86
   38   44   131
   56   60   8
   229   41   -156
   213   20   102
   74   26   61
   68   72   173
   266   31   154
   39   73   -3
   66   46   115
   47   24   38
   213   40   106
   313   65   27
   294   62   169
   251   69   166
   307   37   73
   78   28   168
   183   65   22
   231   29   141
   23   30   104
   45   37   -76
   124   8   -49
   318   47   -35
   43   60   157
   170   34   24
   170   34   24
   199   50   -5
   199   50   -5
   176   36   89
   91   74   -175
   8   35   78
   248   36   125
   256   39   138
   342   72   14
   342   58   16
   123   48   45
   168   55   37
   255   26   86
   20   41   101
   213   46   116
   17   42   82
   234   37   44
   13   82   4
   241   34   116
   267   28   90
   336   68   -16
   218   61   158
   161   34   83
   196   44   72
   240   39   110
   191   41   73
   42   31   104
   26   39   91
   60   48   163
   1   32   69
   20   37   24
   252   45   121
   188   43   84
   174   19   -143
   181   49   54
   63   36   79
   254   63   161
   116   37   -56
   111   35   -86
   183   32   70
   47   72   -165
   191   41   -30
   16   46   68
   337   62   -8
   93   39   92
   83   47   124
   24   34   100
   346   46   63
   176   39   75
   192   46   110
   158   34   51
   47   19   77
   213   46   106
   234   60   -157
   22   39   97
   66   46   115
   218   61   158
   204   40   78
   195   51   177
   358   9   48
   176   30   78
   10   49   57
   18   26   139
   213   40   106
   100   37   -165
   199   50   -5
   272   16   -59
   19   52   132
   43   18   63
   170   34   24
   176   32   90
   151   41   54
   175   20   79
   22   49   121
   44   43   113
   148   33   30
   87   24   96
   95   21   82
   190   37   67
   16   31   83
   327   40   -98
   225   57   146
   183   37   109
   357   37   37
   170   50   12
   175   8   90
   39   45   101
   28   19   95
   243   46   135
   171   45   55
   173   24   79
   184   11   66
   7   37   72
   64   17   84
   34   45   116
   232   47   134
   222   32   97
   72   29   49
   295   42   117
   180   28   76
   98   35   102
   34   36   74
   142   74   16
   354   24   43
   95   21   82
   322   86   2
   215   19   100
   78   28   168
   22   39   -1
   76   51   152
   225   29   90
   349   80   -11
   313   11   -177
   35   36   121
   170   50   12
   184   11   66
   353   48   50
   193   30   58
   127   15   45
   132   86   -3
   354   43   44
   204   22   -158
   44   44   140
   259   31   140
   54   34   135
   67   49   -60
   49   42   124
   237   40   107
   333   20   71
   40   26   113
   22   38   129
   353   53   44
   342   64   12
   250   29   37
   214   39   116
   24   38   70
   96   22   97
   227   29   87
   190   44   72
   110   48   -148
   188   42   97
   19   42   95
   105   22   99
   248   33   117
   264   37   141
   214   34   85
   222   39   178
   144   67   22
   175   23   88
   15   42   80
   181   77   -1
   219   43   103
   182   28   92
   8   38   129
   350   42   79
   91   20   91
   182   75   168
   247   33   107
   230   29   87
   66   10   83
   188   26   94
   198   21   116
   2   53   35
   105   23   95
   346   46   41
   313   11   -177
   169   37   53
   351   45   -94
   189   27   83
   34   45   116
   16   21   21
   109   13   93
   140   40   51
   190   44   72
   72   29   49
   9   20   49
   351   32   73
   40   41   89
   40   21   50
   76   52   -151
   144   17   24
   52   28   -39
   354   46   64
   93   40   80
   180   21   102
   141   18   37
   177   63   -20
   130   28   23
   43   75   169
   206   7   115
   128   39   -174
   9   56   38
   159   38   -22
   352   40   107
   148   20   124
   66   18   45
   265   36   -178
   221   38   91
   155   40   71
   86   51   25
   254   50   128
   213   46   116
   344   18   6
   331   39   87
   4   19   54
   47   55   140
   60   38   41
   47   18   70
   157   68   -14
   296   36   75
   32   36   92
   122   9   106
   7   25   133
   39   29   138
   1   39   52
   343   13   -126
   333   29   65
   207   17   136
   40   21   50
   187   34   41
   208   19   80
   244   21   105
   185   29   67
   149   19   28
   227   30   70
   66   18   45
   221   64   175
   271   34   -97
   183   21   77
   171   51   52
   61   26   134
   202   32   107
   51   40   148
   255   38   -125
   170   25   69
   216   43   106
   119   29   121
   25   44   113
   249   35   116
   192   28   92
   127   35   9
   73   74   -178
   80   67   20
   227   36   90
   110   32   -92
   250   33   122
   159   48   -176
   32   34   93
   45   39   82
   237   35   116
   13   35   78
   248   43   136
   46   32   109
   39   44   102
   311   27   12
   45   37   117
   251   16   72
   209   29   53
   195   44   54
   195   13   14
   225   35   -168
   56   34   129
   60   15   82
   167   33   53
   354   50   51
   19   39   89
   22   41   74
   182   10   -81
   204   36   96
   3   33   99
   17   35   92
   278   18   -128
   45   37   -76
   271   34   -97
   161   36   59
   127   21   30
   200   42   109
   59   32   111
   68   30   171
   175   25   58
   330   39   43
   240   28   -98
   348   35   53
   177   27   59
   158   57   33
   164   47   47
   123   9   52
   207   45   112
   164   53   39
   349   38   -3
   330   37   37
   198   33   116
   69   31   58
   348   66   0
   75   26   80
   335   56   37
   105   19   98
   350   14   106
   70   25   68
   140   36   72
   35   33   84
   358   12   70
   26   26   92
   134   34   42
   97   83   -175
   359   24   -36
   202   23   90
   356   28   76
   319   21   -56
   20   43   55
   210   32   2
   16   39   66
   163   22   56
   355   17   85
   323   27   69
   28   32   102
   321   63   150
   43   30   136
   116   44   133
   334   44   -85
   218   48   114
   287   46   -59
   81   18   44
   31   27   89
   177   28   74
   226   29   67
   23   30   104
   124   8   -49
   108   54   -150
   211   42   98
   197   34   67
   138   60   -176
   228   23   108
   294   46   -110
   246   27   117
   319   53   8
   14   32   99
   326   58   -3
   171   8   73
   23   33   88
   358   12   70
   20   43   83
   20   43   83
   170   46   52
   210   41   90
   106   18   97
   352   40   79
   27   35   108
   244   32   58
   267   28   90
   127   56   5
   216   35   81
   114   28   -79
   5   39   75
   40   26   107
   250   33   123
   247   32   116
   40   78   180
   115   13   6
   213   43   102
   197   43   91
   241   32   107
   240   35   116
   142   82   6
   85   50   138
   19   39   81
   214   39   88
   355   17   85
   53   33   56
   334   44   -85
   11   42   87
   270   11   166
   58   53   152
   285   56   -18
   165   72   161
   23   30   104
   57   29   66
   58   22   66
   93   58   -31
   23   33   88
   159   44   73
   21   42   90
   229   81   114
   236   57   104
   161   82   84
   278   64   110
   15   87   -16
   141   86   93
   212   42   112
   10   51   -28
   147   76   58
   44   18   134
   201   53   111
   10   71   98
   211   54   88
   150   59   61
   177   63   91
   3   57   57
   281   75   83
   75   74   -173
   195   57   96
   83   18   123
   107   12   116
   24   73   85
   107   17   57
   321   76   99
   339   26   22
   307   41   -19
   348   77   -7
   192   35   120
   339   43   111
   59   32   56
   94   21   84
   85   78   96
   223   23   98
   74   37   59
   34   36   74
   180   38   12
   185   37   -93
   36   6   54
   53   57   -8
   200   36   109
   206   81   175
   355   31   35
   59   25   90
   298   23   45
   42   77   178
   51   39   123
   125   17   113
   63   39   165
   28   36   107
   281   47   121
   9   36   96
   208   30   102
   244   33   119
   275   58   -35
   164   46   36
   263   7   180
   80   28   117
   9   40   56
   218   61   158
   79   35   133
   80   60   -164
   242   29   113
   226   51   100
   136   41   63
   2   51   55
   18   45   73
   148   48   28
   349   41   23
   40   35   101
   209   31   99
   195   41   67
   228   45   114
   239   65   90
   218   80   153
   276   67   87
   176   87   9
   260   69   114
   224   76   82
   297   85   9
   262   76   97
   69   63   -97
   208   30   102
   16   42   74
   51   78   -130
   192   70   -86
   182   88   106
   345   58   63
   33   64   68
   336   58   48
   191   58   66
   5   30   83
   354   83   -20
   10   61   39
   307   75   110
   126   87   88
   19   73   68
   211   29   113
   309   50   -87
   206   59   110
   196   62   -105
   221   65   95
   179   63   49
   267   88   93
   99   88   -90
   62   82   151
   86   70   -173
   229   28   106
   30   26   80
   70   25   68
   235   18   123
   32   26   122
   111   87   -85
   6   42   101
   181   77   88
   258   50   139
   188   39   83
   87   24   96
   161   34   83
   17   21   72
   93   28   91
   278   68   87
   349   50   34
   206   43   86
   211   35   108
   219   44   113
   194   30   83
   127   44   2
   23   37   91
   247   32   119
   22   62   124
   265   69   94
   315   80   57
   235   86   34
   281   72   96
   2   50   93
   29   36   94
   34   60   83
   31   64   82
   244   65   115
   275   72   89
   212   59   60
   85   83   -41
   3   60   89
   213   69   132
   349   59   82
   334   63   58
   10   81   84
   14   62   103
   17   54   113
   234   69   -46
   130   88   -163
   188   56   82
   33   61   77
   206   53   119
   200   63   -102
   18   77   -93
   165   88   33
   22   75   111
   158   71   71
   33   63   71
   127   69   37
   160   83   19
   28   61   82
   270   56   -129
   44   60   105
   197   54   91
   275   71   92
   205   80   81
   270   74   88
   26   54   96
   310   85   13
   165   67   27
   201   41   94
   220   36   126
   207   33   111
   119   12   109
   273   52   84
   68   72   173
   224   30   103
   196   37   82
   257   77   95
   265   43   -93
   4   45   77
   202   59   75
   238   34   82
   102   20   101
   219   45   119
   11   45   75
   344   79   11
   183   33   104
   37   37   93
   206   44   100
   138   41   -61
   332   39   42
   168   84   -72
   301   72   102
   29   63   75
   181   58   57
   357   61   67
   194   50   -98
   223   52   114
   24   49   88
   29   73   82
   65   59   127
   7   88   87
   262   68   92
   16   49   67
   128   73   -21
   24   76   83
   23   47   72
   81   63   110
   226   69   129
   72   61   102
   180   54   95
   231   66   100
   322   48   67
   257   74   97
   271   69   88
   342   38   95
   188   80   85
   230   24   118
   295   88   85
   280   41   83
   309   10   127
   129   29   -58
   52   17   66
   295   22   3
   44   43   113
   96   54   20
   298   84   85
   246   30   119
   223   33   56
   28   19   95
   177   63   -20
   128   39   -62
   236   29   108
   198   40   79
   258   76   167
   36   86   177
   248   80   179
   229   50   135
   193   30   94
   138   75   6
   201   39   109
   251   44   107
   28   63   91
   6   46   92
   354   54   119
   16   81   68
   310   65   -140
   46   58   115
   11   74   77
   47   55   108
   12   73   77
   84   71   -141
   318   75   68
   181   64   103
   17   69   92
   320   64   -53
   209   50   89
   209   57   102
   206   74   101
   215   75   -95
   177   85   92
   28   66   66
   229   66   118
   10   42   82
   43   56   121
   197   6   121
   330   57   31
   185   37   -93
   57   16   71
   51   39   123
   167   74   58
   263   7   180
   16   28   98
   300   42   26
   186   31   74
   8   34   78
   59   49   153
   96   20   95
   34   72   104
   4   62   83
   21   66   123
   200   48   97
   332   86   5
   176   26   86
   298   63   92
   286   66   108
   256   75   95
   334   52   107
   204   52   88
   275   85   -18
   278   62   109
   97   50   95
   9   53   -87
   177   72   59
   168   55   37
   36   65   75
   346   52   77
   227   63   81
   189   53   85
   24   59   121
   206   78   -83
   188   46   104
   336   52   59
   110   14   41
   334   72   4
   65   29   106
   356   13   -119
   63   14   71
   31   65   79
   355   31   35
   359   34   41
   33   42   114
   353   53   36
   23   36   82
   51   26   86
   345   49   32
   201   62   68
   26   71   123
   257   76   94
   357   56   77
   205   55   91
   175   64   55
   153   79   -2
   94   84   -80
   222   46   101
   22   77   115
   279   62   -44
   215   57   98
   17   62   72
   153   49   97
   263   29   -161
   359   66   -14
   202   46   103
   12   51   98
   258   78   82
   232   33   121
   4   45   77
   213   26   54
   59   40   126
   224   73   -155
   19   40   96
   5   27   62
   207   48   121
   34   63   78
   33   86   167
   214   60   106
   313   30   74
   283   68   -42
   86   80   101
   272   70   89
   165   66   47
   12   47   88
   210   52   112
   50   55   131
   203   49   81
   230   72   135
   34   51   91
   357   43   65
   2   43   70
   1   54   80
   198   43   81
   339   83   -5
   266   51   132
   190   25   94
   139   42   -59
   1   53   53
   153   63   83
   35   80   -94
   14   48   116
   12   47   80
   321   61   -59
   13   63   116
   182   74   114
   21   71   75
   197   58   85
   32   65   72
   319   73   31
   22   72   56
   240   24   126
   85   48   -168
   346   81   -43
   35   11   122
   57   16   71
   267   38   149
   163   59   35
   37   40   102
   194   72   81
   355   49   63
   33   69   129
   24   71   65
   263   82   90
   217   50   109
   220   53   118
   312   72   -28
   204   56   91
   278   79   99
   145   50   -47
   207   44   36
   29   79   -89
   334   61   115
   290   79   104
   290   74   125
   268   67   86
   12   66   100
   148   84   13
   15   64   102
   63   14   71
   98   21   93
   314   35   35
   295   71   52
   321   54   67
   201   37   77
   262   76   95
   277   57   -98
   273   65   92
   283   84   -3
   18   34   79
   207   72   28
   14   87   -174
   35   11   122
   183   81   84
   205   57   82
   291   67   98
   20   80   173
   342   51   35
   216   58   103
   173   80   79
   358   75   104
   264   77   96
