#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
120.308 1.125 36.9 -0.556696 0.0962194 0.460476 -2.25241 0.12678 2.63584 24.0 X Y 0 SS-N
120.383 0.993 30.5 1.2032 -1.18533 -0.0178701 -4.16478 -0.511371 -0.14554 25.0 X Y 1 R
120.139 1.076 29.0 1.46636 -1.1106 -0.355758 -1.66454 0.0615487 -1.10672 24.0 X Y 2 R-SS
120.09 0.964 29.6 2.11271 -1.72255 -0.390161 -8.02826 -0.138894 -3.05956 23.0 X Y 3 R
120.356 0.802 37.2 -0.503672 1.16296 -0.659288 -0.0454086 -0.955719 1.07444 24.0 X Y 4 SS-N
120.169 0.937 36.7 0.55801 -0.336698 -0.221312 -0.819026 0.272381 0.33856 24.0 X Y 5 R
120.162 0.945 21.6 1.95068 -1.68568 -0.264999 -3.91668 -0.814358 -0.768503 24.0 X Y 6 R
120.158 1.05 14.9 0.631757 -0.559763 -0.0719937 -1.16283 -0.245097 -0.220535 25.0 X Y 7 R
120.373 1.072 29.9 1.15479 -1.07971 -0.07508 -1.37776 -0.0517171 -0.397414 24.0 X Y 8 R
120.26 0.86 0.0 0.558829 -0.523869 -0.0349603 -1.117 -0.122801 -0.167769 25.0 X Y 9 R
120.35 1.27 21.0 3.14253 -2.94593 -0.196596 -6.28136 -0.690561 -0.943435 25.0 X Y 10 R
120.24 1.036 25.0 4.07337 -3.79145 -0.281917 -7.61189 -0.884335 -1.2694 25.0 X Y 11 R
120.458 1.027 28.4 1.61978 -1.52341 -0.0963732 -3.31198 -0.26026 -0.538523 26.0 X Y 12 R
120.219 0.971 28.6 4.92396 -4.24507 -0.678886 -8.32916 -1.84687 -1.89064 24.0 X Y 13 R
120.2 1.0 33.0 1.77779 -1.54132 -0.23647 -2.99084 -0.618259 -0.682538 25.0 X Y 14 R
120.197 1.008 27.3 5.00916 -4.28657 -0.722585 -8.06832 -0.492159 -2.85743 23.0 X Y 15 R
120.109 1.026 29.5 4.7453 -4.64723 -0.0980691 -5.16904 1.38627 0.763758 23.0 X Y 16 R
120.243 1.02 34.3 3.20598 -2.73072 -0.475256 -5.0452 -0.954636 -1.3445 24.0 X Y 17 R
120.0 1.2 16.0 2.03196 -1.8751 -0.156863 -3.34379 -0.117687 -0.905226 23.0 X Y 18 R
120.165 1.033 15.0 1.11779 -1.01795 -0.099838 -2.09164 -0.222541 -0.426724 24.0 X Y 19 R
120.438 1.089 41.8 1.0733 -0.938852 -0.134447 -1.83787 0.287752 0.437082 24.0 X Y 20 R
120.231 0.946 22.0 -2.83319 2.8915 -0.058317 -4.63906 -2.92791 0.784504 23.0 X Y 21 N
120.145 0.959 30.6 2.79279 -2.16103 -0.631756 -4.47205 -1.0251 -1.42395 23.0 X Y 22 R
120.062 1.033 20.0 3.26663 -2.39229 -0.874337 -5.03596 -1.45157 -1.69037 23.0 X Y 23 R
120.034 1.033 24.5 5.24992 -4.67812 -0.571807 -1.91398 -0.000959339 -1.75293 23.0 X Y 24 R
120.005 1.026 25.7 4.26752 -3.63224 -0.635287 -6.02281 -2.08408 -1.53705 23.0 X Y 25 R
