#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.014 0.533 43.7 1.00171 -0.417064 -0.584642 -0.0281726 -0.712914 -0.655456 25.0 X Y 0 R-SS
126.72 3.07 20.1 1.1036 -0.996053 -0.107543 -1.36633 -1.33609 -0.499083 24.0 X Y 1 R
126.279 1.396 44.4 2.86421 -0.37705 -2.48716 -0.267147 -1.37912 -0.996838 25.0 X Y 2 R
126.63 2.19 34.7 0.818415 -0.862555 0.0441401 -2.03853 -0.380565 0.0596669 24.0 X Y 3 R
126.455 1.687 50.0 2.68204 -2.10428 -0.57776 0.0103015 -1.68802 -1.86429 24.0 X Y 4 R-SS
126.009 0.547 43.9 1.58625 -0.0742858 -1.51197 -0.729834 -0.612403 -0.564984 25.0 X Y 5 R
126.918 3.083 37.1 1.7413 -0.0606273 -1.68067 0.119341 3.02203 0.897414 26.0 X Y 6 R
125.959 0.668 36.2 1.49603 0.0824608 -1.57849 -0.429802 -2.3806 1.15312 25.0 X Y 7 R
126.031 0.806 30.0 2.24982 0.806993 -3.05682 1.36525 1.08511 0.381172 24.0 X Y 8 R-SS
126.249 1.241 45.0 3.27085 0.558446 -3.8293 -1.43137 -0.345385 -0.361344 24.0 X Y 9 R-SS
126.567 0.576 49.6 -0.832426 1.09575 -0.263324 0.478204 -0.569964 0.744506 25.0 X Y 10 N-SS
125.932 0.707 38.2 3.68022 0.359807 -4.04003 -4.91172 0.612698 4.24805 25.0 X Y 11 R-SS
126.042 1.047 35.0 2.49102 0.8722 -3.36322 -1.57846 1.24376 -0.0739603 24.0 X Y 12 R-SS
126.63 2.605 38.5 1.657 -0.107799 -1.5492 -0.602041 0.770306 -1.06906 24.0 X Y 13 R-SS
126.366 1.515 39.1 1.39106 -0.539552 -0.851504 -0.465186 -0.430345 -0.683395 24.0 X Y 14 R
126.639 1.739 44.0 1.62171 1.85194 -3.47366 2.13207 -0.16342 1.60708 24.0 X Y 15 SS-R
126.771 2.034 24.0 0.550443 0.462161 -1.0126 -1.35994 -1.01779 -0.381559 24.0 X Y 16 R
126.94 1.99 44.7 1.27491 0.0188482 -1.29375 -0.277729 -0.881456 -0.0895368 24.0 X Y 17 R
126.72 2.58 13.8 4.24146 0.878992 -5.12045 2.00008 -1.75059 -1.43774 23.0 X Y 18 R-SS
126.337 1.378 35.0 2.28475 -0.408601 -1.87615 -0.576174 -3.0973 -1.05329 25.0 X Y 19 R
126.44 1.25 33.3 6.10852 -0.474863 -5.63365 3.30977 0.861542 -3.1462 24.0 X Y 20 R-SS
126.364 1.714 47.4 2.55496 -0.353401 -2.20156 -1.01382 -0.803729 -1.04297 26.0 X Y 21 R
126.27 1.77 37.8 1.82187 0.182386 -2.00425 -0.759022 0.839254 0.216022 24.0 X Y 22 R
126.49 2.045 35.0 5.84801 0.45428 -6.30229 -5.0905 -2.17012 -3.42753 24.0 X Y 23 R-SS
126.45 1.994 44.8 8.47784 -2.09025 -6.38759 -0.640251 -1.35427 -3.65581 24.0 X Y 24 R
126.514 1.925 29.1 -0.918317 0.475866 0.442451 -1.42046 -2.08547 0.494707 25.0 X Y 25 N
126.509 1.827 30.2 -0.285911 0.318081 -0.0321702 -1.34006 0.119114 0.218906 25.0 X Y 26 N
126.572 1.897 20.0 -1.94316 0.381348 1.56182 -2.3468 -4.19811 0.776849 25.0 X Y 27 N
126.933 2.328 36.3 4.12759 -2.35742 -1.77016 -0.141686 2.80052 2.8484 25.0 X Y 28 R-SS
126.35 2.2 23.9 6.09885 -0.78139 -5.31746 0.882026 -1.31228 2.06631 24.0 X Y 29 R
126.571 2.164 40.6 1.87497 0.159321 -2.03429 -0.613344 -0.340447 -0.182922 24.0 X Y 30 R
126.68 2.32 17.8 2.08493 -0.633883 -1.45105 0.60003 0.0741647 1.10416 24.0 X Y 31 R
125.851 0.619 20.0 2.14979 -0.190914 -1.95888 -0.727463 -5.86231 -0.816863 24.0 X Y 32 R
126.741 2.531 35.0 -0.0568398 0.230677 -0.173837 0.313475 -0.115563 0.983395 25.0 X Y 33 SS
126.192 1.384 44.8 3.96987 0.086812 -4.05668 -1.74405 -0.0225672 -1.65025 25.0 X Y 34 R
126.568 1.729 32.6 1.04401 1.05093 -2.09494 -1.45358 -0.503199 -0.807407 25.0 X Y 35 R-SS
126.46 1.15 37.3 1.29511 -0.550011 -0.745095 -0.655722 0.142288 -0.891168 24.0 X Y 36 R-SS
