3.1500e+02 2.5000e+01 9.0010e+01
1.6856e+02 2.5886e+01 6.8693e+01
9.1000e+01 8.3000e+01 3.0000e+00
1.7510e+02 2.2660e+01 5.3330e+01
6.1715e+01 3.5050e+01 1.2517e+02
8.3000e+01 1.8000e+01 1.2300e+02
1.3400e+02 3.4000e+01 4.2000e+01
1.2392e+02 7.7032e+01 4.1049e+00
2.6375e+01 3.2347e+01 9.7940e+01
1.0700e+02 1.2000e+01 1.1600e+02
2.6388e+02 4.8795e+01 -1.0357e+02
2.6400e+02 4.8000e+01 -1.0400e+02
2.8300e+02 8.0000e+01 -1.3000e+01
3.1000e+02 6.5000e+01 -1.4000e+02
9.7000e+01 8.3000e+01 -1.7500e+02
2.7000e+02 2.4000e+01 -1.0000e+01
8.0265e+01 4.2070e+01 1.2977e+02
1.2300e+02 2.4000e+01 1.9000e+01
1.3500e+02 8.8000e+01 -1.4000e+01
3.5900e+02 2.4000e+01 -3.6000e+01
2.2066e+02 1.7699e+01 1.0591e+02
4.4499e-01 2.0380e+01 -1.0085e+02
1.8105e+02 4.9370e+01 -1.7076e+02
2.0200e+02 2.3000e+01 9.0010e+01
4.1661e+00 3.3646e+01 6.4479e+01
3.5480e+02 2.7017e+01 8.8038e+01
8.2928e+01 8.0000e+00 8.9929e+01
1.3407e+02 2.0408e+01 4.7922e+01
2.0000e+00 4.6000e+01 5.6000e+01
3.0376e+02 2.8579e+01 3.5183e+01
1.4684e+02 4.2946e+01 4.3557e+01
3.4335e+02 4.5693e+01 5.7244e+01
1.8000e+01 3.6000e+01 -1.5000e+02
2.7900e+02 6.2000e+01 -4.4000e+01
1.8238e+02 4.1834e+01 1.5078e+02
1.1000e+02 1.4000e+01 4.1000e+01
2.0800e+02 4.0921e+01 1.3612e+02
2.3301e+02 4.5302e+01 1.2999e+02
1.1007e+02 2.1480e+01 -2.2338e+01
1.1000e+02 2.2000e+01 -2.2000e+01
1.0779e+02 1.6595e+01 5.7895e+01
1.0700e+02 1.7000e+01 5.7000e+01
1.0300e+02 5.9000e+01 -1.4000e+01
1.0300e+02 5.9000e+01 -1.4000e+01
2.1820e+02 3.6381e+01 1.2518e+02
2.2000e+02 3.6000e+01 1.2600e+02
2.7084e+02 6.1359e+01 -3.5933e+01
3.1737e+02 4.7287e+01 -1.1676e+02
3.5000e+01 3.3000e+01 8.4000e+01
1.2700e+02 6.9000e+01 3.7000e+01
3.3836e+02 2.5538e+01 2.1276e+01
3.3900e+02 2.6000e+01 2.2000e+01
8.6540e+01 7.0155e+01 -1.7256e+02
8.6000e+01 7.0000e+01 -1.7300e+02
3.9628e+01 3.5261e+01 5.7117e+01
4.0000e+01 3.5000e+01 5.7000e+01
3.4400e+02 1.8000e+01 6.0000e+00
6.0000e+00 4.6000e+01 9.2000e+01
5.8305e+01 1.4177e+01 5.1173e+01
5.7427e+01 1.7736e+01 3.8781e+01
4.1487e+01 3.8055e+01 2.6562e+01
3.5600e+02 2.8000e+01 7.6000e+01
1.3964e+01 1.6000e+01 8.9965e+01
1.9000e+01 2.6000e+01 1.3300e+02
3.1900e+02 2.1000e+01 -5.6000e+01
3.8000e+01 4.4000e+01 1.3100e+02
1.7900e+02 2.2000e+01 9.7000e+01
4.1137e+01 2.0058e+01 1.1571e+02
1.8465e+02 3.9772e+01 5.5928e+01
2.3091e+02 1.5621e+01 1.1605e+02
1.4140e+02 7.6917e+01 2.9850e+01
3.0700e+02 4.1000e+01 -1.9000e+01
3.0708e+02 4.1470e+01 -1.8298e+01
3.1200e+02 7.2000e+01 -2.8000e+01
6.0348e+01 3.7046e+01 1.7668e+02
2.8368e+02 8.4008e+01 -3.0165e+00
2.8300e+02 8.4000e+01 -3.0000e+00
9.4922e+01 2.0024e+01 9.2745e+01
7.9582e+01 8.3180e+01 -1.6691e+02
7.3959e+01 2.1361e+01 7.9700e+01
1.2459e+01 3.4278e+01 7.0201e+01
1.9200e+02 3.5000e+01 1.2000e+02
3.0900e+02 1.5000e+01 1.4600e+02
3.4300e+02 2.4000e+01 6.9000e+01
1.9493e+02 4.3037e+01 9.2143e+01
3.2698e+02 1.7842e+01 6.4110e+01
2.9639e+02 2.9141e+01 6.1697e+00
2.9700e+02 2.9000e+01 6.0000e+00
3.5641e+02 3.6234e+01 4.3482e+01
3.0555e+01 4.0010e+01 9.1192e+01
3.4611e+02 1.6595e+01 3.3212e+01
3.4700e+02 1.6000e+01 3.4000e+01
2.3693e+02 1.0763e+01 -6.8416e+01
2.0377e+02 1.1045e+01 -9.5131e+01
2.1466e+02 1.1646e+01 -1.4881e+02
3.3400e+02 6.1000e+01 1.1500e+02
3.4200e+02 3.8000e+01 9.5000e+01
3.4847e+02 4.1790e+01 6.4566e+01
3.3900e+02 4.3000e+01 1.1100e+02
3.4740e+01 1.1169e+01 1.1630e+02
1.4263e+02 3.7535e+01 3.2302e+01
2.7500e+02 8.5000e+01 -1.8000e+01
3.5854e+02 4.5158e+01 5.8077e+01
3.3717e+02 4.7740e+01 2.4679e+01
2.0000e+01 4.3000e+01 5.5000e+01
2.1241e+02 3.9011e+01 8.8765e+01
2.0531e+01 3.3849e+01 7.7904e+01
1.7600e+02 3.2000e+01 9.0010e+01
3.4400e+02 4.9000e+01 6.2000e+01
1.2700e+02 2.1000e+01 3.0000e+01
3.4701e+02 3.0533e+01 7.2606e+01
3.5400e+02 4.6000e+01 6.4000e+01
3.3100e+02 3.9000e+01 8.7000e+01
2.3000e+02 2.4000e+01 1.1800e+02
2.3169e+02 3.2888e+01 1.2016e+02
2.3200e+02 3.3000e+01 1.2100e+02
2.4046e+02 2.4034e+01 1.2693e+02
2.4000e+02 2.4000e+01 1.2600e+02
2.2780e+02 3.0732e+01 1.0192e+02
3.5900e+02 2.9000e+01 7.6000e+01
3.5900e+02 2.9000e+01 7.6000e+01
2.2878e+02 2.7121e+01 1.0593e+02
2.2900e+02 2.8000e+01 1.0600e+02
1.6116e+02 4.1866e+01 6.1729e+01
6.9000e+01 8.3000e+01 -1.4000e+01
1.8500e+02 3.0015e+01 9.1731e+01
3.4436e+02 4.7812e+01 -1.5108e+02
5.6000e+01 6.0000e+01 8.0000e+00
2.5857e+02 5.6604e+01 1.4450e+02
9.6020e+00 4.2472e+01 8.2292e+01
1.0000e+01 4.2000e+01 8.2000e+01
2.0000e+02 4.2000e+01 1.0900e+02
8.5525e+01 8.1012e+01 1.7696e+02
2.1000e+02 3.2000e+01 2.0000e+00
1.9536e+02 2.6416e+01 1.4442e+02
3.4000e+01 4.5000e+01 1.1600e+02
3.4000e+01 4.5000e+01 1.1600e+02
2.6121e+01 3.1058e+01 8.6676e+01
1.7594e+02 4.4714e+01 5.2636e+01
1.6186e+01 3.4775e+01 4.7814e+01
2.7562e+01 2.5886e+01 6.8693e+01
2.2847e+02 4.5928e+01 1.0833e+02
2.7894e+02 1.6121e+01 7.2204e+00
4.0000e+00 1.9000e+01 5.4000e+01
1.6000e+01 3.9000e+01 6.6000e+01
2.0888e+02 4.0921e+01 1.2600e+02
1.8060e+01 9.9883e+00 1.2664e+02
2.3095e+02 2.0508e+01 1.2811e+02
2.2200e+02 4.6000e+01 1.0100e+02
2.3200e+02 4.7000e+01 1.3400e+02
2.8831e+01 3.1475e+01 4.3343e+01
1.6300e+02 2.2000e+01 5.6000e+01
3.5500e+02 1.7000e+01 8.5000e+01
3.5500e+02 1.7000e+01 8.5000e+01
3.2300e+02 2.7000e+01 6.9000e+01
2.1003e+02 3.4317e+01 1.6206e+02
2.0271e+02 2.6774e+01 1.3953e+02
2.6333e+01 4.0660e+01 -8.0583e+01
2.2200e+02 3.2000e+01 9.7000e+01
3.3400e+02 7.2000e+01 4.0000e+00
1.5460e+02 4.2715e+01 4.9398e+01
3.5075e+02 3.6344e+01 6.0351e+01
4.7000e+01 5.5000e+01 1.4000e+02
2.0700e+02 3.3000e+01 1.1100e+02
3.1641e+02 6.4655e+01 1.4870e+02
3.1641e+02 6.4655e+01 1.4870e+02
7.1000e+01 6.2000e+01 -2.1000e+01
1.9500e+02 5.1000e+01 1.7700e+02
2.2900e+02 4.1000e+01 -1.5600e+02
2.5700e+02 6.4000e+01 7.3000e+01
9.8146e+01 2.3327e+01 9.9332e+01
6.1742e+01 3.3400e+01 5.8521e+01
6.0000e+01 3.8000e+01 4.1000e+01
8.4300e+01 4.7654e+01 -1.6778e+02
8.5000e+01 4.8000e+01 -1.6800e+02
5.8298e+01 3.2372e+01 5.4960e+01
5.9000e+01 3.2000e+01 5.6000e+01
1.6000e+01 2.1000e+01 2.1000e+01
1.1360e+02 2.7068e+01 8.6082e+01
5.8000e+01 1.7000e+01 5.7000e+01
2.6400e+02 5.5000e+01 -1.5000e+01
4.7000e+01 1.8000e+01 7.0000e+01
6.6232e+01 2.8353e+01 1.0707e+02
6.5000e+01 2.9000e+01 1.0600e+02
1.1900e+02 1.2000e+01 1.0900e+02
5.7000e+01 2.9000e+01 6.6000e+01
7.4154e+01 1.6085e+01 1.1917e+02
7.2000e+01 2.9000e+01 4.9000e+01
7.2000e+01 2.9000e+01 4.9000e+01
4.5715e+01 3.1476e+01 -6.4045e+01
2.1300e+02 2.0000e+01 1.0200e+02
2.5234e+02 7.7038e+01 -1.5739e+02
7.5000e+01 2.6000e+01 8.0000e+01
2.3239e+02 5.0371e+01 1.2861e+02
3.5500e+02 4.9000e+01 6.3000e+01
8.8878e+01 1.9101e+01 8.4213e+01
3.2200e+02 4.8000e+01 6.7000e+01
3.5200e+02 4.0000e+01 1.0700e+02
3.2240e+02 4.1489e+01 8.2019e+01
7.4000e+01 2.6000e+01 6.1000e+01
9.4000e+01 2.1000e+01 8.4000e+01
2.9600e+02 3.6000e+01 7.5000e+01
1.8325e+02 5.3842e+00 1.5817e+02
3.2000e+01 3.6000e+01 9.2000e+01
7.1266e+00 4.3955e+01 6.2499e+01
1.1000e+01 4.1000e+01 -8.7000e+01
1.2200e+02 9.0000e+00 1.0600e+02
9.1217e+01 2.4280e+01 7.1847e+01
1.1199e+02 7.2787e+00 1.0587e+02
2.8000e+01 3.2000e+01 1.0200e+02
3.2100e+02 6.3000e+01 1.5000e+02
6.9000e+01 3.1000e+01 5.8000e+01
8.8276e+01 2.5075e+01 8.5720e+01
2.6438e+02 5.6084e+01 7.1728e+01
2.8596e+02 5.0727e+01 9.8290e+01
6.7381e+01 2.9677e+01 5.5237e+01
7.0000e+00 2.5000e+01 1.3300e+02
3.5000e+02 1.4000e+01 1.0600e+02
1.2172e+02 8.8019e+01 -8.0048e+00
3.9000e+01 2.9000e+01 1.3800e+02
1.0000e+00 3.9000e+01 5.2000e+01
1.9700e+02 6.0000e+00 1.2100e+02
1.1206e+02 1.4390e+01 1.2322e+02
2.3818e+02 1.3397e+01 6.3814e+01
3.3400e+02 5.2000e+01 1.0700e+02
2.7300e+02 5.2000e+01 8.4000e+01
2.6925e+02 4.0259e+01 8.4070e+01
2.8000e+02 4.1000e+01 8.3000e+01
7.2417e+01 2.4814e+01 3.8076e+01
2.2300e+02 2.3000e+01 9.8000e+01
5.3000e+01 3.3000e+01 5.6000e+01
2.9500e+02 4.2000e+01 1.1700e+02
4.3000e+01 3.0000e+01 1.3600e+02
6.7368e+01 1.3423e+01 1.3158e+02
6.7597e+01 7.1147e+01 1.7260e+02
6.8000e+01 7.2000e+01 1.7300e+02
6.8000e+01 7.2000e+01 1.7300e+02
7.2000e+01 6.1000e+01 -3.0000e+00
7.2000e+01 6.1000e+01 -3.0000e+00
3.4300e+02 1.3000e+01 -1.2600e+02
1.8000e+02 2.8000e+01 7.6000e+01
7.4000e+01 3.7000e+01 5.9000e+01
2.2417e+02 2.9991e+01 1.0409e+02
2.2400e+02 3.0000e+01 1.0300e+02
3.0900e+02 1.0000e+01 1.2700e+02
2.4365e+02 5.9467e+01 5.6631e+01
2.4205e+02 4.6536e+01 9.7655e+01
2.8500e+02 5.6000e+01 -1.8000e+01
2.6345e+02 5.5872e+01 8.1717e+01
2.7400e+02 2.4000e+01 -1.3800e+02
4.1224e+01 1.4825e+01 1.3726e+02
3.6896e+01 1.0803e+01 1.2342e+02
3.5000e+01 1.1000e+01 1.2200e+02
3.5000e+01 1.1000e+01 1.2200e+02
7.6808e+00 3.4881e+01 7.2247e+01
3.3323e+02 2.8865e+01 6.5240e+01
3.3300e+02 2.9000e+01 6.5000e+01
3.3400e+02 4.4000e+01 -8.5000e+01
3.3400e+02 4.4000e+01 -8.5000e+01
3.5544e+02 1.3867e+01 -1.1983e+02
3.5600e+02 1.3000e+01 -1.1900e+02
2.6600e+02 3.1000e+01 1.5400e+02
1.0900e+02 1.3000e+01 9.3000e+01
3.2470e+02 4.6069e+01 2.9842e+01
4.2000e+01 4.1000e+01 -6.0000e+00
3.4000e+01 3.6000e+01 7.4000e+01
3.4000e+01 3.6000e+01 7.4000e+01
1.8000e+02 3.8000e+01 1.2000e+01
3.0712e+02 8.7219e+01 2.2027e+01
1.2988e+02 8.7131e+01 -1.6298e+02
1.3000e+02 8.8000e+01 -1.6300e+02
6.6000e+01 4.6000e+01 1.1500e+02
6.6000e+01 4.6000e+01 1.1500e+02
3.3000e+02 5.7000e+01 3.1000e+01
3.4813e+02 2.7827e+01 1.0345e+02
1.4200e+02 7.4000e+01 1.6000e+01
1.4200e+02 7.4000e+01 1.6000e+01
1.2900e+02 2.9000e+01 -5.8000e+01
