date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
29-09-79,41:49.1,-2.95,119.8,15.0,5.9,18,36,-150,263,73,-58,8.68e+24,24.0,,,,,,,4
24-02-85,26:52.9,-2.43,119.42,40.5,5.9,44,61,165,142,77,30,9.8e+24,25.0,,,,,,,4
01-03-85,22:11.8,-2.14,119.625,20.0,5.89,153,88,53,61,37,176,8.32,17.0,-5.68,-6.98,0.68,0.64,-1.42,5,4
09-05-90,46:42.8,-2.84,119.57,15.0,5.2,264,55,-15,3,78,-144,8.21e+23,23.0,,,,,,,4
07-12-94,08:33.0,-2.97,119.81,33.0,5.3,216,68,177,308,87,22,1.13e+24,24.0,,,,,,,4
08-08-04,42:11.9,-2.88,120.02,33.0,4.3,318,41,83,147,49,96,,,,,,,,,4
08-02-15,09:06.9,-2.494,119.435,17.6,5.53,52,43,-159,307,76,-49,2.52,17.0,-1.49,-0.54,-1,1.49,-0.36,2.5,4
03-11-18,44:06.6,-2.82,119.54,12.0,4.7,6,64,173,99,84,26,1.51e+23,23.0,,,,,,,4
05-11-18,35:56.0,-2.83,119.48,12.0,5.2,121,51,2,30,89,141,8.08e+23,23.0,,,,,,,4
07-11-18,42:27.0,-2.86,119.42,12.0,5.3,76,27,-68,232,65,-101,1.04e+24,24.0,,,,,,,4
08-11-18,40:15.2,-2.81,119.52,12.0,5.0,8,68,175,99,86,22,4.01e+23,23.0,,,,,,,4
14-11-18,31:25.9,-2.79,119.58,12.7,4.9,87,49,-8,182,84,-139,3.21e+23,23.0,,,,,,,4
14-11-18,01:21.6,-2.878,119.436,15.9,5.53,77,28,-60,223,66,-105,2.48,17.0,-0.01,1.03,-1.28,1.17,1.79,1.29,4
15-11-18,55:03.4,-2.99,119.33,15.0,5.0,55,22,-29,171,80,-110,4.07e+23,23.0,,,,,,,4
09-06-19,27:16.4,-2.84,119.44,15.1,4.8,351,58,-167,255,79,-32,1.76e+23,23.0,,,,,,,4
27-10-20,43:56.5,-2.22,119.07,21.4,5.5,167,46,46,41,59,126,2.33e+24,24.0,,,,,,,4
14-01-21,35:54.0,-2.84,118.85,20.7,5.7,353,28,60,206,66,105,4.09e+24,24.0,,,,,,,4
14-01-21,28:23.5,-2.82,118.85,18.2,6.3,330,17,59,183,75,99,3.4599999999999995e+25,25.0,,,,,,,4
21-07-21,44:04.9,-2.86,119.43,12.0,5.2,81,34,-60,226,61,-109,7.96e+23,23.0,,,,,,,4
