% ini datanya
%  stike   dip   rake
   122   40   135
   55   29   113
   107   45   117
   318   69   169
   53   45   59
   102   33   148
   109   59   -164
   223   39   49
   86   33   74
   49   73   -174
   75   47   134
   99   46   108
   34   28   77
   61   28   75
   122   51   -172
   272   37   104
   74   43   0
   92   29   101
   34   28   77
   74   32   164
   46   32   76
   11   71   -16
   47   33   60
   231   62   90
   318   69   169
   184   88   34
   184   89   28
   93   43   87
   67   33   103
