126.87   3.787  20.0  12  66  100  6.49  X   Y   0
126.86   3.72  44.9  134  34  42  5.4  X   Y   1
126.7   3.76  39.5  359  24  -36  5.4  X   Y   2
126.514   4.013  35.0  192  70  -86  5.54  X   Y   3
126.735   3.866  15.0  177  63  91  5.49  X   Y   4
126.49   4.0  15.0  107  17  57  5.5  X   Y   5
126.695   3.498  39.1  321  76  99  5.5  X   Y   6
126.605   3.788  34.1  6  46  92  5.83  X   Y   7
126.55   3.726  30.4  12  47  88  6.16  X   Y   8
126.677   3.777  29.0  26  71  123  6.02  X   Y   9
126.769   3.585  25.0  176  32  90  5.15  X   Y   10
126.521   3.941  28.4  127  21  30  5.32  X   Y   11
126.721   3.874  27.0  17  54  113  5.65  X   Y   12
126.641   3.875  30.0  3  60  89  5.63  X   Y   13
126.98   4.33  18.1  10  42  82  5.9  X   Y   14
126.475   4.226  35.8  200  48  97  5.92  X   Y   15
126.589   4.236  36.7  200  42  109  5.32  X   Y   16
126.806   3.635  15.7  195  51  177  5.12  X   Y   17
126.678   3.599  15.0  7  25  133  5.3  X   Y   18
126.722   4.254  43.9  26  54  96  5.69  X   Y   19
126.85   4.22  43.3  196  37  82  5.7  X   Y   20
126.706   3.598  40.3  14  48  116  6.23  X   Y   21
126.807   3.46  21.6  18  26  139  5.13  X   Y   22
126.862   3.563  23.3  349  59  82  5.63  X   Y   23
126.9   4.17  40.9  213  40  106  5.1  X   Y   24
126.352   3.976  40.9  213  40  106  5.13  X   Y   25
126.364   4.02  29.8  278  18  -128  5.31  X   Y   26
126.97   3.9  27.7  251  69  166  5.1  X   Y   27
126.3   3.94  15.0  307  37  73  5.1  X   Y   28
126.332   3.819  17.5  313  30  74  6.12  X   Y   29
126.61   4.09  24.6  149  19  28  5.3  X   Y   30
126.49   4.09  17.2  298  23  45  5.5  X   Y   31
126.56   4.121  24.9  357  37  37  5.18  X   Y   32
126.549   3.561  31.2  177  27  59  5.34  X   Y   33
126.674   3.598  17.6  175  20  79  5.15  X   Y   34
126.89   3.98  28.1  184  11  66  5.2  X   Y   35
126.472   4.09  28.0  20  43  90  5.09  X   Y   36
126.519   4.1  27.7  16  31  83  5.17  X   Y   37
126.76   3.44  33.0  353  48  50  4.6  X   Y   38
126.534   4.137  37.3  353  48  50  5.2  X   Y   39
126.54   4.18  48.8  9  39  90  5.0  X   Y   40
126.35   4.0  25.3  132  86  -3  5.2  X   Y   41
126.83   3.66  49.6  97  52  5  4.8  X   Y   42
126.721   3.569  27.0  141  18  37  5.27  X   Y   43
126.718   3.678  14.9  169  37  53  5.22  X   Y   44
126.65   3.8  35.0  123  48  45  5.1  X   Y   45
126.405   3.822  40.0  283  68  -42  6.12  X   Y   46
126.41   3.78  45.0  171  8  73  5.4  X   Y   47
126.74   4.25  28.0  9  43  83  4.9  X   Y   48
126.84   4.29  28.5  217  42  109  4.9  X   Y   49
126.527   4.18  28.5  11  42  87  5.41  X   Y   50
126.44   3.92  12.0  170  25  69  5.3  X   Y   51
126.9   4.25  28.1  20  41  101  5.1  X   Y   52
127.0   4.32  44.0  170  46  52  5.4  X   Y   53
126.984   4.168  18.9  22  49  121  5.15  X   Y   54
126.366   3.827  26.0  319  73  31  6.28  X   Y   55
126.731   3.876  28.7  206  39  96  4.99  X   Y   56
126.651   4.18  22.3  243  46  135  5.18  X   Y   57
126.69   4.23  24.5  353  53  44  5.2  X   Y   58
126.669   3.647  25.0  21  66  123  5.91  X   Y   59
126.75   3.954  25.0  188  46  104  5.98  X   Y   60
126.702   4.031  33.9  19  52  132  5.13  X   Y   61
126.647   3.993  37.8  140  40  51  5.23  X   Y   62
126.686   4.046  27.6  155  40  71  5.28  X   Y   63
126.602   4.038  43.8  161  36  59  5.31  X   Y   64
126.854   4.061  25.0  2  50  93  5.61  X   Y   65
126.937   3.714  25.0  14  62  103  5.64  X   Y   66
126.559   3.952  25.0  22  75  111  5.66  X   Y   67
126.79   3.956  25.0  346  52  77  5.96  X   Y   68
126.632   3.955  26.0  22  77  115  6.03  X   Y   69
126.615   4.025  27.0  13  63  116  6.25  X   Y   70
126.77   4.1  30.9  35  47  130  5.0  X   Y   71
126.765   4.123  26.7  14  43  95  5.02  X   Y   72
126.837   4.087  25.7  180  44  103  5.03  X   Y   73
126.656   3.722  21.6  148  33  30  5.16  X   Y   74
126.906   3.6  37.1  175  25  58  5.32  X   Y   75
126.461   3.813  24.1  270  11  166  5.41  X   Y   76
126.732   3.776  40.0  62  82  151  5.59  X   Y   77
126.811   4.129  28.0  213  37  110  5.01  X   Y   78
126.77   4.1  26.3  163  38  53  5.0  X   Y   79
126.648   3.844  22.6  225  57  146  5.17  X   Y   80
126.703   3.726  30.6  171  45  55  5.18  X   Y   81
126.758   3.918  25.4  342  64  12  5.2  X   Y   82
126.612   3.679  32.0  336  52  59  5.98  X   Y   83
126.658   3.704  22.7  164  47  47  5.34  X   Y   84
126.62   3.71  27.0  346  48  60  5.0  X   Y   85
126.68   3.78  28.0  175  28  86  4.9  X   Y   86
126.78   4.08  21.6  338  45  73  4.9  X   Y   87
126.63   3.92  35.0  194  13  122  5.0  X   Y   88
126.653   3.921  24.1  123  9  52  5.34  X   Y   89
126.712   3.695  26.6  207  45  112  5.34  X   Y   90
126.742   3.655  25.0  158  71  71  5.66  X   Y   91
126.694   3.724  25.0  33  69  129  6.34  X   Y   92
126.654   3.664  23.0  164  46  36  5.5  X   Y   93
126.777   3.906  25.6  335  56  37  5.37  X   Y   94
126.769   4.181  26.1  183  37  109  5.17  X   Y   95
126.753   4.124  35.0  12  51  98  6.08  X   Y   96
126.95   4.36  11.0  263  7  180  5.9  X   Y   97
126.802   4.085  29.1  25  44  113  5.07  X   Y   98
126.75   3.87  34.0  25  44  113  5.3  X   Y   99
126.765   3.957  20.0  130  28  23  5.27  X   Y   100
126.521   4.129  28.2  204  36  109  5.04  X   Y   101
126.84   3.96  10.0  352  40  79  5.4  X   Y   102
126.61   3.82  23.6  127  35  9  5.3  X   Y   103
126.71   3.9  33.9  127  56  5  5.4  X   Y   104
126.72   4.19  31.2  176  27  54  4.9  X   Y   105
126.66   3.77  35.9  229  24  128  5.0  X   Y   106
126.715   3.674  15.0  144  17  24  5.26  X   Y   107
126.749   3.565  18.6  189  27  83  5.22  X   Y   108
126.6   4.156  25.8  229  42  140  5.0  X   Y   109
126.633   4.139  27.0  188  49  57  5.08  X   Y   110
126.813   3.6  25.4  346  40  94  5.06  X   Y   111
126.701   3.85  25.0  206  7  115  5.27  X   Y   112
126.867   3.861  13.6  194  30  92  5.05  X   Y   113
126.831   3.822  25.2  15  64  102  6.49  X   Y   114
126.394   4.182  31.7  176  26  86  5.92  X   Y   115
126.691   4.208  24.8  193  30  84  4.97  X   Y   116
126.57   4.23  30.4  81  49  155  4.9  X   Y   117
126.84   4.12  26.2  326  51  55  4.9  X   Y   118
126.573   3.983  44.7  173  24  79  5.18  X   Y   119
126.803   4.024  38.9  128  73  -21  5.75  X   Y   120
126.75   4.29  29.3  13  48  62  4.9  X   Y   121
126.66   3.69  19.3  175  23  88  5.2  X   Y   122
126.55   4.26  28.3  171  41  87  4.9  X   Y   123
126.558   4.144  28.6  198  33  116  5.35  X   Y   124
126.72   4.14  29.7  182  28  92  5.2  X   Y   125
126.79   4.08  29.3  183  33  104  5.7  X   Y   126
126.73   4.03  26.6  225  35  -168  5.3  X   Y   127
126.66   4.05  41.0  194  30  83  5.6  X   Y   128
126.56   4.15  24.4  349  41  23  5.5  X   Y   129
126.66   4.22  21.4  229  50  135  5.8  X   Y   130
126.91   4.22  25.8  182  38  68  4.9  X   Y   131
126.87   4.25  24.2  188  41  76  4.9  X   Y   132
126.65   4.14  38.2  167  33  53  5.3  X   Y   133
126.75   3.81  26.3  127  44  2  5.6  X   Y   134
126.71   3.75  27.8  207  48  121  6.1  X   Y   135
126.94   3.66  43.4  293  33  -133  4.9  X   Y   136
126.73   3.71  30.8  204  36  96  5.3  X   Y   137
126.67   3.85  20.0  129  43  12  5.0  X   Y   138
126.66   3.7  35.5  67  41  -36  4.7  X   Y   139
