% ini datanya
%  stike   dip   rake
   221.0   82.0   -110.0
   15.0   85.0   166.0
   213.0   70.0   -158.0
   104.0   24.0   12.0
   19.0   87.0   161.0
   118.0   44.0   1.0
   121.0   59.0   4.0
   129.0   54.0   8.0
   111.0   54.0   -3.0
   132.0   68.0   -2.0
   111.0   54.0   -3.0
   38.0   81.0   158.0
   125.0   62.0   11.0
   119.0   41.0   -8.0
   129.0   45.0   -3.0
   111.0   53.0   -14.0
   129.0   72.0   5.0
   115.0   32.0   -7.0
   95.0   32.0   -13.0
   69.0   43.0   -109.0
   100.0   76.0   -2.0
   37.0   71.0   -178.0
