% ini datanya
%  stike   dip   rake
   229.0   41.0   -156.0
   322.0   86.0   2.0
   166.0   56.0   147.0
   124.0   8.0   -49.0
   124.0   8.0   -49.0
   211.0   42.0   98.0
   318.0   47.0   -35.0
   221.0   64.0   175.0
   210.0   52.0   112.0
   357.0   43.0   65.0
   294.0   46.0   -110.0
   327.0   40.0   -98.0
   24.0   35.0   17.0
   166.0   85.0   -2.0
   177.0   63.0   -20.0
   177.0   63.0   -20.0
   128.0   39.0   -62.0
   110.0   48.0   -148.0
   10.0   51.0   -28.0
   346.0   51.0   53.0
   43.0   75.0   169.0
   166.0   53.0   -8.0
   249.0   30.0   -134.0
   263.0   29.0   -161.0
   167.0   45.0   -7.0
   138.0   41.0   -61.0
   139.0   42.0   -59.0
   138.0   75.0   6.0
