tau11,tau12,tau13,tau22,tau23,tau33,azimuth sigma 1,plunge sigma 1,azimuth sigma 2,plunge sigma 2,azimuth sigma 3,plunge sigma 3,shape ratio,friction,SHmax,principal strike 1,principal dip 1,principal rake 1,principal strike 2,principal dip 2,principal rake 2,simpson index
0.41970305367486005,-0.22677744129480992,0.12199348253727238,-0.5469643723406916,0.6627784307758852,0.12726131866583282,258.0178092601933,30.86303918090212,357.3368239638285,15.161045013252192,109.96434557316846,54.84370507246201,0.9522900967719563,0.6499999999999999,257.43214812028697,185.72197726342137,61.711873500097695,107.27764551887213,253.74589195589868,15.576880813787833,-13.1093004930923,2.0477099032280437
0.28810936311540014,-0.1993784739998755,0.3023555097501648,-0.049259713664211426,0.7499948876533258,-0.23884964945118817,246.93707027614934,46.727738305555754,340.85745532836944,3.6828425303200305,74.30283404160477,43.035370372683246,0.8494735951293885,0.8999999999999999,245.11647723554455,162.13452657272995,70.90128077955679,93.89769076097252,169.52556776813555,23.126645260315524,-80.58746380889016,2.1505264048706114
0.298797516707707,-0.2897526339544078,0.3682910414204786,0.0032017322386194984,0.6642269703454979,-0.3019992489463254,239.90068072489026,47.4108619436419,345.51999768027935,13.900748864590511,87.18457310591175,39.24652268138787,0.9579216380193949,0.8999999999999999,238.51267766212072,169.63389551248414,73.834756476097,104.48521628637708,192.44002919926953,28.662734165431406,-59.94284039772823,2.042078361980605
0.4215819982881526,-0.3184311039954522,0.1297832490490331,-0.2709250228832498,0.7131280102417193,-0.15065697540490208,253.04329800364417,40.287478903241194,25.84755012630066,38.71527732349822,138.7458898731239,25.892282387213896,0.85519319279269,0.7,248.69844540281267,209.9413617202533,84.91065095317668,128.89729249731172,254.92885874518635,46.69013467742348,-30.73465071738533,2.14480680720731
0.27776954147506017,-0.1829793638371648,0.29955437293110154,-0.1383163307863541,0.7696901410403477,-0.13945321068870703,248.98110458936435,43.8237442436305,158.34368622105063,0.6640991238845402,67.65188269913195,46.16855226642332,0.814539987878034,0.75,249.33375103559402,158.10711970780764,70.3938605728558,89.29502563495947,156.20760716803437,17.274768129471774,-92.23688556154747,2.185460012121966
0.2955384927265967,-0.21017450686473657,0.34433662368152124,0.2078559377422713,0.6336839493202683,-0.503394430468868,238.42274423720127,55.41107573285896,353.32606100444656,16.19167246024729,92.83429025520923,29.63527855889597,0.8996940478969757,0.9499999999999998,230.89131883086327,175.5012220619409,82.55300246171394,106.33324660320153,194.4823223788509,38.818118291875486,-63.58654268941291,2.1003059521030245
0.2442903665914861,-0.15780284688189022,0.41233880361320835,0.12628292239602318,0.6860507393811194,-0.3705732889875157,238.06309023853566,51.816230782134674,331.2605600574279,2.511778890673355,63.2296063579717,38.07048167740601,0.819786953204297,0.9499999999999998,235.25058219592026,151.92767502562558,75.13537246538984,92.59880557891917,155.84627773701126,28.752532461766986,-84.77272910516211,2.180213046795703
0.4385080997954621,-0.18583270351853046,0.23121456784430516,-0.06632384384547016,0.7031369817461751,-0.37218425594998694,251.80663831429035,49.695492265989316,153.51103005503424,6.977059313052351,57.73242225757191,39.44534011029563,0.9993358346530454,0.75,251.8194505988525,151.87485009046793,76.8668906683904,82.83458338535702,137.9990849698449,24.58846830815771,-106.97360982807737,2.0006641653469543
0.47124149102387336,-0.2536360660933306,0.298251295695782,0.015721625486822696,0.6118331119446492,-0.48696311651069535,244.85069466794369,52.990326209213556,71.8078719393271,36.806348265295,339.29995071658266,3.3467515544993915,0.8918758713744307,0.7999999999999999,245.96159106638356,265.0791807971671,72.94443168084716,-51.19491907701954,52.83342152156892,66.51351606733343,-130.7855529907029,2.1081241286255694
0.5023958977707133,-0.16534478276512488,0.116335595550299,-0.01878292663547194,0.6862075298165794,-0.4836129711352413,257.77123197990494,53.39854896006926,48.64549595528507,32.97520658273189,148.0180835141594,14.090737890327404,0.9093500925818621,0.8999999999999999,253.80237375897696,44.74740525666031,84.01823856784546,-123.17895311624446,253.86978921605183,56.70087279511546,-49.36850618533293,2.090649907418138
0.21731786580668444,-0.26561146813783915,0.4324010398851389,0.07272311150624856,0.6570402624361121,-0.2900409773129324,235.0883665692997,47.91949762684948,333.15613671663766,7.22225873026062,69.51848308987879,41.16857128272333,0.8905458667588104,0.9499999999999998,232.61329066034267,155.54200716764424,71.81448516227508,97.60415771077255,168.1174241738735,26.14467353112991,-73.42263788730183,2.1094541332411896
0.3948298345060877,0.047093832950895816,-0.028404302018379242,-0.6892068729949449,0.6315332985287996,0.2943770384888577,272.5032841991347,26.030793786274828,2.6109966182589006,0.2205410524688176,93.06254205514064,63.96812986925508,0.8713368151106238,0.8999999999999999,272.48286659247765,182.79580628622,50.03775052268657,90.28773738116003,188.82514795922987,2.036578742770249,-83.78195172235564,2.1286631848893762
0.43302797802511245,-0.1043346040019981,0.10114130137736714,-0.82836973521269,0.46982850209442306,0.3953417571875761,264.4557597473238,18.88787142054639,166.8421784875922,21.168546414705474,32.55106447365667,60.98954257667071,0.8953707266896797,0.75,265.3034005239864,148.15726485038735,50.39927164577974,62.051997403446215,59.96438836649786,22.03189205082754,164.29167293888875,2.1046292733103202
0.44608783325607515,-0.10581975763461482,0.09953270209517175,0.08320347677255283,0.6990172220688818,-0.5292913100286294,259.90816728881936,56.294190685629744,14.265332660519626,15.382253825817571,113.09955824526953,29.171560404656695,0.9322885027893976,0.9499999999999998,254.87431586449188,196.16642497649596,83.12423415794011,105.49647141583097,214.05426535837543,39.09750819474329,-65.12658013250578,2.0677114972106025
0.28860378920444146,-0.19579592932221604,0.32467991862605156,-0.11804772231550913,0.7488758070303709,-0.17055606688893213,247.17132693204218,44.53833919025055,155.32582301953428,1.8744930928725125,63.4239216836142,45.40034967712036,0.8369512750264253,0.7999999999999999,248.04040674443058,154.6525423566053,70.24964384937013,88.00829985635318,149.867934800902,18.987793312251846,-95.76989020669419,2.163048724973575
0.2695657780503973,0.04665828961342791,-0.14890235812720068,-0.298550852284371,0.8358337396772295,0.02898507423397333,277.64911057079047,39.49954541827749,11.36376743145286,4.493917687259241,106.7656138513099,50.14254293367884,0.7311081887030532,0.6,274.6639416242899,193.0718667322106,69.23049550101153,94.8069651253938,215.0491595664007,11.070012411266433,-65.91621025634413,2.268891811296947
