% ini datanya
%  stike   dip   rake
   3   57   57
   38   44   131
   275   85   -18
   244   65   115
   231   66   100
   43   56   121
   182   88   106
   23   47   72
   4   19   54
   161   82   84
   232   47   134
   315   80   57
   32   36   92
   1   39   52
   205   80   81
   153   63   83
   23   35   89
   81   18   44
   59   25   90
   259   34   82
   196   36   44
   61   26   134
   204   22   -158
   54   44   134
   16   73   180
   9   36   96
   6   42   101
   67   49   -60
   20   80   173
   26   39   91
   46   32   109
   32   35   92
   5   30   83
   18   34   79
   73   53   141
   219   43   103
   24   31   95
   14   37   95
   56   34   129
   36   41   124
   22   39   97
