#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.014 0.533 43.7 1.00171 -0.417064 -0.584642 -0.0281726 -0.712914 -0.655456 25.0 X Y 0 R-SS
126.009 0.547 43.9 1.58625 -0.0742858 -1.51197 -0.729834 -0.612403 -0.564984 25.0 X Y 1 R
125.959 0.668 36.2 1.49603 0.0824608 -1.57849 -0.429802 -2.3806 1.15312 25.0 X Y 2 R
126.166 0.591 41.0 0.908648 0.0563935 -0.965041 -0.309674 -0.000642548 -0.217559 24.0 X Y 3 R
126.329 0.484 15.0 2.05845 0.356918 -2.41537 -0.857158 0.809716 -0.34242 24.0 X Y 4 R-SS
126.107 0.39 36.9 1.99614 -0.0442225 -1.95191 -0.931596 0.588731 -1.28379 25.0 X Y 5 R-SS
126.042 0.579 40.0 3.59446 0.215076 -3.80954 -1.25277 0.397495 -1.06252 25.0 X Y 6 R
126.111 0.606 45.2 4.54605 -0.474685 -4.07137 -1.71227 0.0469094 -2.15282 24.0 X Y 7 R
125.898 0.591 20.0 0.979486 0.118078 -1.09756 0.423909 -2.65928 -0.41345 26.0 X Y 8 R
126.176 0.513 46.7 -1.63335 0.392151 1.2412 -0.11745 0.00617616 -0.704701 24.0 X Y 9 N
126.072 0.592 35.0 1.74415 1.4843 -3.22845 -1.7604 -1.16648 0.0945204 24.0 X Y 10 R-SS
126.0 0.5 43.0 1.43994 -0.0809671 -1.35897 -0.433081 0.146302 -0.58269 24.0 X Y 11 R
126.312 0.379 40.0 5.07561 -0.940068 -4.13554 0.182864 0.699421 -1.97634 24.0 X Y 12 R
126.3 0.4 35.0 6.08287 -1.11132 -4.97155 6.5097 1.67681 -4.83071 22.0 X Y 13 R-SS
126.2 0.3 28.0 2.64527 -0.672217 -1.97306 -1.49755 1.1364 -2.57754 23.0 X Y 14 R-SS
125.997 0.632 40.0 1.08689 -0.0510114 -1.03588 0.0100457 -0.317137 -0.24307 25.0 X Y 15 R
126.165 0.551 25.0 -1.70312 0.279246 1.42388 -1.0355 -3.33517 0.661038 24.0 X Y 16 N
126.38 0.41 44.0 7.31132 -1.42768 -5.88363 1.16627 -3.90967 -4.2109 24.0 X Y 17 R-SS
125.99 0.57 50.0 2.35465 -0.0437393 -2.31091 -0.633681 -0.142625 -0.666614 25.0 X Y 18 R
125.94 0.56 35.4 5.16881 -0.284961 -4.88384 -1.21024 -1.72969 -1.35699 23.0 X Y 19 R
126.14 0.59 30.4 -0.0884055 -2.33556 2.42397 1.04949 -1.06222 0.21072 23.0 X Y 20 SS-N
126.14 0.48 32.7 0.799639 2.97385 -3.77349 -1.94369 0.525703 -3.96324 23.0 X Y 21 SS-R
126.13 0.47 10.0 1.82779 -0.293392 -1.53439 -0.997603 -0.168301 -1.04772 24.0 X Y 22 R-SS
126.18 0.46 19.0 7.24252 -2.44115 -4.80137 -2.69022 -0.77889 -3.81031 23.0 X Y 23 R
126.18 0.55 10.0 5.34493 -1.04577 -4.29916 1.25304 -0.165133 -2.43989 23.0 X Y 24 R
126.204 0.547 25.0 0.870756 0.114145 -0.984902 0.397185 -0.648159 -0.609259 25.0 X Y 25 R-SS
126.229 0.533 26.0 1.47098 -0.643458 -0.827519 0.479002 0.313765 -0.743435 24.0 X Y 26 R
126.11 0.65 33.7 1.49744 -0.0562016 -1.44123 -0.345313 -0.289295 -0.384239 24.0 X Y 27 R
126.14 0.35 24.4 2.19864 -2.24448 0.0458358 -4.07098 0.810805 -3.07499 23.0 X Y 28 R-SS
126.082 0.532 33.1 2.29327 -0.408688 -1.88459 -0.538776 -0.0962548 -0.982831 24.0 X Y 29 R
126.37 0.55 28.7 2.60679 -0.100953 -2.50584 -0.0966476 -1.06136 -0.514839 23.0 X Y 30 R
126.28 0.366 28.1 2.15653 -0.813965 -1.34257 -0.499681 -0.142436 -1.08815 24.0 X Y 31 R
126.1 0.4 30.6 2.86734 -1.14426 -1.72308 -1.57107 0.912778 -2.50949 23.0 X Y 32 R-SS
125.99 0.69 34.2 7.89449e-17 1.52671 -1.52671 0.252425 -0.21181 0.2692 24.0 X Y 33 SS
126.34 0.48 22.2 7.77975 -0.982623 -6.79713 -1.20175 -0.524521 -2.74424 23.0 X Y 34 R
125.974 0.461 30.0 0.8534 0.0211926 -0.874593 0.143257 -1.77123 -0.411319 24.0 X Y 35 R
126.2 0.34 27.0 5.21076 -1.1989 -4.01186 -1.3565 0.578267 -2.66572 23.0 X Y 36 R
126.1 0.55 30.5 1.58123 0.903601 -2.48483 -1.48565 -0.12932 -0.986813 26.0 X Y 37 R-SS
126.23 0.52 26.9 0.319282 2.25662 -2.57591 -1.02206 0.529024 -3.56558 24.0 X Y 38 SS
126.38 0.35 19.6 7.56444 -0.345711 -7.21872 2.51462 3.77994 -2.02397 24.0 X Y 39 R
126.21 0.37 26.4 1.84294 -1.29799 -0.544949 -0.572753 -0.497151 -0.846636 23.0 X Y 40 R
126.29 0.28 20.4 1.8259 -1.63523 -0.190674 -0.460947 1.0281 -1.42056 25.0 X Y 41 R-SS
126.39 0.43 31.2 2.59275 -0.486622 -2.10613 -0.506936 0.615409 -1.26889 23.0 X Y 42 R
126.15 0.32 24.1 2.06506 -0.611941 -1.45312 -0.215081 -0.800696 -0.974297 24.0 X Y 43 R
126.25 0.41 25.1 0.0669362 -0.599004 0.532068 -1.17434 0.247821 -1.48909 23.0 X Y 44 SS-R
126.37 0.49 23.1 5.40228 -0.58389 -4.81839 -1.00577 0.428216 -2.0141 23.0 X Y 45 R
126.1 0.43 16.0 -0.379028 -0.00166447 0.380693 0.136407 -1.04677 -0.0171851 24.0 X Y 46 N
126.34 0.34 23.1 1.54931 -0.51674 -1.03257 0.219788 0.248979 -0.73129 24.0 X Y 47 R
