#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.63 2.605 38.5 1.657 -0.107799 -1.5492 -0.602041 0.770306 -1.06906 24.0 X Y 0 R-SS
126.72 2.58 13.8 4.24146 0.878992 -5.12045 2.00008 -1.75059 -1.43774 23.0 X Y 1 R-SS
126.741 2.531 35.0 -0.0568398 0.230677 -0.173837 0.313475 -0.115563 0.983395 25.0 X Y 2 SS
126.737 2.511 30.0 2.3525 -0.877703 -1.4748 -2.0395 -0.32139 -1.72593 24.0 X Y 3 R-SS
126.645 2.518 30.0 4.30948 -1.68903 -2.62045 -3.27727 -2.11872 -2.30187 24.0 X Y 4 R
126.655 2.48 30.0 7.08323 0.501681 -7.58491 3.82903 0.342407 -3.26753 24.0 X Y 5 R-SS
126.732 2.423 15.0 0.172356 0.0491822 -0.221538 -0.110732 -2.46244 0.700329 24.0 X Y 6 R
126.564 2.438 30.0 5.39693 -1.74875 -3.64819 -0.956091 0.815819 -2.83418 24.0 X Y 7 R
126.77 2.33 15.0 0.558856 -0.0326018 -0.526254 -0.671953 -0.670062 -0.251513 24.0 X Y 8 R
126.873 2.411 42.2 0.553289 0.0699804 -0.62327 0.655962 -1.81487 0.00568553 24.0 X Y 9 R
126.72 2.46 24.3 5.7 0.376163 -6.07616 -2.63093 2.72003 -3.74162 23.0 X Y 10 R-SS
126.788 2.644 35.0 0.938951 1.28626 -2.22522 -2.04307 1.60525 0.469476 24.0 X Y 11 R-SS
126.58 2.56 39.9 1.06645 -0.278788 -0.787664 -0.156757 -0.310646 -0.469171 24.0 X Y 12 R
126.88 2.43 31.4 0.864841 -0.0154351 -0.849406 -0.539966 -0.174431 -0.449551 24.0 X Y 13 R-SS
126.641 2.614 40.0 1.40822 -0.743487 -0.664737 -1.53251 -3.55442 -0.952192 24.0 X Y 14 R
126.841 2.557 46.3 2.08789 -0.201911 -1.88598 0.816858 -1.2863 0.678614 25.0 X Y 15 R
126.5 2.5 33.0 2.64801 -0.424568 -2.22344 -0.413674 -0.871436 -0.972008 23.0 X Y 16 R
126.56 2.42 47.9 0.647128 -0.740159 0.0930313 -1.04935 0.931593 0.235073 24.0 X Y 17 R
126.51 2.51 33.6 1.71496 -1.26004 -0.454917 -1.23348 -0.741151 -0.75711 24.0 X Y 18 R
126.52 2.44 36.1 3.65526 -3.63824 -0.0170185 1.53733 -0.169105 -0.397378 23.0 X Y 19 R
126.57 2.47 27.3 2.63013 -1.09182 -1.53831 2.46262 0.182875 -2.12437 23.0 X Y 20 R-SS
126.72 2.57 42.4 0.636013 -0.196768 -0.439246 -0.0949782 -0.85361 -0.450745 24.0 X Y 21 R
126.66 2.39 16.0 -2.06703 2.39225 -0.325216 -7.10884 0.822024 2.61414 23.0 X Y 22 N
126.72 2.48 38.2 2.02614 -0.0326781 -1.99346 0.770556 -1.18095 -1.38375 23.0 X Y 23 R-SS
126.85 2.65 36.2 1.36638e-16 1.01113 -1.01113 0.56076 -0.160795 1.61814 23.0 X Y 24 SS
126.79 2.34 35.0 2.11749 -0.00931402 -2.10817 0.0793583 -0.709158 -0.196354 24.0 X Y 25 R
126.78 2.32 36.0 3.08717 0.0502127 -3.13739 0.412034 -0.369569 0.0739949 24.0 X Y 26 R
126.67 2.62 35.0 -6.81214 3.61595 3.19619 -1.89938 2.02442 4.53231 23.0 X Y 27 N
126.51 2.37 10.0 0.117475 1.75706 -1.87453 0.566855 0.137156 2.0726 26.0 X Y 28 SS
126.79 2.6 34.2 5.49969 -1.0082 -4.49149 -0.443902 -1.08412 -2.12888 23.0 X Y 29 R
126.78 2.47 41.8 0.953521 -0.299941 -0.65358 -0.119343 -0.545902 -0.483226 24.0 X Y 30 R
126.72 2.34 42.1 3.7387 -0.978256 -2.76045 -0.624585 -1.21431 -1.64523 23.0 X Y 31 R
126.825 2.383 35.0 2.28708 -0.0455266 -2.24155 -0.394834 -1.29095 -0.358241 24.0 X Y 32 R
126.63 2.48 34.9 9.10149 -1.49628 -7.60521 -2.64079 -3.00844 -3.53807 25.0 X Y 33 R
126.74 2.46 42.9 1.70496 -0.581049 -1.12391 0.852917 -1.11762 -1.92689 23.0 X Y 34 R-SS
126.9 2.54 35.6 7.72084 -1.8658 -5.85505 -0.675823 1.24198 -3.52269 23.0 X Y 35 R
126.64 2.41 45.1 3.5017 -0.4465 -3.0552 -0.485597 -1.82189 -1.18156 23.0 X Y 36 R
126.62 2.43 39.1 3.81229 -0.125087 -3.6872 0.00441549 -1.12772 -0.710509 23.0 X Y 37 R
126.76 2.63 34.3 0.808478 -0.18957 -0.618908 0.0565442 -0.667969 -0.522718 24.0 X Y 38 R-SS
126.78 2.52 29.5 3.26834 0.259845 -3.52818 1.08926 -1.35916 -1.10286 23.0 X Y 39 R-SS
126.8 2.53 31.2 5.45953 -0.466539 -4.99299 0.059098 -1.27547 -1.58601 23.0 X Y 40 R
