tau11,tau12,tau13,tau22,tau23,tau33,azimuth sigma 1,plunge sigma 1,azimuth sigma 2,plunge sigma 2,azimuth sigma 3,plunge sigma 3,shape ratio,friction,SHmax,principal strike 1,principal dip 1,principal rake 1,principal strike 2,principal dip 2,principal rake 2,simpson index
0.355250280416015,-0.7026156892800121,0.1060726690547204,-0.3676903785161384,-0.5737936588180201,0.012440098100123542,64.45212508234766,24.99242775513318,193.66427821291057,53.596864550692636,322.11172819115967,24.63053298081944,0.5277965991678253,0.4,58.61208988399247,22.156235644502605,83.78585185138765,144.05866725662725,89.73119320873415,54.41046284203799,-8.215637863270125,1.4722034008321747
0.38057834496960796,-0.6571715057922991,0.10277631226763706,-0.4307535121022611,-0.5659617705804029,0.050175167132653,66.2941494253115,24.42288608200171,193.83693590699013,53.30582853301569,323.75290921790304,25.556179509033242,0.5597997106548486,0.4,60.84332605102604,23.603981891299693,82.79483670363042,143.92224831629616,91.82123205481139,53.91201121501932,-7.145905179349189,1.4402002893451513
0.4362367882897127,-0.4851395032372949,0.043740130176549284,-0.5620173939850702,-0.5699524082376375,0.1257806056953565,72.11258290404314,25.16728878046699,197.2399773171221,50.765016313168886,327.69627485985313,27.917495165939435,0.6945384188991055,0.45,67.90709286069192,28.857572296147545,80.66155549318495,141.71711635983866,95.22301533414752,51.385553342768475,-7.56713374692419,1.3054615811008945
0.67412734247925,-0.460525548062344,0.2722423434420197,-0.42223914579395194,-0.5042434914049705,-0.2518881966852977,80.48222156842257,36.095674983002866,221.76704384484407,46.9416011511174,334.9348629545761,20.184726326198145,0.3976288797326089,0.4,69.98328870567862,219.03080787306016,87.44586457025466,-137.00261090585346,98.57883111730995,51.97471241121183,-21.945696265851634,1.6023711202673911
0.7285804749685304,-0.38149057315138885,0.24125781243742758,-0.23502467899611562,-0.6063512517619621,-0.4935557959724146,86.97188243023794,50.279151645981266,231.52716426493944,34.09240068398697,334.1341538976528,17.872652355828237,0.4894556736488215,0.45,70.81393522221379,225.23202633951425,80.79810508192763,-124.59950715582605,89.83105218943447,47.51810385918226,-40.53147728261987,0.5105443263511785
0.5171089404916998,-0.5780067341026887,0.34258745832702014,-0.16173349649344063,-0.31288185557659537,-0.35537544399825916,77.99887135103056,44.26048179804767,222.59942613005757,39.91085170680019,328.9054288845928,18.55508278068625,0.1206837161489204,0.4,60.21130522202108,216.4133917688867,82.65922406637772,-130.30805856147546,89.0376447339944,49.09708215386339,-31.910752670684314,1.8793162838510797
0.5600923111183923,-0.2582589604130681,0.010204274269692162,-0.6774790926440246,-0.5607875685736712,0.11738678152563248,80.7830734273922,26.286227611307517,217.44030447521902,55.81692973029868,340.2967682314048,20.22747969529189,0.8109679386698093,0.4,78.67304646826531,40.65217833160457,87.8207936145194,145.8780338207232,106.08863227248789,57.684535646699736,-11.803783836918141,1.1890320613301908
0.4616035859510474,-0.6860617657942764,0.16230177928727882,-0.4429494767056701,-0.5358182370939873,-0.01865410924537707,67.26376385149047,23.975896637455406,197.9726948061453,55.71122866205495,326.40011595422214,22.967018661983857,0.4915630911748026,0.4,61.697151941007476,26.04383021567328,84.5314121511333,146.09733277185683,93.4713316692703,56.56946228185437,-8.109656846864905,1.5084369088251974
0.5955344229707947,-0.5040964411493747,0.37775487021084647,-0.22890060176218094,-0.30953713205905387,-0.36663382120861526,86.9099121391172,49.22865071559039,229.2456060905517,34.31760415661161,333.0305251049791,19.242654652737315,0.14310665132478192,0.45,64.63704130684764,223.9315331787594,82.27333862584588,-124.67672093245014,89.56610265779838,46.531130474869684,-39.029156742801526,0.856893348675218
0.5391756952878378,-0.5410156758239608,0.23646318464298868,-0.6283338404301618,-0.5202539682683199,0.08915814514232316,73.94896728690142,21.7528014320024,197.02669811073096,53.829520169468495,332.0415550071084,27.343426131583534,0.5268984952130932,0.5,68.58804070803322,32.88308684872226,78.70351562090393,145.40771937220646,98.15627483282138,54.157377089870266,-5.221569837435447,1.4731015047869067
