#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.7 3.76 39.5 -0.692296 0.0184116 0.673885 -1.18205 0.602809 -0.533283 24.0 X Y 0 N
126.735 3.866 15.0 1.74941 -0.00830709 -1.7411 0.0494078 -1.27018 0.124878 24.0 X Y 1 R
126.605 3.788 34.1 6.9899 -0.0398445 -6.95005 0.194249 0.225021 -0.554787 24.0 X Y 2 R
126.677 3.777 29.0 0.69652 0.413558 -1.11008 0.605796 0.696423 0.153249 25.0 X Y 3 R-SS
126.769 3.585 25.0 6.00703 -0.02923 -5.9778 -0.204374 2.92269 0.418009 23.0 X Y 4 R
126.721 3.874 27.0 3.29028 0.383094 -3.67337 1.13802 0.769995 0.0649905 24.0 X Y 5 R
126.641 3.875 30.0 3.03714 -0.0138603 -3.02328 0.0612053 1.75269 -0.211457 24.0 X Y 6 R
126.806 3.635 15.7 0.308464 2.31751 -2.62598 -3.67477 0.916773 3.97272 23.0 X Y 7 SS-R
126.678 3.599 15.0 0.62861 0.0688998 -0.69751 0.624069 -0.608054 0.23775 24.0 X Y 8 R
126.706 3.598 40.3 2.49043 0.280357 -2.77079 0.856295 0.0562699 0.216809 25.0 X Y 9 R
126.674 3.598 17.6 4.2171 0.0437056 -4.26081 0.75577 5.11106 -0.0633924 23.0 X Y 10 R
126.83 3.66 49.6 0.168733 0.212696 -0.38143 0.190892 1.20948 1.54019 23.0 X Y 11 SS-R
126.721 3.569 27.0 0.357834 0.102476 -0.46031 0.287164 0.866291 0.123102 24.0 X Y 12 R
126.718 3.678 14.9 6.53417 0.916889 -7.45106 3.65816 2.61979 -1.63432 23.0 X Y 13 R-SS
126.65 3.8 35.0 3.95457 -0.0819869 -3.87258 1.79771 2.00508 3.00825 23.0 X Y 14 R-SS
126.731 3.876 28.7 3.74127 -0.519596 -3.22167 0.0678061 0.851704 -1.31832 23.0 X Y 15 R
126.669 3.647 25.0 5.74996 2.33304 -8.083 3.76335 4.10101 1.4875 24.0 X Y 16 R-SS
