#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.279 1.396 44.4 2.86421 -0.37705 -2.48716 -0.267147 -1.37912 -0.996838 25.0 X Y 0 R
126.455 1.687 50.0 2.68204 -2.10428 -0.57776 0.0103015 -1.68802 -1.86429 24.0 X Y 1 R-SS
126.366 1.515 39.1 1.39106 -0.539552 -0.851504 -0.465186 -0.430345 -0.683395 24.0 X Y 2 R
126.337 1.378 35.0 2.28475 -0.408601 -1.87615 -0.576174 -3.0973 -1.05329 25.0 X Y 3 R
126.364 1.714 47.4 2.55496 -0.353401 -2.20156 -1.01382 -0.803729 -1.04297 26.0 X Y 4 R
126.27 1.77 37.8 1.82187 0.182386 -2.00425 -0.759022 0.839254 0.216022 24.0 X Y 5 R
126.192 1.384 44.8 3.96987 0.086812 -4.05668 -1.74405 -0.0225672 -1.65025 25.0 X Y 6 R
126.517 1.591 15.0 7.91881 0.0559825 -7.9748 2.26413 -1.52717 -2.64804 23.0 X Y 7 R
126.354 1.642 20.0 -5.37226 0.125719 5.24654 -0.0665681 0.782093 0.833297 23.0 X Y 8 N
126.43 1.69 43.8 6.38967 2.20966e-16 -6.38967 1.69672 4.30989 -0.902162 23.0 X Y 9 R
126.505 1.64 40.8 5.27243 -3.0851 -2.18733 0.863276 -1.48628 -3.1432 23.0 X Y 10 R
126.551 1.579 32.6 1.21868 0.0229584 -1.24164 -0.195224 0.482823 -0.1865 25.0 X Y 11 R
126.45 1.69 37.3 4.81608 -1.16245 -3.65362 2.46737 5.79755 -2.10923 23.0 X Y 12 R
126.472 1.696 43.4 1.77523 -1.30432 -0.470904 -1.27683 -0.767197 -0.783716 24.0 X Y 13 R
126.38 1.52 37.2 1.33179 -0.0654202 -1.26637 0.00521916 -0.837526 -0.345831 24.0 X Y 14 R
126.212 1.359 37.2 1.47718 -0.0725625 -1.40462 0.00578896 -0.928963 -0.383587 24.0 X Y 15 R
126.38 1.454 32.7 4.1758 -0.630127 -3.54568 2.38439 2.34022 -1.77398 23.0 X Y 16 R
126.444 1.645 30.0 1.66252 0.265073 -1.92759 1.03056 -0.286799 -1.03739 25.0 X Y 17 R-SS
126.308 1.325 38.5 1.56087 -0.283726 -1.27714 -0.0560117 0.225046 -0.619793 24.0 X Y 18 R
126.37 1.45 28.2 6.73628 -3.36814 -3.36814 2.97642 2.97642 -3.36814 23.0 X Y 19 R
126.272 1.436 15.0 0.162878 0.272419 -0.435297 0.298045 -0.988718 -0.483667 24.0 X Y 20 R
126.328 1.508 35.0 3.36879 -0.723496 -2.6453 1.72598 1.03707 -1.65187 24.0 X Y 21 R
126.32 1.33 32.7 6.47548 0.129296 -6.60477 1.50439 -3.62191 -2.22003 23.0 X Y 22 R
126.35 1.739 37.5 1.01587 -0.426102 -0.589767 0.155301 0.200604 -0.501426 24.0 X Y 23 R
126.372 1.473 30.0 -4.28859 2.09202 2.19656 4.10146 6.1961 2.26289 24.0 X Y 24 N
126.417 1.586 31.0 2.35265 -0.0130319 -2.33962 -0.243003 0.768781 -0.393719 25.0 X Y 25 R
126.21 1.41 23.6 -1.77278 1.72898 0.0438022 -0.616508 0.565156 -0.463204 23.0 X Y 26 N
126.23 1.74 37.4 1.39315 2.56148 -3.95463 -2.93429 -0.238955 -3.29925 23.0 X Y 27 SS-R
126.374 1.536 25.0 1.80193 0.0596576 -1.86159 0.901716 -1.29364 -1.69264 24.0 X Y 28 R-SS
126.219 1.697 35.6 4.69819 -0.716805 -3.98138 -0.0264722 -1.78351 -1.81749 23.0 X Y 29 R
126.34 1.3 39.5 1.56925 -0.26824 -1.30101 -0.170273 -0.0548007 -0.605256 24.0 X Y 30 R
126.407 1.561 35.0 -0.2131 0.207886 0.00521494 -3.00996 0.476731 -0.0329258 24.0 X Y 31 N
126.463 1.589 30.9 5.7618 -1.04074 -4.72106 -0.756641 -5.24154 -2.60087 23.0 X Y 32 R
126.485 1.632 37.3 1.42976 1.70977 -3.13953 -1.8754 0.299139 -1.94226 23.0 X Y 33 SS-R
126.45 1.73 36.1 0.529667 0.178696 -0.708363 -0.753382 0.825002 -2.50758 23.0 X Y 34 SS-R
126.31 1.36 30.0 6.98336 -0.151881 -6.83148 -1.41342 2.74382 -2.41653 23.0 X Y 35 R
126.44 1.51 31.2 7.54991 -0.810841 -6.73907 1.78466 -0.0469671 -2.89339 23.0 X Y 36 R
126.42 1.482 31.2 8.37417 -0.899365 -7.4748 1.97949 -0.0520947 -3.20928 23.0 X Y 37 R
126.407 1.55 18.2 -5.09854 -0.293526 5.39207 -1.4184 7.40135 3.3361 23.0 X Y 38 N
126.35 1.42 10.0 7.84088 0.026672 -7.86756 -0.597701 0.91621 -0.457966 23.0 X Y 39 R
126.52 1.64 30.0 3.92248 -0.731856 -3.19062 -0.521813 -0.101965 -1.58602 23.0 X Y 40 R
126.49 1.63 10.0 7.86971 -0.548947 -7.32076 0.217161 -0.949574 -2.0575 23.0 X Y 41 R
126.34 1.36 35.0 0.178734 0.881735 -1.06047 -0.541076 0.211536 -1.63602 23.0 X Y 42 SS
126.337 1.506 30.4 0.779316 0.364493 -1.14381 0.640767 -0.0487337 -0.471578 24.0 X Y 43 R-SS
126.217 1.327 33.7 3.97086 -0.116347 -3.85451 0.599675 -0.57094 -0.988729 23.0 X Y 44 R
126.28 1.362 30.0 4.1968 -0.975043 -3.22176 -0.49671 1.33084 -2.0984 23.0 X Y 45 R
126.219 1.333 28.6 4.83926 -1.19726 -3.64199 -1.1207 1.02888 -2.60984 24.0 X Y 46 R
126.427 1.376 28.8 3.97137 -0.200963 -3.77041 0.0624701 0.270588 -0.870468 23.0 X Y 47 R
126.26 1.7 25.8 2.46222 -0.616516 -1.8457 -1.03804 -0.775777 -1.15729 23.0 X Y 48 R
126.42 1.58 25.9 0.632729 0.512554 -1.14528 -1.07691 0.0696939 -1.35245 23.0 X Y 49 SS-R
126.426 1.497 31.0 2.14945 0.609689 -2.75914 1.55334 -1.00954 -2.01729 23.0 X Y 50 R-SS
126.44 1.446 36.5 5.36653 -0.855566 -4.51096 -0.53729 -0.601629 -1.98021 23.0 X Y 51 R
126.423 1.749 34.2 1.61344 0.348551 -1.962 0.880737 -0.482105 0.264525 24.0 X Y 52 R-SS
126.29 1.71 33.0 1.35829 -3.22825 1.86996 1.45025 2.32194 -0.687516 23.0 X Y 53 R-SS
126.269 1.535 35.0 3.73466 -0.081001 -3.65366 1.39793 -1.8462 -2.35216 24.0 X Y 54 R-SS
126.385 1.659 32.4 4.27327 -1.44995 -2.82332 -1.73927 0.282844 -2.59155 23.0 X Y 55 R
126.42 1.72 34.6 1.98403 -0.598796 -1.38523 -0.0951547 -0.18735 -0.911052 23.0 X Y 56 R
126.335 1.722 46.1 0.577441 -0.218346 -0.359095 -0.403768 0.30016 -0.71773 24.0 X Y 57 R-SS
126.487 1.679 42.0 4.26279 -0.415318 -3.84747 0.00260863 0.640717 -1.27942 24.0 X Y 58 R
126.491 1.51 34.8 3.48582 -0.266005 -3.21982 1.64762 -0.35956 -2.0146 23.0 X Y 59 R-SS
126.301 1.436 46.0 3.90678 -0.049435 -3.85735 -1.19003 0.963669 -1.59233 24.0 X Y 60 R
126.423 1.53 21.4 -4.01446 0.536102 3.47836 0.368877 3.26934 1.57049 23.0 X Y 61 N
126.318 1.312 41.5 4.06463 -0.425639 -3.639 -1.16088 -0.0226268 -1.65351 25.0 X Y 62 R
126.392 1.703 47.5 1.56641 -1.15373 -0.412685 -1.31821 4.03383 1.54928 23.0 X Y 63 R
126.263 1.634 30.0 5.00431 -0.998009 -4.0063 -1.9982 1.0665 -3.18321 23.0 X Y 64 R-SS
126.39 1.53 40.5 4.31463 -0.463324 -3.85131 -0.802468 0.155984 -1.56611 24.0 X Y 65 R
126.36 1.77 41.9 1.74167 -0.111047 -1.63062 0.0346521 -0.336731 -0.441986 25.0 X Y 66 R
126.36 1.46 31.5 1.54648 -0.253434 -1.29305 -0.143217 0.221949 -0.614985 24.0 X Y 67 R
126.44 1.78 30.3 1.58079 -0.124579 -1.45621 0.0129732 0.111624 -0.426345 24.0 X Y 68 R
126.26 1.78 29.2 1.79378 -0.0717959 -1.72198 -0.794297 0.409249 -1.05805 24.0 X Y 69 R-SS
126.23 1.73 30.1 2.1409 -0.476482 -1.66442 -0.440176 0.143022 -1.00363 24.0 X Y 70 R
126.42 1.71 29.9 3.14689 -0.723285 -2.4236 0.241466 0.12706 -1.33251 24.0 X Y 71 R
126.37 1.71 26.1 2.82613 -0.254781 -2.57135 -0.156357 1.29398 -0.984525 24.0 X Y 72 R
126.29 1.74 27.5 2.90912 -0.312576 -2.59654 -0.626808 0.638299 -1.24432 24.0 X Y 73 R
126.21 1.72 33.4 4.28791 -1.41776 -2.87015 -0.590848 -1.09431 -2.02212 24.0 X Y 74 R
126.26 1.8 33.0 4.39629 -0.420239 -3.97606 -0.434193 0.382579 -1.40043 24.0 X Y 75 R
126.26 1.65 34.2 0.891639 1.63035 -2.52199 1.29642 -1.21153 -2.79172 23.0 X Y 76 SS-R
126.45 1.66 29.8 0.0 2.86331 -2.86331 0.063956 0.0271477 -2.76506 23.0 X Y 77 SS
126.41 1.81 32.7 7.75463 0.113035 -7.86766 -0.967704 -0.99825 0.373113 23.0 X Y 78 R
