date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
1965-01-24,00:11:17.26,-2.608,125.952,20.0,8.2,315.0,25.0,90.0,135.0,65.0,90.0,2.4,21.0,       ,       ,       ,       ,       ,       ,9
1977-01-01,19:01:40.70,-2.88,126.15,43.4,6.3,91.0,83.0,3.0,1.0,87.0,173.0,3.8199999999999996e+25,25.0,,,,,,,9
1977-09-19,05:13:09.10,-2.31,126.11,15.0,6.2,104.0,43.0,-75.0,264.0,48.0,-104.0,2.88e+25,25.0,,,,,,,9
1990-02-03,04:43:38.68,-2.946,126.311,25.0,5.12,61.0,62.0,29.0,316.0,64.0,148.0,6.13,16.0,3.46,3.09,2.38,0.26,1.46,-5.84,9
1990-02-03,04:43:39.70,-2.36,126.03,34.6,5.1,61.0,62.0,29.0,316.0,64.0,148.0,6.13e+23,23.0,,,,,,,9
1993-01-28,20:51:48.70,-3.22,126.65,15.0,5.2,72.0,61.0,-3.0,164.0,87.0,-151.0,9.05e+23,23.0,,,,,,,9
1993-01-28,20:51:53.99,-3.088,126.732,17.3,5.24,72.0,61.0,-3.0,164.0,87.0,-151.0,9.05,16.0,4.84,4.13,-0.65,-1.43,6.49,-4.19,9
1994-09-26,21:31:27.10,-2.56,126.9,42.5,5.4,42.0,41.0,-6.0,136.0,86.0,-131.0,1.52e+24,24.0,,,,,,,9
1998-08-02,20:13:06.37,-2.761,126.23,30.0,5.22,181.0,29.0,130.0,317.0,68.0,71.0,8.59,16.0,-5.61,3.53,5.7,-4.92,2.3,-0.09,9
1999-03-01,08:51:02.70,-2.79,126.5,15.0,5.7,149.0,41.0,142.0,270.0,66.0,56.0,4e+24,24.0,,,,,,,9
2004-11-20,02:32:39.30,-2.8,125.87,20.0,5.3,92.0,45.0,-103.0,290.0,46.0,-78.0,,,,,,,,,9
2004-11-20,02:32:41.96,-3.389,126.101,10.0,5.33,92.0,45.0,-103.0,290.0,46.0,-78.0,1.23,17.0,-0.1,-0.16,-1.13,0,-0.28,1.24,9
2005-06-13,07:02:32.00,-2.8,126.5,18.7,5.6,27.0,38.0,93.0,204.0,52.0,88.0,,,,,,,,,9
2005-07-09,23:40:34.30,-2.8,125.9,33.0,4.7,80.0,44.0,-141.0,320.0,64.0,-53.0,,,,,,,,,9
2006-08-21,12:49:14.00,-2.87,126.21,10.0,5.4,140.0,39.0,79.0,334.0,52.0,99.0,,,,,,,,,9
2006-08-21,14:28:36.00,-2.86,126.21,21.0,5.0,175.0,44.0,121.0,314.0,53.0,63.0,,,,,,,,,9
2009-04-04,09:29:46.00,-2.91,126.64,15.0,5.2,325.0,79.0,180.0,55.0,90.0,11.0,,,,,,,,,9
2016-07-18,21:16:33.50,-2.4,126.28,22.9,4.9,301.0,45.0,53.0,168.0,55.0,121.0,3.23e+23,23.0,,,,,,,9
2016-10-16,01:23:21.10,-2.65,126.69,17.1,4.9,152.0,46.0,115.0,298.0,49.0,66.0,2.61e+23,23.0,,,,,,,9
2018-02-26,13:34:53.16,-2.735,126.735,9.9,6.0,315.0,26.0,72.0,155.0,65.0,99.0,1.26,18.0,-0.68,-0.74,0.84,0.31,0.61,-0.16,9
2018-02-27,09:20:44.30,-2.65,126.85,14.4,4.9,304.0,44.0,55.0,168.0,55.0,119.0,3.28e+23,23.0,,,,,,,9
