1.4000e+01 3.2000e+01 9.9000e+01
3.7642e+01 5.8022e+01 8.8751e+01
2.8887e+01 5.9020e+01 7.5235e+01
2.7800e+02 2.9000e+01 1.1300e+02
3.5100e+02 3.2000e+01 7.3000e+01
1.4700e+02 3.2000e+01 1.1200e+02
2.5201e+01 5.7158e+01 7.7158e+01
2.2118e+01 5.9266e+01 7.2365e+01
3.7823e+01 5.8803e+01 7.8653e+01
9.2912e+00 6.6426e+01 4.5709e+01
3.5536e+01 6.2664e+01 9.6308e+01
2.4400e+02 3.2000e+01 5.8000e+01
9.0000e+01 6.0000e+01 2.8000e+01
1.8227e+01 7.5344e+01 4.0578e+01
2.7000e+01 4.1000e+01 1.2900e+02
3.7248e+01 6.2821e+01 7.0522e+01
3.7089e+01 6.1939e+01 8.2362e+01
2.3100e+02 2.9000e+01 1.4100e+02
2.7124e+01 6.1218e+01 6.7377e+01
2.0982e+01 6.5096e+01 5.8961e+01
2.5500e+02 2.6000e+01 8.6000e+01
3.0531e+01 5.9828e+01 7.3528e+01
2.6700e+02 2.8000e+01 9.0010e+01
3.4904e+01 5.3746e+01 7.4519e+01
3.1644e+01 5.2691e+01 6.2750e+01
3.5243e+01 5.2070e+01 7.6216e+01
5.0429e+01 6.1044e+01 9.1662e+01
3.6720e+01 6.0969e+01 7.3573e+01
2.6400e+02 3.7000e+01 1.4100e+02
4.6971e+01 5.8611e+01 7.9249e+01
5.3429e+01 6.1044e+01 9.1662e+01
2.0800e+02 1.9000e+01 8.0000e+01
3.8230e+01 5.8967e+01 7.2936e+01
4.6988e+01 5.4000e+01 8.9993e+01
3.3311e+01 6.2492e+01 7.1010e+01
2.6230e+01 5.8967e+01 7.2936e+01
1.9500e+02 1.3000e+01 1.4000e+01
2.0200e+02 2.3000e+01 9.0010e+01
2.4600e+02 2.7000e+01 1.1700e+02
2.4400e+02 3.2000e+01 5.8000e+01
2.6700e+02 2.8000e+01 9.0010e+01
3.2248e+01 6.2821e+01 7.0522e+01
3.7096e+01 6.1557e+01 7.4681e+01
4.1175e+01 5.9551e+01 7.9647e+01
2.9230e+01 5.8967e+01 7.2936e+01
2.2066e+02 1.7699e+01 1.0591e+02
2.3818e+02 1.3397e+01 6.3814e+01
2.2300e+02 2.3000e+01 9.8000e+01
3.0538e+01 6.1553e+01 7.2524e+01
2.4200e+02 2.9000e+01 1.1300e+02
3.3000e+01 6.4000e+01 6.8000e+01
1.0000e+01 6.1000e+01 3.9000e+01
2.5311e+02 2.7542e+01 1.4078e+02
3.1008e+01 6.3174e+01 8.1662e+01
2.3500e+02 1.8000e+01 1.2300e+02
1.7195e+01 5.9830e+01 4.8031e+01
3.3830e+01 6.2388e+01 7.3146e+01
3.4000e+01 6.0000e+01 8.3000e+01
2.2878e+02 2.7121e+01 1.0593e+02
3.3000e+01 6.1000e+01 7.7000e+01
3.3000e+01 6.3000e+01 7.1000e+01
2.8000e+01 6.1000e+01 8.2000e+01
2.7000e+02 5.6000e+01 -1.2900e+02
2.9073e+01 6.0844e+01 8.2600e+01
6.7621e+01 5.6375e+01 9.5363e+01
2.9000e+01 6.3000e+01 7.5000e+01
2.3091e+02 1.5621e+01 1.1605e+02
2.2228e+02 3.3147e+01 5.6128e+01
9.6000e+01 5.4000e+01 2.0000e+01
2.4600e+02 3.0000e+01 1.1900e+02
2.2300e+02 3.3000e+01 5.6000e+01
3.5620e+01 6.2543e+01 8.0280e+01
2.6483e+02 2.3685e+01 1.5708e+02
2.3095e+02 2.0508e+01 1.2811e+02
2.5559e+02 3.3429e+01 1.3241e+02
1.7510e+02 2.2660e+01 5.3330e+01
2.4838e+02 2.8905e+01 1.1903e+02
2.3570e+02 2.7170e+01 1.1225e+02
1.7000e+01 6.2000e+01 7.2000e+01
1.6381e+01 6.2170e+01 7.1506e+01
2.1300e+02 2.6000e+01 5.4000e+01
3.4000e+01 6.3000e+01 7.8000e+01
2.1778e+02 1.4825e+01 4.2741e+01
2.4046e+02 2.4034e+01 1.2693e+02
2.4955e+02 3.0464e+01 1.2353e+02
2.6739e+02 3.7958e+01 1.4984e+02
2.4000e+02 2.4000e+01 1.2600e+02
2.5908e+02 3.1026e+01 1.4083e+02
2.6958e+02 5.5927e+01 -1.2910e+02
