% ini datanya
%  stike   dip   rake
   87   42   -82
   63   67   -159
   275   38   -97
   120   37   -80
   139   59   -29
   268   30   -143
   52   76   -176
   109   41   -54
   127   59   4
   101   38   -69
   124   44   -60
   64   74   -179
   67   84   178
   336   68   -16
   116   37   -56
   111   35   -86
   47   72   -165
   170   50   12
   170   50   12
   76   52   -151
   271   34   -97
   114   28   -79
   115   13   6
   309   50   -87
   68   72   173
   129   29   -58
   36   86   177
   320   64   -53
   339   83   -5
   321   61   -59
   277   57   -98
