% ini datanya
%  stike   dip   rake
   147   39   143
   266   26   -103
   101   21   96
   85   34   61
   115   38   115
   92   29   101
   74   26   61
   295   42   117
   109   13   93
   72   29   49
   93   40   80
   66   18   45
   47   18   70
   122   9   106
   39   29   138
   66   18   45
   69   31   58
   75   26   80
   321   63   150
   116   44   133
   138   60   -176
   106   18   97
   53   33   56
   57   29   66
   278   64   110
   94   21   84
   74   37   59
   224   76   82
   307   75   110
   265   69   94
   281   72   96
   275   72   89
   275   71   92
   119   12   109
   301   72   102
   271   69   88
   298   63   92
   278   62   109
   65   29   106
   258   78   82
   272   70   89
   85   48   -168
   346   81   -43
   268   67   86
   98   21   93
   273   65   92
   291   67   98
