name,quality,lon,lat,depth,strike1,dip1,rake1,strike2,dip2,rake2,Mw,down,up,R,type,K,AR
before,A-B,120.21629411764707,-1.3261764705882353,10.0,138.51632214389346,89.048884966724,7.710567351570609,87.34835548096318,83.38925787711824,-175.91045303128698,4.0,286.79056209893105,298.7380133938081,0.5198061987793008,SS,1.0,1.4801938012206992
after,A-B,120.21629411764707,-1.3261764705882353,10.0,244.46922112811768,75.10383584919664,-151.91811241283708,122.25575142884094,71.97974887448122,-26.2844874526714,4.0,74.85908016870745,103.81853976756327,0.2775009147031316,SS-N,1.0,1.7224990852968685
before,A-D,120.21629411764707,-1.3261764705882353,10.0,139.73755305153767,86.53078958371675,7.767393319593424,90.03702776369396,81.83760528386179,-177.61086521740427,4.0,289.764389983041,300.3386759170134,0.5782483684388665,SS,1.0,1.4217516315611336
after,A-D,120.21629411764707,-1.3261764705882353,10.0,120.97227150411511,70.85181364603595,-39.06122989514698,247.9465272328335,64.47604969260529,-144.37459131370446,4.0,258.32215104998295,287.77649018575227,0.13055421829888184,SS-N,1.0,1.8694457817011183
