#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.87 3.787 20.0 5.00524 0.224917 -5.23016 1.40949 4.30783 -0.0267774 25.0 X Y 0 R
126.86 3.72 44.9 0.983279 0.149422 -1.1327 0.392523 0.978363 0.514325 24.0 X Y 1 R-SS
126.7 3.76 39.5 -0.692296 0.0184116 0.673885 -1.18205 0.602809 -0.533283 24.0 X Y 2 N
126.514 4.013 35.0 -1.64819 0.00271646 1.64548 0.468373 1.90857 0.181268 24.0 X Y 3 N
126.735 3.866 15.0 1.74941 -0.00830709 -1.7411 0.0494078 -1.27018 0.124878 24.0 X Y 4 R
127.0 3.52 26.6 0.38775 -0.194644 -0.193106 -0.369965 1.11572 0.3007 25.0 X Y 5 R
126.49 4.0 15.0 1.04991 -0.760819 -0.289093 -1.14763 1.57016 0.589093 24.0 X Y 6 R
126.695 3.498 39.1 1.03808 -0.743509 -0.294567 -1.1628 1.57057 0.578346 24.0 X Y 7 R
126.605 3.788 34.1 6.9899 -0.0398445 -6.95005 0.194249 0.225021 -0.554787 24.0 X Y 8 R
126.55 3.726 30.4 2.1811 -0.116995 -2.06411 -0.0192237 0.160011 -0.49458 25.0 X Y 9 R
126.677 3.777 29.0 0.69652 0.413558 -1.11008 0.605796 0.696423 0.153249 25.0 X Y 10 R-SS
126.769 3.585 25.0 6.00703 -0.02923 -5.9778 -0.204374 2.92269 0.418009 23.0 X Y 11 R
126.521 3.941 28.4 0.402236 0.102122 -0.504358 0.228213 1.04515 0.296175 24.0 X Y 12 R
126.721 3.874 27.0 3.29028 0.383094 -3.67337 1.13802 0.769995 0.0649905 24.0 X Y 13 R
126.641 3.875 30.0 3.03714 -0.0138603 -3.02328 0.0612053 1.75269 -0.211457 24.0 X Y 14 R
126.98 4.33 18.1 8.77742 -0.548541 -8.22888 -1.06798 -0.748463 -2.28095 24.0 X Y 15 R
126.475 4.226 35.8 9.42682 -0.546778 -8.88004 -1.07067 -0.664693 -2.36717 24.0 X Y 16 R
126.589 4.236 36.7 1.13054 0.0361052 -1.16664 -0.232698 0.211145 -0.162712 24.0 X Y 17 R
126.806 3.635 15.7 0.308464 2.31751 -2.62598 -3.67477 0.916773 3.97272 23.0 X Y 18 SS-R
126.678 3.599 15.0 0.62861 0.0688998 -0.69751 0.624069 -0.608054 0.23775 24.0 X Y 19 R
126.722 4.254 43.9 4.08151 -0.496783 -3.58472 0.819645 1.07572 -1.38347 24.0 X Y 20 R
126.85 4.22 43.3 4.25201 -0.521307 -3.7307 0.813319 1.03516 -1.44389 24.0 X Y 21 R
126.706 3.598 40.3 2.49043 0.280357 -2.77079 0.856295 0.0562699 0.216809 25.0 X Y 22 R
126.807 3.46 21.6 3.22459 0.905022 -4.12962 3.24538 -3.70347 0.721789 23.0 X Y 23 R
126.862 3.563 23.3 3.06682 0.0450891 -3.1119 -0.557941 1.55272 0.186465 24.0 X Y 24 R
126.9 4.17 40.9 5.32345 -0.668906 -4.65454 -0.484591 1.43393 -2.02636 23.0 X Y 25 R
126.352 3.976 40.9 5.90463 -0.741933 -5.1627 -0.537496 1.59048 -2.24759 23.0 X Y 26 R
126.364 4.02 29.8 -0.537961 0.466635 0.0713262 -0.638588 0.776493 -0.286547 24.0 X Y 27 N
126.97 3.9 27.7 0.910303 2.32234 -3.23264 -1.59253 1.51971 -4.29432 23.0 X Y 28 SS-R
126.3 3.94 15.0 5.16937 -2.34599 -2.82338 0.393595 -1.94072 2.75729 23.0 X Y 29 R
126.332 3.819 17.5 1.58625 -0.586483 -0.999769 0.359583 -0.957246 0.809513 25.0 X Y 30 R
126.91 4.4 44.0 0.875884 -0.0435612 -0.832323 0.429682 0.511811 -0.285363 24.0 X Y 31 R
126.84 3.33 48.4 1.26304 0.0179784 -1.28101 0.340606 0.870948 -0.137956 24.0 X Y 32 R
126.61 4.09 24.6 0.324303 0.198755 -0.523059 0.58913 0.838242 -0.00824963 24.0 X Y 33 R
126.49 4.09 17.2 1.13873 -0.374959 -0.763766 0.286836 -1.80286 0.817902 24.0 X Y 34 R
126.56 4.121 24.9 4.28849 0.360685 -4.64918 -4.65738 -1.47548 -3.31931 23.0 X Y 35 R-SS
126.549 3.561 31.2 0.893353 0.0290393 -0.922392 0.556401 0.67911 -0.252881 24.0 X Y 36 R
126.674 3.598 17.6 4.2171 0.0437056 -4.26081 0.75577 5.11106 -0.0633924 23.0 X Y 37 R
126.847 3.372 37.4 3.14656 0.122614 -3.26917 0.63243 -1.46789 -0.16166 23.0 X Y 38 R
126.835 3.427 19.8 0.662087 -1.84607e-17 -0.662087 -0.19635 0.735322 0.0753716 24.0 X Y 39 R
126.782 3.41 15.0 2.04333 -0.0155214 -2.02781 -0.621066 7.09881 0.17741 23.0 X Y 40 R
126.911 3.454 28.1 2.62607 -0.0956617 -2.5304 3.50973 6.27019 -0.772485 23.0 X Y 41 R
126.89 3.98 28.1 2.71835 -0.0990235 -2.61933 3.63307 6.49054 -0.799631 23.0 X Y 42 R
126.472 4.09 28.0 5.41927 -0.633934 -4.78534 -0.129609 -0.356099 -1.74172 23.0 X Y 43 R
126.519 4.1 27.7 6.27604 -0.715029 -5.56101 -1.63893 -3.00155 -2.0441 23.0 X Y 44 R
126.76 3.44 33.0 7.61848 1.04247 -8.66095 -4.36661 0.270595 -3.71341 22.0 X Y 45 R-SS
126.534 4.137 37.3 6.05157 0.828065 -6.87964 -3.46852 0.214941 -2.94967 23.0 X Y 46 R-SS
126.54 4.18 48.8 3.89408 -0.0952948 -3.79878 -0.129483 -0.817521 -0.601668 23.0 X Y 47 R
126.35 4.0 25.3 -0.0578569 7.90168 -7.84382 0.064321 0.686672 0.798371 23.0 X Y 48 SS
126.83 3.66 49.6 0.168733 0.212696 -0.38143 0.190892 1.20948 1.54019 23.0 X Y 49 SS-R
126.721 3.569 27.0 0.357834 0.102476 -0.46031 0.287164 0.866291 0.123102 24.0 X Y 50 R
126.718 3.678 14.9 6.53417 0.916889 -7.45106 3.65816 2.61979 -1.63432 23.0 X Y 51 R-SS
126.65 3.8 35.0 3.95457 -0.0819869 -3.87258 1.79771 2.00508 3.00825 23.0 X Y 52 R-SS
126.405 3.822 40.0 -0.885691 1.41642 -0.530729 0.774326 -0.723176 0.985917 25.0 X Y 53 N-SS
126.41 3.78 45.0 0.417767 0.00970493 -0.427472 0.225305 1.51077 0.0032152 24.0 X Y 54 R
126.74 4.25 28.0 2.79056 -0.140677 -2.64988 -0.278634 -0.153436 -0.653949 23.0 X Y 55 R
126.84 4.29 28.5 2.65023 -0.369672 -2.28056 -0.376947 0.632833 -1.10455 23.0 X Y 56 R
126.527 4.18 28.5 1.62937 -0.0808443 -1.54852 -0.0953121 -0.155932 -0.358455 24.0 X Y 57 R
126.44 3.92 12.0 0.802427 0.0339243 -0.836352 0.241966 0.726368 -0.0224615 24.0 X Y 58 R
126.87 3.28 37.8 2.99365 -0.0592459 -2.9344 0.862002 2.45782 -0.526224 23.0 X Y 59 R
126.9 4.25 28.1 5.46637 -0.186954 -5.27942 0.498208 -0.998886 -1.2176 23.0 X Y 60 R
127.0 4.32 44.0 1.24815 0.202428 -1.45058 0.675089 0.0747776 -0.446125 24.0 X Y 61 R-SS
126.984 4.168 18.9 5.67307 1.00854 -6.68161 2.39254 -0.106733 -0.101665 23.0 X Y 62 R-SS
126.366 3.827 26.0 0.953676 2.27743 -3.23111 -1.55389 0.522639 0.0944365 25.0 X Y 63 SS-R
126.731 3.876 28.7 3.74127 -0.519596 -3.22167 0.0678061 0.851704 -1.31832 23.0 X Y 64 R
126.651 4.18 22.3 5.23866 -1.10839 -4.13027 -1.81611 3.16137 -4.33543 23.0 X Y 65 R-SS
126.69 4.23 24.5 5.30411 1.02519 -6.32931 -3.59845 1.09052 -3.7862 23.0 X Y 66 R-SS
126.669 3.647 25.0 5.74996 2.33304 -8.083 3.76335 4.10101 1.4875 24.0 X Y 67 R-SS
126.75 3.954 25.0 1.1393 0.0342896 -1.17359 -0.201061 -0.0119191 0.0395227 25.0 X Y 68 R
126.702 4.031 33.9 4.49757 1.5481 -6.04566 2.79462 0.22372 1.20715 23.0 X Y 69 R-SS
126.647 3.993 37.8 6.74301 0.723817 -7.46683 2.48946 3.641 2.7014 23.0 X Y 70 R-SS
126.686 4.046 27.6 0.975038 -0.00628157 -0.968756 0.164027 0.266186 0.232605 24.0 X Y 71 R
