% ini datanya
%  stike   dip   rake
   315.0   25.0   90.0
   91.0   83.0   3.0
   104.0   43.0   -75.0
   61.0   62.0   29.0
   61.0   62.0   29.0
   212.0   82.0   -178.0
   72.0   61.0   -3.0
   72.0   61.0   -3.0
   42.0   41.0   -6.0
   181.0   29.0   130.0
   149.0   41.0   142.0
   92.0   45.0   -103.0
   27.0   38.0   93.0
   80.0   44.0   -141.0
   140.0   39.0   79.0
   175.0   44.0   121.0
   325.0   79.0   180.0
   301.0   45.0   53.0
   152.0   46.0   115.0
   315.0   26.0   72.0
   304.0   44.0   55.0
