% ini datanya			
%	strike	dip	rake
	171	43	103
	347	41	73
	358	39	94
	344	79	11
	186	31	74
	219	38	137
	209	29	53
	195	44	54
	8	38	129
	60	34	95
	24	31	95
	83	47	124
	183	33	104
	195	13	14
	213	43	102
	197	43	91
	2	51	55
	18	45	73
	206	43	86
	211	35	108
	219	44	113
	37	37	93
	206	44	100
	33	42	114
	5	27	62
	68	65	163
	157	89	0
	24	34	100
	346	46	63
	350	42	79
	353	53	36
	8	34	78
	53	39	115
	354	31	66
	220	32	92
	225	35	-168
	59	49	153
	148	48	28
	255	33	123
	241	32	107
	23	36	82
	156	69	-10
	248	80	179
	182	75	168
	194	30	83
	176	39	75
	159	44	-97
	14	37	95
	192	46	110
	51	26	86
	349	41	23
	229	50	135
	182	38	68
	188	41	76
	56	34	129
	337	27	66
	240	35	116
	158	34	51
	358	51	47
	247	33	107
	230	29	87
	167	33	53
	236	34	113
	141	46	-172
	142	82	6
	354	50	51
	239	33	108
	127	44	2
	13	46	70
	266	51	132
	224	44	113
	229	40	99
	40	35	101
	85	50	138
	188	26	94
	11	53	2
	198	21	116
	193	30	94
	190	25	94
	209	31	99
	195	41	67
	19	39	81
	213	46	106
	19	39	89
	201	39	109
	23	37	91
	332	47	47
	36	41	124
	22	39	97
	22	41	74
	247	32	119
	207	48	121
	332	39	42
	182	10	-81
	293	33	-133
	345	49	32
	204	36	96
	233	29	104
	129	43	12
	228	45	114
	67	41	-36
	3	33	99
	143	86	-1
	214	39	88
	251	44	107
	257	49	148
	17	35	92
