tau11,tau12,tau13,tau22,tau23,tau33,azimuth sigma 1,plunge sigma 1,azimuth sigma 2,plunge sigma 2,azimuth sigma 3,plunge sigma 3,shape ratio,friction,SHmax,principal strike 1,principal dip 1,principal rake 1,principal strike 2,principal dip 2,principal rake 2,simpson index
-0.05844820304128671,0.09094349593826778,-0.8310110811549634,0.23786915010409268,0.24698157971769422,-0.17942094706280398,343.66260335441115,46.57337355937256,253.24653831724322,0.3938099066192393,162.87381080377872,43.42391562332177,0.7275863297813501,0.7999999999999999,344.2286791163046,253.12044131685622,72.24533266172949,89.58649492667223,252.2156256919675,20.908250548811836,-91.1035625705573,2.2724136702186497
-0.04680201647185008,0.01187592565976768,-0.8225140083683419,0.32982313178024625,-0.10831004795040589,-0.2830211153083964,4.89018612330162,49.13594251080952,101.82629942281696,5.964354419637516,196.89826286087217,40.2378734121175,0.7812350174691657,0.9499999999999998,-1.8042886610808808,283.67633102678496,72.8285137632472,96.24369825736258,293.7181541447645,26.885069618359168,-76.71553227149505,2.218764982530834
0.00826795182600554,0.10257767484087671,-0.814319986989524,0.3221128185370147,0.04229873475609344,-0.33038077036302,353.3420557020537,50.54908502603202,94.03806564976516,8.683594388572686,190.91932485789192,38.11339946168082,0.7871479417973911,0.9499999999999998,343.4139997367671,276.41974457841695,74.77877520024366,99.00187222064777,289.80831215865044,29.33403511687449,-72.05038346857168,2.2128520582026088
0.045602391916861815,0.11874443988065815,-0.7390367628323323,0.33603068555396015,0.2724141064121471,-0.3816330774708219,339.928370738108,51.865025003301405,249.25787016443655,0.5263740299504605,158.84467980344547,38.129997005721414,0.8499380684595413,0.9499999999999998,340.36323187589824,249.11783975869503,75.1031485799607,89.4553188251095,248.29388626542925,28.63813281018939,-91.0983207331733,2.1500619315404585
-0.054999860245665985,-0.03839469660961399,-0.9609349897785371,0.07314502785671552,-0.03204874686703972,-0.018145167611049513,3.7229410298460603,44.38464971277897,271.7100565625624,2.055286836804214,179.6141725114728,45.54164058876758,0.5587994296513469,0.7,15.46583918729836,271.0394422703228,71.93677921828947,87.83811781175437,264.98492709163753,17.037541907647434,-97.03080022950809,2.441200570348653
0.06907819124674285,0.03254045246473257,-0.8973937861191369,0.17587201456406523,0.018279910329899934,-0.24495020581080668,357.3566788916788,49.91987464651248,89.79753654247439,2.052446792633674,181.5210779775567,40.00551998045133,0.6453160476372508,0.9499999999999998,344.32078862024935,270.4171280762383,73.20910322118999,92.14389068850744,273.86547553533126,26.80210289215485,-85.44438980518393,2.354683952362749
-0.18556735466983143,0.19506039851075352,-0.7837424135531004,0.2555837560720369,0.273254588829251,-0.07001640140220536,340.1045340476228,41.747004073315956,71.56506589696679,1.6359379901960693,163.39595770368462,48.20600018696314,0.7951497279961951,0.6499999999999999,339.2564391605616,252.1521363941814,70.26430557121961,91.73805961120996,258.46204105757556,13.37838001539695,-82.91257312816225,2.204850272003805
0.008881907386647703,0.04073706966412888,-0.7799598904339873,0.36635748911976806,0.14090657116215632,-0.37523939650641613,350.77940361054834,51.748420962287945,256.8698484978295,3.0768670682779344,164.45582902826044,38.08169530972012,0.8383281136316372,0.9499999999999998,353.580366342613,256.0509089870702,75.10985647827859,86.81611431581761,251.25172440940094,28.77006890225766,-96.40312913186153,2.161671886368363
0.05264349499416533,0.04402637681559564,-0.8110380782896404,0.32175807010118074,-0.0032680165058777593,-0.3744015650953469,358.2756901247798,52.339102725161574,94.00393980269686,4.40499223251787,187.36953780048805,37.31092953053559,0.7840407293467148,0.9499999999999998,350.94109946769277,275.1178269868255,75.83683475131026,94.5433749142297,281.7894656152493,29.62508317017063,-81.06139002171037,2.2159592706532854
0.024339807040608712,0.06362460267241851,-0.8905596975091072,0.16784765622973002,0.14232496354582233,-0.1921874632703398,349.0775108451404,48.13391273218074,82.01642834180936,2.6307964309514773,174.36637029444697,41.74462178412756,0.651413576819833,0.9499999999999998,339.2182089835637,262.89957861651556,71.45609084834544,92.77497676767696,267.6465046458656,25.096393020905467,-83.7873873767057,2.348586423180167
