date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
1977-08-27,07:12:33.70,-7.92,125.72,32.3,7.0,249.0,46.0,113.0,38.0,49.0,68.0,4.39e+26,26.0,,,,,,,2
1989-07-14,20:42:48.40,-7.86,125.41,36.4,6.6,67.0,33.0,103.0,232.0,58.0,82.0,1.08e+26,25.0,,,,,,,2
1994-05-20,04:38:37.60,-7.71,125.14,33.0,5.5,46.0,32.0,76.0,242.0,59.0,98.0,1.95e+24,24.0,,,,,,,2
1998-10-22,08:13:29.20,-7.61,126.02,42.7,5.4,34.0,28.0,77.0,229.0,62.0,97.0,1.38e+24,24.0,,,,,,,2
2003-06-08,21:15:36.00,-7.616,125.632,30.3,5.19,99.0,46.0,108.0,255.0,47.0,73.0,0.77,17.0,0.05,-0.16,0.73,-0.01,-0.05,-0.78,2
2004-06-25,16:00:47.00,-7.43,125.85,33.0,5.1,223.0,39.0,49.0,91.0,62.0,118.0,,,,,,,,,2
2004-11-11,21:26:58.00,-7.87,125.12,17.0,7.5,67.0,27.0,72.0,267.0,65.0,99.0,2.1200000000000001e+27,27.0,,,,,,,2
2004-11-12,08:52:44.40,-7.96,125.36,16.3,5.1,86.0,33.0,74.0,285.0,58.0,100.0,6.62e+23,23.0,,,,,,,2
2004-11-28,01:22:22.40,-7.96,125.32,17.6,5.3,74.0,43.0,0.0,164.0,90.0,-133.0,1.0999999999999999e+24,24.0,,,,,,,2
2004-12-21,17:01:19.56,-7.892,125.174,17.5,5.11,49.0,73.0,-174.0,317.0,84.0,-17.0,5.82,16.0,-5.74,-2.03,0.56,0.51,-0.49,5.18,2
2005-08-27,04:43:35.10,-7.98,125.5,25.2,4.7,122.0,40.0,135.0,240.0,63.0,60.0,1.66e+23,23.0,,,,,,,2
2005-09-12,21:51:03.83,-7.714,125.568,15.0,5.14,75.0,47.0,134.0,200.0,58.0,53.0,6.4,16.0,-1.92,-2.21,4.43,0.4,-4.76,-2.51,2
2008-04-19,03:12:25.98,-7.809,125.72,15.0,6.08,184.0,89.0,28.0,93.0,62.0,178.0,1.61,18.0,-0.04,-0.74,0.31,-0.28,-1.42,-0.26,2
2008-04-19,10:21:14.63,-7.877,125.678,23.1,5.94,184.0,88.0,34.0,93.0,56.0,177.0,1.0,18.0,-0.03,-0.53,0.17,-0.17,-0.84,-0.13,2
2008-04-19,14:53:41.90,-7.875,125.673,15.0,5.4,74.0,32.0,164.0,177.0,82.0,59.0,1.59,17.0,-0.63,-1.3,0.34,-0.06,-0.8,0.3,2
2008-04-19,16:27:33.10,-7.74,125.84,17.2,4.9,55.0,29.0,113.0,209.0,63.0,78.0,2.59e+23,23.0,,,,,,,2
2008-04-19,16:50:46.40,-7.917,125.71,17.3,5.04,102.0,33.0,148.0,220.0,73.0,61.0,4.49,16.0,0.87,-2.55,2.05,-1.91,-1.93,-2.93,2
2008-04-19,18:51:18.68,-7.984,125.681,16.8,5.09,109.0,59.0,-164.0,11.0,76.0,-32.0,5.42,16.0,2.81,-2.3,-1.19,-1.68,-3.91,-1.62,2
2008-04-20,13:01:22.41,-7.881,125.734,15.0,5.6,231.0,62.0,90.0,51.0,28.0,90.0,3.09,17.0,-0.82,-1.11,2.31,-1.35,-1.59,-1.48,2
2008-04-20,22:09:31.50,-7.81,125.75,16.6,4.9,107.0,45.0,117.0,199.0,88.0,45.0,3.19e+23,23.0,,,,,,,2
2010-10-16,15:44:32.00,-7.29,125.67,10.0,6.1,93.0,43.0,87.0,277.0,47.0,93.0,,,,,,,,,2
2016-03-12,04:25:59.61,-7.947,125.741,18.2,5.21,122.0,51.0,-172.0,27.0,84.0,-39.0,8.35,16.0,5.22,-3.79,-0.41,-4.41,-3.7,-4.81,2
2018-09-18,09:25:29.94,-7.447,125.79,17.7,4.97,53.0,45.0,59.0,273.0,53.0,117.0,3.63,16.0,-0.09,1.18,3.21,-0.83,-1.07,-3.11,2
2020-04-02,02:13:13.50,-7.87,125.8,15.6,5.5,11.0,71.0,-16.0,106.0,75.0,-161.0,2.02e+24,24.0,,,,,,,2
2021-10-30,11:11:45.40,-7.5,125.61,17.8,5.5,47.0,33.0,60.0,262.0,62.0,108.0,2.14e+24,24.0,,,,,,,2
