date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
1998-10-10,16:29:04.50,-0.3,119.8,33.0,6.0,359.0,34.0,41.0,233.0,69.0,117.0,,,,,,,,,9
2000-12-28,21:06:46.50,-0.49,119.95,20.0,4.5,108.0,54.0,-150.0,359.0,66.0,-40.0,,,,,,,,,9
2006-01-03,11:00:17.30,-0.24,119.94,12.0,5.0,89.0,75.0,-170.0,356.0,80.0,-15.0,4.02e+23,23.0,,,,,,,9
2008-08-21,21:30:46.15,-0.338,119.63,35.0,5.04,230.0,47.0,125.0,4.0,53.0,58.0,4.59,16.0,-3.46,1.15,3.77,-1.41,-2.16,-0.32,9
2010-01-08,08:15:25.10,-0.5,120.0,19.9,4.8,73.0,65.0,-179.0,343.0,89.0,-25.0,2.25e+23,23.0,,,,,,,9
2012-02-08,08:52:23.90,-0.35,119.93,12.7,4.8,250.0,62.0,-161.0,151.0,73.0,-30.0,1.85e+23,23.0,,,,,,,9
2018-09-21,23:20:33.30,-0.78,119.67,30.2,4.9,7.0,34.0,56.0,226.0,62.0,111.0,2.52e+23,23.0,,,,,,,9
2018-09-28,07:00:02.22,-0.345,119.852,25.4,6.06,359.0,66.0,-14.0,95.0,77.0,-155.0,1.57,18.0,0.24,-0.26,-0.29,-0.62,-1.39,0.04,9
2018-09-28,08:24:57.60,-0.4,120.02,12.0,5.2,181.0,77.0,-1.0,272.0,89.0,-167.0,8.63e+23,23.0,,,,,,,9
2018-09-28,10:02:44.97,-0.273,119.895,23.0,7.57,348.0,57.0,-15.0,87.0,77.0,-146.0,2.83,20.0,-0.27,-0.87,-0.48,-1.45,-2.19,0.76,9
2018-10-01,17:39:03.90,-0.52,119.89,12.0,5.8,258.0,76.0,167.0,351.0,78.0,14.0,1.99e+23,23.0,,,,,,,9
