value,mean of all data,stdev,mean of ci95 data,stdev of ci95,2.5%,97.5%,half width 95% percentil
Sigma1 Azimuth,294.47583465980864,2.6247391144357777,294.4520698141373,2.2396260227738294,289.73133362416064,300.18540088759374,5.2270336317165516
Sigma1 Plunge,6.520556725478074,4.906746789823472,6.295167876580582,4.281585044294488,0.2997461460440608,17.709531608475118,8.704892731215528
Sigma2 Azimuth,156.19068227110017,42.664463931042356,156.3032632807338,38.59557757305836,70.9831936166876,235.77925237759368,82.39802938045304
Sigma2 Plunge,80.83295362053991,4.768177922715209,80.99013276889929,4.110265011731523,70.85388080868614,88.00096195984877,8.573540575581312
Sigma3 Azimuth,24.86102159936269,2.640734214773194,24.821061713408206,2.216957228834357,20.110878748528823,30.501196905402484,5.195159078436831
Sigma3 Plunge,5.2302357476801715,3.505399363007961,5.062084497610003,2.8563417054986275,0.10102804519495479,12.37057594643637,6.1347739506207075
SHmax,294.6514312627534,2.5997270740677396,294.6222331130439,2.2093355198422358,289.764389983041,300.3386759170134,5.28714296698621
Shape Ratio,0.5778284292464746,0.08471284941431577,0.5787635133543342,0.07427560426559399,0.3967562056712269,0.7258926373663374,0.16456821584755524
simpson index,1.4221715707535254,0.08471284941431578,1.4212364866456657,0.074275604265594,1.2741073626336628,1.6032437943287732,0.1645682158475552
