% ini datanya
%  stike   dip   rake
   197   58   85
   212   59   60
   206   53   119
   35   33   84
   194   72   81
   46   58   115
   216   58   103
   192   35   120
   94   84   -80
   220   53   118
   230   72   135
   20   43   55
   34   45   116
   11   41   -87
   180   28   76
   34   36   74
   66   46   115
   330   57   31
   357   56   77
   244   21   105
   215   19   100
   239   65   90
   201   37   77
   23   30   104
   23   30   104
   193   28   68
   193   28   68
   4   28   31
   50   55   131
   211   42   98
   225   29   90
   68   30   171
   44   60   105
   4   45   77
   202   46   103
   202   59   75
   35   36   121
   170   25   55
   221   38   91
   215   75   -95
   1   54   80
   273   35   -109
   342   58   16
   179   63   49
   32   36   103
   23   33   88
   203   49   81
   49   42   124
   188   56   82
   47   55   108
   358   12   70
   20   43   83
   20   43   83
   348   35   53
   12   47   80
   213   46   116
   99   88   -90
   165   88   33
   19   42   87
   69   29   124
   13   82   4
   40   26   113
   341   61   26
   262   70   163
   214   39   116
   12   37   78
   198   43   81
   190   44   72
   190   44   72
   52   28   -39
   188   42   97
   20   43   81
   7   37   72
   19   42   95
   346   76   11
   164   53   39
   24   43   105
   225   41   112
   16   49   67
   193   43   90
   21   33   73
   350   56   20
   58   55   142
   21   41   86
   236   57   104
   150   59   61
   300   43   160
   216   49   46
   181   58   57
   128   39   -174
   19   43   61
   34   42   91
   9   56   38
   201   41   94
   184   47   55
   219   45   119
   34   27   -71
   204   40   78
   217   50   109
   34   40   98
   98   20   31
   147   76   58
   31   33   98
   26   26   92
   10   49   57
   11   45   75
   19   40   96
   213   43   102
   197   43   91
   2   51   55
   18   45   73
   206   43   86
   211   35   108
   219   44   113
   37   37   93
   206   44   100
   33   42   114
   5   27   62
   68   65   163
   157   89   0
   24   34   100
   350   42   79
   353   53   36
   8   34   78
   53   39   115
   354   31   66
   148   48   28
   23   36   82
   176   39   75
   159   44   -97
   192   46   110
   158   34   51
   23   37   91
   228   45   114
