#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.279 1.396 44.4 2.86421 -0.37705 -2.48716 -0.267147 -1.37912 -0.996838 25.0 X Y 0 R
126.455 1.687 50.0 2.68204 -2.10428 -0.57776 0.0103015 -1.68802 -1.86429 24.0 X Y 1 R-SS
126.249 1.241 45.0 3.27085 0.558446 -3.8293 -1.43137 -0.345385 -0.361344 24.0 X Y 2 R-SS
126.366 1.515 39.1 1.39106 -0.539552 -0.851504 -0.465186 -0.430345 -0.683395 24.0 X Y 3 R
126.337 1.378 35.0 2.28475 -0.408601 -1.87615 -0.576174 -3.0973 -1.05329 25.0 X Y 4 R
126.44 1.25 33.3 6.10852 -0.474863 -5.63365 3.30977 0.861542 -3.1462 24.0 X Y 5 R-SS
126.364 1.714 47.4 2.55496 -0.353401 -2.20156 -1.01382 -0.803729 -1.04297 26.0 X Y 6 R
126.27 1.77 37.8 1.82187 0.182386 -2.00425 -0.759022 0.839254 0.216022 24.0 X Y 7 R
126.509 1.827 30.2 -0.285911 0.318081 -0.0321702 -1.34006 0.119114 0.218906 25.0 X Y 8 N
126.192 1.384 44.8 3.96987 0.086812 -4.05668 -1.74405 -0.0225672 -1.65025 25.0 X Y 9 R
126.568 1.729 32.6 1.04401 1.05093 -2.09494 -1.45358 -0.503199 -0.807407 25.0 X Y 10 R-SS
126.46 1.15 37.3 1.29511 -0.550011 -0.745095 -0.655722 0.142288 -0.891168 24.0 X Y 11 R-SS
126.517 1.591 15.0 7.91881 0.0559825 -7.9748 2.26413 -1.52717 -2.64804 23.0 X Y 12 R
126.354 1.642 20.0 -5.37226 0.125719 5.24654 -0.0665681 0.782093 0.833297 23.0 X Y 13 N
126.43 1.69 43.8 6.38967 2.20966e-16 -6.38967 1.69672 4.30989 -0.902162 23.0 X Y 14 R
126.1 1.7 38.0 7.26186 -3.46399 -3.79788 -2.78791 -0.965626 -3.84863 23.0 X Y 15 R
126.505 1.64 40.8 5.27243 -3.0851 -2.18733 0.863276 -1.48628 -3.1432 23.0 X Y 16 R
126.17 1.38 49.3 4.19343 4.5003 -8.69373 -4.53686 -0.463488 -1.38771 24.0 X Y 17 SS-R
126.551 1.579 32.6 1.21868 0.0229584 -1.24164 -0.195224 0.482823 -0.1865 25.0 X Y 18 R
126.13 1.67 34.8 0.725195 -0.503826 -0.221368 0.605051 0.596742 -0.349802 24.0 X Y 19 R
126.45 1.69 37.3 4.81608 -1.16245 -3.65362 2.46737 5.79755 -2.10923 23.0 X Y 20 R
126.472 1.696 43.4 1.77523 -1.30432 -0.470904 -1.27683 -0.767197 -0.783716 24.0 X Y 21 R
126.174 1.331 35.3 7.88071 -1.77429 -6.10642 2.22102 1.56796 -3.48311 25.0 X Y 22 R
126.38 1.52 37.2 1.33179 -0.0654202 -1.26637 0.00521916 -0.837526 -0.345831 24.0 X Y 23 R
126.212 1.359 37.2 1.47718 -0.0725625 -1.40462 0.00578896 -0.928963 -0.383587 24.0 X Y 24 R
126.33 1.16 33.0 3.85248 -0.581337 -3.27114 2.19977 2.15902 -1.63663 22.0 X Y 25 R
126.38 1.454 32.7 4.1758 -0.630127 -3.54568 2.38439 2.34022 -1.77398 23.0 X Y 26 R
126.22 1.85 33.0 1.20341 -0.1637 -1.03971 -2.18447 -0.660939 -1.20686 23.0 X Y 27 R
126.444 1.645 30.0 1.66252 0.265073 -1.92759 1.03056 -0.286799 -1.03739 25.0 X Y 28 R-SS
126.308 1.325 38.5 1.56087 -0.283726 -1.27714 -0.0560117 0.225046 -0.619793 24.0 X Y 29 R
126.37 1.45 28.2 6.73628 -3.36814 -3.36814 2.97642 2.97642 -3.36814 23.0 X Y 30 R
126.272 1.436 15.0 0.162878 0.272419 -0.435297 0.298045 -0.988718 -0.483667 24.0 X Y 31 R
126.328 1.508 35.0 3.36879 -0.723496 -2.6453 1.72598 1.03707 -1.65187 24.0 X Y 32 R
126.44 1.14 21.0 4.35235 -0.120063 -4.23229 -0.708784 0.049563 -1.00646 24.0 X Y 33 R
126.358 1.079 30.0 1.5612 -0.0388677 -1.52233 -0.25271 0.0433015 -0.355632 25.0 X Y 34 R
126.476 1.837 20.0 3.80959 -1.22299 -2.58661 -0.206723 -2.10116 -2.03603 24.0 X Y 35 R
126.32 1.33 32.7 6.47548 0.129296 -6.60477 1.50439 -3.62191 -2.22003 23.0 X Y 36 R
126.13 1.347 47.9 2.86826 0.292469 -3.16073 1.92209 2.7828 -0.550678 23.0 X Y 37 R
126.35 1.739 37.5 1.01587 -0.426102 -0.589767 0.155301 0.200604 -0.501426 24.0 X Y 38 R
126.372 1.473 30.0 -4.28859 2.09202 2.19656 4.10146 6.1961 2.26289 24.0 X Y 39 N
126.417 1.586 31.0 2.35265 -0.0130319 -2.33962 -0.243003 0.768781 -0.393719 25.0 X Y 40 R
126.21 1.41 23.6 -1.77278 1.72898 0.0438022 -0.616508 0.565156 -0.463204 23.0 X Y 41 N
126.23 1.74 37.4 1.39315 2.56148 -3.95463 -2.93429 -0.238955 -3.29925 23.0 X Y 42 SS-R
126.374 1.536 25.0 1.80193 0.0596576 -1.86159 0.901716 -1.29364 -1.69264 24.0 X Y 43 R-SS
126.219 1.697 35.6 4.69819 -0.716805 -3.98138 -0.0264722 -1.78351 -1.81749 23.0 X Y 44 R
126.33 1.21 33.6 1.44699 -0.242583 -1.20441 -0.294426 -0.574902 -0.541365 24.0 X Y 45 R
126.364 1.055 20.0 2.29283 -0.549137 -1.7437 0.0955551 -0.390626 -1.01692 25.0 X Y 46 R
126.45 1.138 28.0 6.5492 -0.787101 -5.7621 1.6461 -2.94283 -3.65638 23.0 X Y 47 R-SS
126.186 1.233 20.0 3.45079 -0.186366 -3.26442 0.0956109 -1.42135 -0.892425 24.0 X Y 48 R
126.364 1.064 20.0 6.70181 -1.69105 -5.01075 2.69044 0.691493 -3.47516 24.0 X Y 49 R
126.143 1.384 25.0 0.585193 0.00688203 -0.592075 -0.466037 -1.33144 -0.0881999 24.0 X Y 50 R
126.328 1.181 39.5 1.56925 -0.26824 -1.30101 -0.170273 -0.0548007 -0.605256 24.0 X Y 51 R
126.34 1.3 39.5 1.56925 -0.26824 -1.30101 -0.170273 -0.0548007 -0.605256 24.0 X Y 52 R
126.275 1.185 33.8 0.933973 0.134357 -1.06833 -0.529434 -0.460068 -0.20251 24.0 X Y 53 R-SS
126.328 1.209 35.0 2.73711 -0.262234 -2.47488 -0.28295 0.255816 -0.879883 25.0 X Y 54 R
126.361 1.204 31.3 0.973633 0.0234421 -0.997076 -0.295342 0.151257 -0.305705 24.0 X Y 55 R
126.407 1.561 35.0 -0.2131 0.207886 0.00521494 -3.00996 0.476731 -0.0329258 24.0 X Y 56 N
126.448 1.165 50.0 0.147806 1.62051 -1.76831 0.657064 -2.01223 -2.787 24.0 X Y 57 SS-R
126.421 1.147 37.6 3.44365 -0.439765 -3.00388 -0.245347 -0.298318 -1.15575 23.0 X Y 58 R
126.14 1.35 30.0 2.79895 -1.71731 -1.08164 -0.935043 -2.44452 -1.73849 23.0 X Y 59 R
126.18 1.49 28.9 0.108124 -2.44068 2.33255 -0.675888 0.543033 -5.01661 23.0 X Y 60 SS
126.463 1.589 30.9 5.7618 -1.04074 -4.72106 -0.756641 -5.24154 -2.60087 23.0 X Y 61 R
126.485 1.632 37.3 1.42976 1.70977 -3.13953 -1.8754 0.299139 -1.94226 23.0 X Y 62 SS-R
126.45 1.73 36.1 0.529667 0.178696 -0.708363 -0.753382 0.825002 -2.50758 23.0 X Y 63 SS-R
126.31 1.36 30.0 6.98336 -0.151881 -6.83148 -1.41342 2.74382 -2.41653 23.0 X Y 64 R
126.383 1.244 32.9 3.49338 -0.340094 -3.15329 -0.811704 -0.851557 -1.13513 23.0 X Y 65 R
126.38 1.26 10.0 2.47492 -0.393853 -2.08106 0.326796 0.0757868 -0.944167 25.0 X Y 66 R
126.44 1.51 31.2 7.54991 -0.810841 -6.73907 1.78466 -0.0469671 -2.89339 23.0 X Y 67 R
126.42 1.482 31.2 8.37417 -0.899365 -7.4748 1.97949 -0.0520947 -3.20928 23.0 X Y 68 R
126.407 1.55 18.2 -5.09854 -0.293526 5.39207 -1.4184 7.40135 3.3361 23.0 X Y 69 N
126.35 1.42 10.0 7.84088 0.026672 -7.86756 -0.597701 0.91621 -0.457966 23.0 X Y 70 R
126.52 1.64 30.0 3.92248 -0.731856 -3.19062 -0.521813 -0.101965 -1.58602 23.0 X Y 71 R
126.426 1.182 29.1 7.01533 -0.449432 -6.56589 -2.12482 -1.76582 -2.23326 23.0 X Y 72 R
126.49 1.63 10.0 7.86971 -0.548947 -7.32076 0.217161 -0.949574 -2.0575 23.0 X Y 73 R
126.34 1.36 35.0 0.178734 0.881735 -1.06047 -0.541076 0.211536 -1.63602 23.0 X Y 74 SS
126.337 1.506 30.4 0.779316 0.364493 -1.14381 0.640767 -0.0487337 -0.471578 24.0 X Y 75 R-SS
126.217 1.327 33.7 3.97086 -0.116347 -3.85451 0.599675 -0.57094 -0.988729 23.0 X Y 76 R
126.28 1.362 30.0 4.1968 -0.975043 -3.22176 -0.49671 1.33084 -2.0984 23.0 X Y 77 R
