% ini datanya
%  stike   dip   rake
   17   62   72
   10   61   39
   278   29   113
   248   36   125
   256   39   138
   16   81   68
   147   32   112
   255   26   86
   81   63   110
   223   33   56
   213   26   54
   36   65   75
   249   35   116
   244   32   58
   267   28   90
   244   32   58
   267   28   90
   264   37   141
   252   45   121
   250   33   122
   28   66   66
   32   65   72
   237   35   116
   250   33   123
   247   32   116
   220   32   92
   241   32   107
   247   32   119
   257   49   148
