% ini datanya
%  stike   dip   rake
   359   24   -36
   177   63   91
   6   46   92
   12   47   88
   26   71   123
   176   32   90
   17   54   113
   3   60   89
   195   51   177
   7   25   133
   14   48   116
   175   20   79
   97   52   5
   141   18   37
   169   37   53
   123   48   45
   206   39   96
   21   66   123
   188   46   104
   346   52   77
   22   77   115
   148   33   30
   62   82   151
   225   57   146
   171   45   55
   342   64   12
   336   52   59
   164   47   47
   346   48   60
   175   28   86
   194   13   122
   123   9   52
   207   45   112
   158   71   71
   33   69   129
   164   46   36
   335   56   37
   25   44   113
   130   28   23
   127   35   9
   127   56   5
   229   24   128
   144   17   24
   189   27   83
   346   40   94
   206   7   115
   15   64   102
   175   23   88
   127   44   2
   207   48   121
   204   36   96
   129   43   12
   67   41   -36
