date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
07-01-04,57:46.7,0.67,123.08,9.4,4.7,147,39,143,267,68,57,,,,,,,,,5
10-10-18,34:26.3,1.43,121.52,22.6,4.8,186,44,-76,347,48,-103,1.85e+23,23.0,,,,,,,5
07-01-04,57:45.4,1.54,122.62,34.4,4.9,147,39,143,267,68,57,3.31e+23,23.0,,,,,,,5
19-08-06,47:36.0,1.28,121.79,46.3,4.9,85,37,90,265,53,90,2.39e+23,23.0,,,,,,,5
10-01-11,35:34.2,1.06,123.27,34.7,4.9,266,26,-103,100,65,-84,2.83e+23,23.0,,,,,,,5
25-09-15,47:51.6,1.52,122.89,27.8,4.9,101,21,96,275,70,88,2.46e+23,23.0,,,,,,,5
30-06-16,46:17.1,1.19,121.77,44.4,4.9,98,36,91,278,54,90,2.8e+23,23.0,,,,,,,5
23-11-11,05:57.3,1.4,121.57,20.5,5.0,354,42,-100,187,48,-81,4.06e+23,23.0,,,,,,,5
12-11-19,48:32.1,1.58,123.46,29.0,5.0,85,34,61,299,61,108,3.63e+23,23.0,,,,,,,5
01-07-11,38:46.1,0.972,121.779,27.0,5.02,110,48,-148,357,67,-47,4.23,16.0,1.88,-2.24,-2.23,-1.11,-2.71,0.35,5
08-08-91,08:31.6,1.261,122.551,27.2,5.03,115,38,115,265,56,72,4.45,16.0,1.13,-0.53,3.52,-1.37,0.93,-4.65,5
28-08-06,26:56.5,1.421,122.926,18.9,5.07,92,29,101,260,62,84,5.08,16.0,0.41,-0.68,4.02,-2.7,-0.36,-4.44,5
01-01-09,35:33.9,1.336,121.888,30.0,5.07,119,29,121,265,66,74,5.06,16.0,1.59,-0.31,3.04,-3.12,0.94,-4.64,5
17-12-90,21:07.1,1.66,123.42,33.0,5.1,74,26,61,286,67,104,5.31e+23,23.0,,,,,,,5
23-07-02,35:17.6,1.16,124.27,33.0,5.1,199,50,-5,292,86,-140,,,,,,,,,5
21-05-19,42:47.2,1.16,122.16,46.4,5.1,93,39,92,270,51,88,5.3e+23,23.0,,,,,,,5
26-06-90,36:28.9,1.94,123.01,15.0,5.2,72,29,49,297,68,110,9.1e+23,23.0,,,,,,,5
24-09-92,08:19.1,1.34,123.44,15.0,5.2,295,42,117,81,53,67,7.37e+23,23.0,,,,,,,5
23-10-93,22:33.4,2.11,122.43,47.9,5.2,98,35,102,264,56,82,9.32e+23,23.0,,,,,,,5
21-01-10,00:48.0,1.66,122.21,15.0,5.2,96,22,97,269,69,87,,,,,,,,,5
01-11-12,37:02.0,1.28,122.12,45.0,5.2,105,22,99,275,68,86,,,,,,,,,5
22-03-20,34:57.2,1.6,121.98,28.0,5.2,91,20,91,271,70,90,6.77e+23,23.0,,,,,,,5
15-09-21,49:49.1,1.3,122.05,40.2,5.2,2,53,35,249,62,138,7.84e+23,23.0,,,,,,,5
11-07-02,30:41.2,1.087,121.917,27.5,5.21,105,23,95,280,67,88,8.11,16.0,0.95,0.91,5.13,-5.62,1.56,-6.08,5
19-04-94,48:09.2,1.245,123.394,25.0,5.23,109,13,93,286,77,89,8.93,16.0,-1.27,2.17,4.42,-7.73,0.75,-3.15,5
26-06-90,36:22.6,1.132,123.019,30.4,5.24,72,29,49,297,68,110,9.1,16.0,-0.34,4.78,6.6,-4.67,-0.2,-6.26,5
