,cluster,best seed,mean stdev
0,0.0,15.0,4.230996647307194
1,1.0,5.0,12.564066383311282
2,2.0,37.0,4.715527413623708
3,3.0,13.0,6.506942143638865
4,4.0,49.0,11.423994832026196
5,5.0,10.0,10.17833358102251
6,6.0,41.0,16.625170593600323
7,7.0,5.0,8.85161280631902
8,8.0,14.0,8.606855702309513
9,9.0,22.0,17.277541241281085
