date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,corepoint
1992-07-15,06:34:18.01,1.372,123.357,34.6,5.56,307.0,75.0,110.0,73.0,25.0,39.0,2.71,17.0,0.26,1.59,1.39,-1.55,0.23,-1.65,c
1992-08-11,00:01:33.50,-0.05,125.64,45.8,5.5,223.0,23.0,98.0,35.0,67.0,87.0,1.95e+24,24.0,,,,,,,c
1992-09-23,08:10:54.97,1.256,123.575,35.0,5.41,53.0,33.0,56.0,272.0,63.0,110.0,1.65,17.0,0.17,0.21,1.18,-0.91,-0.49,-1.35,c
1992-09-24,12:08:19.10,1.34,123.44,15.0,5.2,295.0,42.0,117.0,81.0,53.0,67.0,7.37e+23,23.0,,,,,,,c
1992-12-04,20:38:44.03,1.104,125.991,42.7,5.4,43.0,30.0,136.0,173.0,70.0,68.0,1.58,17.0,-0.91,-1.08,1.03,0.5,-0.42,-0.11,c
1992-12-24,00:03:28.40,2.614,126.641,40.0,5.68,205.0,80.0,81.0,67.0,13.0,131.0,4.05,17.0,-0.67,-3.44,1.37,-1.49,-0.94,-0.69,c
1993-01-03,04:23:41.80,-1.17,120.08,48.4,5.7,68.0,72.0,173.0,160.0,83.0,19.0,3.93e+24,24.0,,,,,,,c
1993-03-16,13:03:07.50,1.01,125.7,15.5,5.3,343.0,13.0,-126.0,200.0,80.0,-82.0,1.05e+24,23.0,,,,,,,c
1993-04-11,05:08:13.90,1.69,126.43,43.8,5.2,180.0,28.0,76.0,15.0,63.0,97.0,9.34e+23,23.0,,,,,,,c
1993-05-06,05:42:04.30,1.1,123.0,29.0,5.5,74.0,37.0,59.0,292.0,59.0,111.0,,,,,,,,,c
1993-05-20,11:08:14.56,0.098,124.891,45.0,5.67,28.0,61.0,82.0,224.0,30.0,103.0,3.91,17.0,-2.19,1.89,3.29,0.72,-1.66,-1.1,c
1993-05-20,11:08:18.30,-0.13,125.29,49.2,5.7,224.0,30.0,103.0,28.0,61.0,82.0,3.91e+24,24.0,,,,,,,c
1993-06-04,11:24:56.60,1.61,122.8,17.7,5.4,116.0,44.0,133.0,244.0,60.0,57.0,1.55e+24,24.0,,,,,,,c
1993-07-07,15:38:21.50,2.83,126.87,47.4,4.9,51.0,44.0,82.0,242.0,47.0,97.0,2.75e+23,23.0,,,,,,,c
1993-08-08,00:31:08.51,0.802,120.356,37.2,5.43,285.0,56.0,-18.0,25.0,75.0,-145.0,1.75,17.0,-0.68,-1.01,-0.44,0.01,1.04,1.13,c
1993-12-09,04:32:21.51,0.591,125.898,20.0,6.91,173.0,80.0,79.0,41.0,15.0,137.0,2.86,19.0,-1.08,-2.61,0.93,0.38,-0.39,0.15,c
1993-12-09,11:38:29.69,0.62,125.785,17.2,6.73,183.0,81.0,84.0,35.0,11.0,122.0,1.52,19.0,-0.49,-1.43,0.44,-0.06,-0.18,0.05,c
1993-12-09,11:38:37.90,0.63,125.71,16.6,6.7,35.0,11.0,122.0,183.0,81.0,84.0,1.52e+26,26.0,,,,,,,c
1993-12-12,17:03:21.49,0.359,125.88,25.0,5.89,209.0,57.0,102.0,7.0,35.0,72.0,8.48,17.0,-7.03,-2.42,7.71,-2.54,-2.21,-0.67,c
1993-12-12,18:26:29.49,0.358,125.81,25.0,5.88,181.0,64.0,103.0,333.0,29.0,65.0,8.14,17.0,-6.82,-4.75,5.9,-0.58,1.73,0.93,c
1993-12-13,16:27:50.47,0.513,126.176,46.7,5.41,334.0,44.0,-85.0,147.0,47.0,-95.0,1.64,17.0,1.27,0.04,-1.47,-0.11,-0.91,0.2,c
1993-12-13,16:27:55.50,1.19,125.87,15.0,5.4,334.0,44.0,-85.0,147.0,47.0,-95.0,1.64e+24,24.0,,,,,,,c
1994-02-20,01:54:37.42,1.996,126.454,28.7,5.98,206.0,78.0,-83.0,356.0,13.0,-119.0,11.29,17.0,5.09,9.29,-3.61,4.38,1.95,-1.48,c
1994-04-19,05:48:09.25,1.245,123.394,25.0,5.23,109.0,13.0,93.0,286.0,77.0,89.0,8.93,16.0,-1.27,2.17,4.42,-7.73,0.75,-3.15,c
1994-09-08,08:50:42.37,0.592,126.072,35.0,5.63,213.0,69.0,132.0,325.0,46.0,30.0,3.41,17.0,-3.27,-1.23,1.71,-1.47,0,1.56,c
1994-10-25,04:37:47.00,1.7,126.1,38.0,5.2,34.0,36.0,74.0,234.0,55.0,102.0,,,,,,,,,c
1994-10-25,04:37:53.10,2.44,126.32,44.5,5.5,34.0,36.0,74.0,234.0,55.0,102.0,1.89e+24,24.0,,,,,,,c
1995-01-14,09:10:49.16,1.64,126.505,40.8,5.11,66.0,46.0,115.0,212.0,50.0,67.0,5.82,16.0,-1.92,-1.12,4.8,0.42,-4.03,-2.88,c
1995-01-14,09:10:56.40,2.26,126.74,39.0,5.1,66.0,46.0,115.0,212.0,50.0,67.0,5.82e+23,23.0,,,,,,,c
1995-01-20,15:49:08.00,1.38,126.17,49.3,5.9,330.0,57.0,31.0,222.0,65.0,143.0,7.95e+24,24.0,,,,,,,c
1995-01-21,07:30:24.52,2.557,126.841,46.3,6.21,153.0,63.0,83.0,349.0,28.0,104.0,2.51,18.0,-1.8,-1.22,2.08,0.8,0.59,-0.27,c
1995-05-19,21:29:58.50,-1.1,120.2,30.0,5.8,129.0,29.0,-58.0,274.0,65.0,-160.0,,,,,,,,,c
1995-06-17,06:01:59.50,3.17,126.98,38.3,5.3,207.0,17.0,136.0,340.0,79.0,78.0,1.02e+24,23.0,,,,,,,c
1995-07-29,08:01:26.56,4.254,126.722,43.9,5.69,26.0,54.0,96.0,196.0,37.0,82.0,4.23,17.0,-3.53,1.02,3.98,0.76,-1.41,-0.45,c
1995-07-29,08:01:29.10,4.22,126.85,43.3,5.7,196.0,37.0,82.0,26.0,54.0,96.0,4.23e+24,24.0,,,,,,,c
1995-10-29,18:29:50.05,0.906,126.191,28.4,5.15,151.0,41.0,54.0,15.0,58.0,117.0,6.66,16.0,-6.15,2.03,5.43,2.4,0.77,0.73,c
1995-10-30,07:33:09.20,0.5,126.0,43.0,5.4,218.0,48.0,114.0,4.0,48.0,66.0,,,,,,,,,c
1995-11-08,16:01:26.80,1.32,121.72,17.8,5.9,185.0,37.0,-93.0,9.0,53.0,-87.0,1.04e+25,25.0,,,,,,,c
1995-11-13,02:17:53.79,3.598,126.706,40.3,6.23,14.0,48.0,116.0,157.0,48.0,64.0,2.76,18.0,-2.62,0.1,2.54,0.97,0.21,0.08,c
1995-11-16,08:58:51.89,3.46,126.807,21.6,5.13,18.0,26.0,139.0,146.0,74.0,70.0,6.28,16.0,-3.77,-3.41,3.77,3.96,-0.18,0,c
1995-11-16,09:24:40.97,3.563,126.862,23.3,5.63,349.0,59.0,82.0,184.0,32.0,103.0,3.43,17.0,-3.1,1.5,2.95,-0.54,0.23,0.16,c
1996-01-01,08:05:13.85,0.741,119.963,33.5,7.87,252.0,85.0,94.0,36.0,6.0,54.0,7.78,20.0,-0.35,-2.36,1.34,-7.27,-0.86,-0.98,c
1996-01-01,08:05:23.10,0.74,119.93,15.0,7.9,36.0,6.0,54.0,252.0,85.0,94.0,7.78e+24,27.0,,,,,,,c
1996-01-01,22:42:00.79,0.722,119.965,35.0,5.43,165.0,72.0,161.0,261.0,72.0,19.0,1.75,17.0,0.6,-0.76,0.04,-0.49,1.4,-0.65,c
1996-01-04,15:54:20.90,0.08,125.0,40.1,5.0,202.0,28.0,78.0,35.0,62.0,96.0,4.65e+23,23.0,,,,,,,c
1996-01-08,16:55:09.84,0.937,120.169,36.7,5.28,148.0,20.0,124.0,292.0,74.0,79.0,10.48,16.0,-2.97,2.37,6.08,-8.38,2.7,-3.11,c
1996-02-06,17:58:57.91,0.945,120.162,21.6,5.7,257.0,77.0,95.0,55.0,14.0,69.0,4.41,17.0,0,-0.85,1.78,-3.86,-0.87,-1.77,c
1996-02-07,07:57:19.94,1.05,120.158,14.9,6.02,257.0,76.0,94.0,61.0,14.0,75.0,1.32,18.0,0.07,-0.25,0.53,-1.13,-0.27,-0.61,c
1996-03-12,22:06:06.77,3.021,126.501,45.6,5.88,17.0,69.0,92.0,191.0,21.0,84.0,8.01,17.0,-5.39,5.59,5.04,1.83,-1.59,0.35,c
1996-04-02,18:50:37.23,3.04,126.201,32.8,5.89,206.0,74.0,101.0,351.0,20.0,56.0,8.29,17.0,-4.7,-5.95,4.49,-3.45,-0.63,0.22,c
1996-04-03,17:26:39.70,1.072,120.373,29.9,5.44,58.0,22.0,66.0,264.0,70.0,100.0,1.8,17.0,0.32,-0.13,0.96,-1.34,-0.49,-1.28,c
1996-04-04,11:11:19.87,3.077,126.236,30.5,5.58,221.0,65.0,95.0,30.0,26.0,80.0,2.92,17.0,-1.49,-1.34,2.22,-1.29,-1.1,-0.72,c
1996-04-04,11:11:30.30,3.6,126.35,37.6,5.6,30.0,26.0,80.0,221.0,65.0,95.0,2.92e+24,24.0,,,,,,,c
1996-05-07,08:44:35.30,1.9,126.5,33.0,5.5,200.0,36.0,109.0,357.0,56.0,77.0,,,,,,,,,c
1996-05-07,08:44:37.79,1.579,126.551,32.6,6.02,357.0,56.0,77.0,200.0,36.0,109.0,1.31,18.0,-1.14,0.49,1.23,-0.22,-0.18,-0.09,c
1996-05-19,23:21:42.70,1.381,122.869,32.8,5.72,301.0,72.0,102.0,87.0,21.0,58.0,4.64,17.0,0.39,2.01,2.45,-3.08,1.02,-2.85,c
1996-07-16,10:07:37.70,1.036,120.24,25.0,6.56,262.0,76.0,95.0,63.0,14.0,71.0,8.4,18.0,0.02,-0.89,3.7,-7.38,-1.23,-3.72,c
1996-07-16,10:07:41.60,0.86,120.26,0.0,6.0,63.0,14.0,71.0,262.0,76.0,95.0,,,,,,,,,c
1996-07-16,10:07:42.40,1.27,120.35,21.0,6.5,63.0,14.0,71.0,262.0,76.0,95.0,8.4e+25,25.0,,,,,,,c
1996-07-22,14:19:36.86,1.027,120.458,28.4,6.98,264.0,77.0,96.0,57.0,14.0,63.0,3.61,19.0,0.03,-0.25,1.46,-3.23,-0.56,-1.5,c
1996-07-27,22:34:08.32,1.161,120.561,28.1,5.38,70.0,25.0,68.0,274.0,67.0,100.0,1.46,17.0,0.36,0.09,0.86,-1,-0.14,-1.22,c
1996-07-27,22:34:12.40,0.9,120.5,33.0,5.6,70.0,25.0,68.0,274.0,67.0,100.0,,,,,,,,,c
1996-07-28,10:40:44.76,0.971,120.219,28.6,5.93,256.0,75.0,95.0,57.0,16.0,71.0,9.67,17.0,-0.45,-1.78,4.71,-8.14,-1.95,-4.25,c
1996-07-28,10:40:46.30,1.0,120.2,33.0,6.3,57.0,16.0,71.0,256.0,75.0,95.0,,,,,,,,,c
1996-07-28,10:40:49.30,1.36,120.35,20.0,5.9,57.0,16.0,71.0,256.0,75.0,95.0,9.67e+24,24.0,,,,,,,c
1996-08-12,17:00:29.94,-0.108,125.078,47.4,6.0,31.0,65.0,79.0,235.0,27.0,112.0,12.36,17.0,-5.01,7.28,9.43,3.12,-4.83,-4.41,c
1996-08-13,06:38:20.20,-0.184,124.995,41.6,5.67,270.0,56.0,-129.0,145.0,50.0,-47.0,3.9,17.0,0.9,2.69,-3.05,1.71,-1.11,2.14,c
1996-08-20,03:28:50.37,1.008,120.197,27.3,5.26,40.0,21.0,50.0,262.0,74.0,104.0,9.71,16.0,1.8,-1.47,3.81,-7.75,-3.76,-5.61,c
1996-09-10,02:34:17.88,1.02,120.243,34.3,5.79,257.0,74.0,97.0,52.0,17.0,66.0,5.95,17.0,-0.61,-0.94,3.13,-4.97,-1.25,-2.52,c
1996-09-10,06:20:54.71,1.026,120.109,29.5,5.17,95.0,21.0,82.0,284.0,70.0,93.0,7.19,16.0,-3.39,1.68,6.49,-5.17,-0.37,-3.1,c
1996-09-29,09:00:45.86,0.902,126.461,33.0,5.32,59.0,32.0,111.0,215.0,61.0,77.0,1.2,17.0,-0.47,-0.59,1.06,-0.21,-0.45,-0.58,c
1996-10-04,08:03:09.12,1.194,120.668,30.0,5.59,267.0,88.0,93.0,32.0,4.0,34.0,3.03,17.0,-0.48,-0.09,0.48,-3.02,-0.16,0,c
1996-10-18,11:19:19.77,0.379,126.312,40.0,5.74,24.0,49.0,88.0,207.0,41.0,92.0,4.98,17.0,-4.13,0.61,4.7,0.17,-2.19,-0.56,c
1996-12-11,04:22:03.40,-0.2,125.3,31.0,5.6,235.0,18.0,123.0,20.0,75.0,80.0,,,,,,,,,c
1996-12-21,19:14:23.56,3.976,126.352,40.9,5.13,213.0,40.0,106.0,13.0,52.0,77.0,6.29,16.0,-5.7,1.53,5.22,-0.1,-3.02,0.48,c
1996-12-21,19:14:29.00,4.17,126.9,40.9,5.1,213.0,40.0,106.0,13.0,52.0,77.0,6.29e+23,23.0,,,,,,,c
1997-01-02,12:31:15.70,0.4,126.3,35.0,4.6,187.0,34.0,41.0,61.0,69.0,117.0,,,,,,,,,c
1997-01-02,12:31:19.10,0.54,126.53,29.8,5.3,187.0,34.0,41.0,61.0,69.0,117.0,1.19e+24,23.0,,,,,,,c
1997-01-18,08:04:10.58,4.02,126.364,29.8,5.31,278.0,18.0,-128.0,138.0,76.0,-79.0,11.56,16.0,1.5,8.43,-6.84,-5.63,-0.5,5.34,c
1997-02-14,01:04:23.90,-0.02,125.31,37.3,5.3,208.0,19.0,80.0,29.0,72.0,93.0,1.21e+24,23.0,,,,,,,c
1997-08-14,21:47:38.40,-0.9,121.7,36.0,5.2,322.0,86.0,2.0,231.0,88.0,176.0,,,,,,,,,c
1997-09-17,14:50:34.00,2.5,126.5,33.0,4.9,23.0,35.0,89.0,205.0,55.0,91.0,,,,,,,,,c
1997-09-17,14:50:37.83,2.195,126.529,41.5,6.02,205.0,55.0,91.0,23.0,35.0,89.0,1.32,18.0,-1.03,-0.4,1.26,-0.2,-0.44,-0.22,c
1997-10-12,04:09:28.50,2.4,126.2,33.0,5.1,294.0,62.0,169.0,29.0,81.0,28.0,,,,,,,,,c
1997-11-25,12:14:35.78,1.229,122.498,25.0,7.02,275.0,69.0,89.0,98.0,21.0,93.0,4.13,19.0,0.19,0.23,2.62,-3.08,0.33,-2.82,c
1997-11-25,12:14:36.10,1.3,122.6,40.0,6.5,98.0,21.0,93.0,275.0,69.0,89.0,,,,,,,,,c
1997-11-25,12:14:42.90,1.37,122.71,29.4,7.0,98.0,21.0,93.0,275.0,69.0,89.0,4.13e+26,26.0,,,,,,,c
1997-11-29,03:41:58.60,2.8,126.5,33.0,5.6,32.0,26.0,122.0,178.0,68.0,76.0,,,,,,,,,c
1997-12-01,06:48:29.10,2.42,126.56,47.9,5.4,81.0,18.0,44.0,308.0,77.0,103.0,1.3999999999999998e+24,24.0,,,,,,,c
1998-03-03,17:25:48.40,3.9,126.97,27.7,5.1,251.0,69.0,166.0,346.0,77.0,22.0,6.31e+23,23.0,,,,,,,c
1998-06-27,17:07:03.60,1.67,126.13,34.8,5.3,244.0,21.0,105.0,47.0,70.0,84.0,1.07e+24,23.0,,,,,,,c
1998-08-02,11:58:20.90,1.69,126.45,37.3,5.2,215.0,19.0,100.0,25.0,72.0,87.0,9.29e+23,23.0,,,,,,,c
1998-08-28,12:40:58.05,-0.086,125.019,50.0,6.11,34.0,63.0,78.0,240.0,29.0,113.0,1.78,18.0,-0.64,0.95,1.39,0.46,-0.78,-0.75,c
1998-09-28,05:43:25.10,3.94,126.3,15.0,5.1,307.0,37.0,73.0,148.0,54.0,103.0,6.5e+23,23.0,,,,,,,c
1998-09-28,19:23:22.99,3.819,126.332,17.5,6.12,313.0,30.0,74.0,152.0,61.0,99.0,1.89,18.0,-1,-0.94,1.49,0.38,0.9,-0.49,c
1998-10-10,16:32:23.40,-0.8,120.1,28.0,5.5,355.0,31.0,35.0,235.0,73.0,116.0,,,,,,,,,c
1998-10-28,16:25:05.40,0.902,125.848,35.0,6.49,148.0,84.0,13.0,57.0,77.0,174.0,6.75,18.0,-6.29,-0.91,0.71,1.24,-2.77,5.58,c
1998-10-29,16:08:16.00,0.4,125.8,10.0,5.0,48.0,69.0,-165.0,313.0,76.0,-21.0,,,,,,,,,c
1998-10-29,22:25:38.82,0.797,126.113,41.8,5.01,327.0,54.0,16.0,228.0,77.0,143.0,4.07,16.0,-3.8,-1.16,1.22,-1.77,-0.96,2.58,c
1998-11-19,20:50:34.12,1.696,126.472,43.4,5.51,239.0,65.0,90.0,59.0,25.0,90.0,2.24,17.0,-0.68,-0.73,1.92,-1.21,-0.53,-1.23,c
1998-11-19,20:50:38.50,2.51,126.51,33.6,5.5,59.0,25.0,90.0,239.0,65.0,90.0,2.24e+24,24.0,,,,,,,c
1998-12-06,00:47:15.16,1.331,126.174,35.3,6.55,201.0,37.0,77.0,37.0,54.0,100.0,8.54,18.0,-6.22,1.57,8.07,2.26,-3.43,-1.85,c
1998-12-16,15:16:59.30,0.4,125.9,0.0,5.1,183.0,65.0,22.0,84.0,70.0,154.0,,,,,,,,,c
1998-12-16,15:52:17.40,3.0,126.6,0.0,5.1,78.0,28.0,168.0,179.0,84.0,63.0,,,,,,,,,c
1998-12-16,15:53:07.40,1.58,126.72,25.1,5.2,78.0,28.0,168.0,179.0,84.0,63.0,8.11e+23,23.0,,,,,,,c
1998-12-16,16:14:58.56,1.184,126.153,30.0,5.56,126.0,87.0,88.0,345.0,3.0,129.0,2.73,17.0,-0.27,-1.6,0.34,2.19,-0.01,-0.07,c
1998-12-16,17:45:07.50,1.241,126.106,39.2,6.13,165.0,66.0,47.0,51.0,48.0,147.0,1.92,18.0,-1.3,-0.81,1,1.16,-0.71,0.31,c
1998-12-18,20:49:39.76,1.221,126.081,21.7,5.17,190.0,37.0,67.0,39.0,56.0,107.0,7.28,16.0,-5.46,1.25,6.8,2.87,-2.2,-1.34,c
1999-01-25,11:45:59.70,4.4,126.91,44.0,5.3,185.0,29.0,67.0,32.0,63.0,102.0,1.12e+24,23.0,,,,,,,c
1999-01-25,23:45:37.80,2.94,126.68,47.2,5.4,31.0,27.0,89.0,212.0,63.0,90.0,1.66e+24,24.0,,,,,,,c
1999-03-18,13:21:09.50,3.33,126.84,48.4,5.4,177.0,28.0,74.0,15.0,64.0,98.0,1.48e+24,24.0,,,,,,,c
1999-03-23,08:32:31.30,1.2,120.0,16.0,5.0,49.0,19.0,56.0,264.0,74.0,101.0,,,,,,,,,c
1999-04-08,11:30:12.50,-0.5,123.1,45.0,5.4,226.0,29.0,67.0,72.0,63.0,102.0,,,,,,,,,c
1999-05-21,18:20:26.40,4.09,126.61,24.6,5.3,149.0,19.0,28.0,33.0,81.0,107.0,1.25e+24,23.0,,,,,,,c
1999-06-25,11:12:32.10,4.09,126.49,17.2,5.5,298.0,23.0,45.0,165.0,74.0,106.0,2.36e+24,24.0,,,,,,,c
1999-07-13,04:03:19.20,2.44,126.52,36.1,5.0,259.0,34.0,82.0,88.0,56.0,95.0,3.37e+23,23.0,,,,,,,c
1999-08-19,08:07:12.10,2.73,126.49,31.3,5.2,22.0,39.0,-1.0,112.0,89.0,-129.0,6.72e+23,23.0,,,,,,,c
1999-09-12,13:12:29.30,2.97,126.96,41.8,5.2,76.0,51.0,152.0,184.0,69.0,43.0,6.93e+23,23.0,,,,,,,c
1999-10-17,22:33:37.50,0.3,126.2,28.0,5.0,248.0,55.0,135.0,7.0,55.0,45.0,,,,,,,,,c
1999-11-18,14:27:45.25,0.632,125.997,40.0,5.97,189.0,53.0,85.0,17.0,37.0,96.0,1.1,18.0,-1.05,-0.31,1,-0.01,-0.26,0.05,c
1999-11-28,00:53:40.40,0.3,126.0,35.0,4.8,87.0,8.0,-169.0,346.0,89.0,-82.0,,,,,,,,,c
1999-11-29,11:07:03.11,0.551,126.165,25.0,5.66,18.0,77.0,-93.0,211.0,13.0,-77.0,3.84,17.0,0.78,-3.35,-2.54,-0.86,-0.13,1.76,c
2000-02-06,02:08:09.26,1.359,126.212,37.2,5.43,23.0,30.0,104.0,187.0,61.0,82.0,1.75,17.0,-1.44,-0.92,1.43,-0.01,-0.41,0.02,c
2000-02-06,02:08:14.10,1.52,126.38,37.2,5.4,23.0,30.0,104.0,187.0,61.0,82.0,1.75e+24,24.0,,,,,,,c
2000-02-10,04:03:25.70,-1.25,126.81,12.0,5.1,21.0,42.0,90.0,201.0,48.0,90.0,,,,,,,,,c
2000-02-10,04:03:33.59,0.955,126.248,23.4,5.45,21.0,42.0,90.0,201.0,48.0,90.0,1.87,17.0,-1.58,-0.18,1.92,-0.07,-0.55,-0.33,c
2000-04-08,15:28:22.13,1.033,120.165,15.0,5.52,262.0,76.0,97.0,55.0,15.0,64.0,2.38,17.0,0.08,-0.28,0.99,-2.08,-0.47,-1.08,c
2000-08-04,07:47:37.80,0.02,126.53,33.0,5.8,295.0,22.0,3.0,202.0,89.0,112.0,,,,,,,,,c
2000-09-06,04:26:45.18,1.454,126.38,32.7,5.09,193.0,28.0,68.0,38.0,65.0,101.0,5.52,16.0,-3.52,2.36,4.38,2.53,-1.56,-0.85,c
2000-09-06,04:26:48.40,1.16,126.33,33.0,4.4,193.0,28.0,68.0,38.0,65.0,101.0,,,,,,,,,c
2000-12-28,21:06:46.50,-0.49,119.95,20.0,4.5,108.0,54.0,-150.0,359.0,66.0,-40.0,,,,,,,,,c
2001-01-18,12:32:43.30,1.85,126.22,33.0,4.9,4.0,28.0,31.0,246.0,76.0,115.0,,,,,,,,,c
2001-01-20,21:59:07.48,2.835,126.52,38.1,5.48,10.0,71.0,98.0,165.0,20.0,66.0,2.06,17.0,-1.24,1.58,1.28,0.39,0.08,-0.03,c
2001-01-20,21:59:34.40,0.83,125.76,33.0,4.7,165.0,20.0,66.0,10.0,71.0,98.0,,,,,,,,,c
2001-02-09,17:02:52.69,1.281,123.465,41.6,5.28,66.0,18.0,45.0,292.0,77.0,103.0,10.53,16.0,0.55,4.18,4.69,-8.29,-0.34,-5.24,c
2001-02-09,17:02:53.70,1.53,122.88,41.6,5.3,66.0,18.0,45.0,292.0,77.0,103.0,1.05e+24,23.0,,,,,,,c
2001-02-24,07:23:50.05,1.428,126.265,35.0,7.04,32.0,49.0,100.0,197.0,42.0,78.0,4.48,19.0,-3.62,0.25,4.42,0.81,-1.65,-0.8,c
2001-02-24,07:23:55.04,0.63,126.48,33.0,4.5,197.0,42.0,78.0,32.0,49.0,100.0,,,,,,,,,c
2001-02-24,07:23:57.80,1.55,126.42,42.8,7.0,197.0,42.0,78.0,32.0,49.0,100.0,4.48e+26,26.0,,,,,,,c
2001-02-24,16:07:49.82,1.574,126.218,35.0,5.75,65.0,59.0,127.0,190.0,47.0,45.0,5.18,17.0,-2.76,-1.66,3.92,3.48,-1.89,-1.16,c
2001-02-24,16:33:45.74,1.645,126.444,30.0,6.18,50.0,55.0,131.0,173.0,52.0,47.0,2.32,18.0,-1.58,-0.55,1.7,1.61,-0.65,-0.11,c
2001-02-26,09:18:22.35,1.325,126.308,38.5,5.4,211.0,42.0,98.0,21.0,48.0,83.0,1.57,17.0,-1.26,0.21,1.55,-0.06,-0.62,-0.29,c
2001-03-03,05:56:38.60,1.45,126.37,28.2,5.2,225.0,29.0,90.0,45.0,61.0,90.0,6.79e+23,23.0,,,,,,,c
2001-03-04,20:34:06.27,1.436,126.272,15.0,5.32,68.0,30.0,171.0,166.0,85.0,60.0,11.91,16.0,-1.79,-9.1,2.42,6.43,-6.01,-0.62,c
2001-07-31,15:11:10.70,2.56,126.24,33.0,5.4,197.0,34.0,67.0,44.0,60.0,105.0,,,,,,,,,c
2001-07-31,15:11:19.75,1.508,126.328,35.0,5.67,44.0,60.0,105.0,197.0,34.0,67.0,3.95,17.0,-2.58,1.07,3.15,1.55,-1.94,-0.56,c
2001-08-04,01:44:55.47,2.78,126.942,35.0,5.81,28.0,63.0,91.0,206.0,27.0,89.0,6.39,17.0,-4.15,3.33,4.98,1.79,-2.29,-0.82,c
2001-08-12,19:26:38.90,2.7,126.92,42.2,5.2,349.0,80.0,-11.0,80.0,80.0,-169.0,6.76e+23,23.0,,,,,,,c
2001-08-25,19:29:27.80,0.61,125.73,30.0,5.1,43.0,60.0,157.0,145.0,71.0,33.0,,,,,,,,,c
2001-08-26,04:17:01.81,1.086,126.551,10.0,5.08,175.0,24.0,51.0,36.0,71.0,106.0,5.18,16.0,-2.99,2.59,3.74,3.29,0.06,-0.74,c
2001-08-26,19:34:12.13,1.058,126.461,25.6,5.01,174.0,49.0,56.0,40.0,51.0,123.0,4.07,16.0,-3.87,-0.2,3.17,1.15,-1.67,0.7,c
2001-08-27,01:16:48.63,1.079,126.358,30.0,6.07,202.0,46.0,103.0,4.0,45.0,77.0,1.54,18.0,-1.58,0,1.37,-0.18,-0.43,0.22,c
2001-08-27,01:16:49.30,1.14,126.44,21.0,5.7,4.0,45.0,77.0,202.0,46.0,103.0,,,,,,,,,c
2001-08-27,01:16:55.50,1.34,126.56,31.7,6.1,4.0,45.0,77.0,202.0,46.0,103.0,1.5399999999999999e+25,25.0,,,,,,,c
2001-09-01,23:33:18.08,1.212,126.056,42.7,5.22,346.0,46.0,41.0,225.0,62.0,128.0,8.6,16.0,-7.42,-0.77,5.65,-4.55,-2.77,1.77,c
2001-09-08,16:30:12.46,0.878,125.848,15.0,5.22,313.0,11.0,-177.0,220.0,89.0,-79.0,8.42,16.0,1.56,6.57,0.49,5.02,0.88,-2.06,c
2001-10-07,12:13:00.00,-0.4,125.1,33.0,4.9,278.0,29.0,113.0,72.0,63.0,78.0,,,,,,,,,c
2001-10-13,16:27:00.30,0.872,125.884,25.0,5.95,177.0,72.0,59.0,60.0,35.0,148.0,10.33,17.0,-6.76,-6.93,4.88,0.53,-5.08,1.89,c
2001-10-16,19:52:38.86,4.121,126.56,24.9,5.18,357.0,37.0,37.0,236.0,69.0,121.0,7.36,16.0,-4.8,0.13,4.78,-6.19,-1.36,0.04,c
2001-10-21,03:40:18.06,1.837,126.476,20.0,5.7,202.0,59.0,75.0,50.0,34.0,114.0,4.37,17.0,-2.53,-2.06,3.75,-0.17,-1.98,-1.22,c
2001-10-23,00:40:36.00,3.561,126.549,31.2,5.34,177.0,27.0,59.0,31.0,67.0,105.0,13.06,16.0,-9.11,6.57,9.81,6.02,-1.69,-0.69,c
2001-10-29,02:52:23.40,1.33,126.32,32.7,5.2,35.0,36.0,121.0,178.0,60.0,70.0,7.99e+23,23.0,,,,,,,c
2001-11-30,15:22:07.54,-1.161,119.901,38.3,5.18,170.0,50.0,12.0,72.0,81.0,140.0,7.49,16.0,-3.43,-1.96,0.16,6.02,-3.98,3.27,c
2001-11-30,15:22:08.80,-1.34,120.51,38.3,5.2,170.0,50.0,12.0,72.0,81.0,140.0,7.49e+23,23.0,,,,,,,c
2001-12-18,02:09:56.60,-0.2,123.4,33.0,4.7,233.0,56.0,141.0,347.0,59.0,40.0,,,,,,,,,c
2002-01-05,02:29:05.00,3.03,126.67,33.0,4.9,222.0,30.0,-21.0,330.0,80.0,-118.0,,,,,,,,,c
2002-02-07,03:15:55.60,3.036,126.361,40.0,5.71,168.0,84.0,-72.0,277.0,19.0,-160.0,4.56,17.0,0.21,4.2,-1.07,-0.57,-1.37,0.85,c
2002-03-17,08:28:38.00,1.46,123.4,29.0,5.4,138.0,60.0,-176.0,46.0,87.0,-30.0,1.36e+24,24.0,,,,,,,c
2002-04-15,23:43:10.48,3.598,126.674,17.6,5.15,175.0,20.0,79.0,7.0,70.0,94.0,6.76,16.0,-4.08,5.15,4.5,0.85,-0.01,-0.42,c
2002-04-18,03:27:43.35,3.372,126.847,37.4,4.97,14.0,34.0,109.0,171.0,59.0,78.0,3.65,16.0,-3.56,-1.55,2.94,0.51,-0.12,0.63,c
