date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,corepoint
2007-03-31,19:37:18.35,1.305,122.723,25.0,5.62,275.0,72.0,89.0,100.0,18.0,94.0,3.29,17.0,0.12,0.23,1.84,-2.66,0.27,-1.97,c
2007-04-13,09:14:27.57,-1.02,126.79,33.0,5.2,16.0,57.0,-152.0,270.0,67.0,-37.0,,,,,,,,,c
2007-04-15,10:42:12.70,0.68,126.25,40.0,5.1,213.0,46.0,116.0,357.0,49.0,65.0,,,,,,,,,c
2007-04-15,10:42:14.11,1.204,126.361,31.3,5.29,213.0,46.0,116.0,357.0,49.0,65.0,1.08,17.0,-1.2,0.09,0.8,-0.09,-0.46,0.4,c
2007-04-20,13:21:01.00,-0.47,124.57,50.0,5.2,237.0,40.0,107.0,36.0,52.0,76.0,,,,,,,,,c
2007-05-03,11:27:20.62,1.561,126.407,35.0,5.59,99.0,88.0,-90.0,267.0,2.0,-102.0,3.01,17.0,0.03,0.47,-0.21,-2.97,0,0.18,c
2007-05-14,07:07:06.14,0.92,126.04,30.0,5.1,17.0,42.0,82.0,207.0,49.0,97.0,,,,,,,,,c
2007-06-16,01:18:48.35,1.165,126.448,50.0,5.66,165.0,88.0,33.0,74.0,57.0,178.0,3.79,17.0,-1.98,-2.02,0.47,0.23,-2.7,1.51,c
2007-07-13,20:02:45.24,1.147,126.421,37.6,4.96,19.0,42.0,87.0,203.0,48.0,92.0,3.53,16.0,-3.1,-0.33,3.43,-0.24,-1.24,-0.34,c
2007-08-02,18:02:00.76,2.444,127.029,15.0,5.64,10.0,81.0,84.0,224.0,11.0,123.0,3.55,17.0,-1.22,3.29,0.84,0.62,-0.71,0.38,c
2007-09-10,21:56:34.50,1.35,126.14,30.0,5.0,69.0,29.0,124.0,211.0,66.0,73.0,3.6e+23,23.0,,,,,,,c
2007-09-13,09:48:44.89,3.827,126.366,26.0,6.28,319.0,73.0,31.0,219.0,60.0,160.0,3.24,18.0,-3.24,0.57,1.03,-1.41,0.08,2.21,c
2007-09-17,23:27:41.00,0.41,125.54,22.7,5.2,333.0,20.0,71.0,173.0,71.0,97.0,8.16e+23,23.0,,,,,,,c
2007-10-13,01:07:09.01,0.79,125.91,23.8,4.4,13.0,82.0,4.0,283.0,86.0,172.0,,,,,,,,,c
2007-10-13,01:07:09.90,1.49,126.18,28.9,5.1,13.0,82.0,4.0,283.0,86.0,172.0,5.07e+23,23.0,,,,,,,c
2007-11-05,17:08:45.00,2.07,126.7,36.1,5.4,210.0,41.0,90.0,29.0,49.0,90.0,1.45e+24,24.0,,,,,,,c
2007-11-21,20:30:03.16,1.589,126.463,30.9,5.2,40.0,26.0,113.0,196.0,66.0,79.0,7.83,16.0,-4.85,-5.08,5.37,-1,-2.94,-0.52,c
2007-12-12,16:17:10.10,3.12,126.7,35.6,4.9,207.0,44.0,37.0,88.0,65.0,127.0,2.96e+23,23.0,,,,,,,c
2008-01-30,12:48:32.70,-0.27,125.35,42.0,5.5,244.0,33.0,119.0,30.0,61.0,72.0,1.94e+24,24.0,,,,,,,c
2008-02-07,07:50:55.70,1.264,122.727,39.5,5.79,271.0,69.0,88.0,98.0,21.0,96.0,5.99,17.0,0.47,0.05,3.81,-4.4,0.37,-4.29,c
2008-02-09,14:37:53.40,-0.3,124.5,45.7,5.1,241.0,34.0,116.0,31.0,59.0,73.0,5.05e+23,23.0,,,,,,,c
2008-02-09,18:34:01.68,-0.223,125.125,38.0,5.96,36.0,65.0,75.0,248.0,29.0,119.0,1.08,18.0,-0.27,0.59,0.78,0.31,-0.52,-0.5,c
2008-02-17,09:38:21.49,1.632,126.485,37.3,4.99,341.0,61.0,26.0,237.0,67.0,148.0,3.8,16.0,-3.5,-0.02,1.83,-1.23,-2.1,1.67,c
2008-03-13,01:16:45.20,1.94,126.65,29.1,5.2,22.0,38.0,129.0,156.0,61.0,64.0,7.91e+23,24.0,,,,,,,c
2008-03-29,01:53:41.67,1.005,126.304,41.6,5.25,40.0,41.0,89.0,221.0,49.0,91.0,0.93,17.0,-0.52,-0.09,0.88,-0.09,-0.53,-0.36,c
2008-04-16,08:11:33.36,0.848,126.173,15.0,5.69,165.0,67.0,27.0,63.0,66.0,154.0,4.22,17.0,-3.64,-0.48,2.09,0.89,-2.87,1.55,c
2008-04-19,03:12:25.98,-7.809,125.72,15.0,6.08,184.0,89.0,28.0,93.0,62.0,178.0,1.61,18.0,-0.04,-0.74,0.31,-0.28,-1.42,-0.26,c
2008-04-19,10:21:14.63,-7.877,125.678,23.1,5.94,184.0,88.0,34.0,93.0,56.0,177.0,1.0,18.0,-0.03,-0.53,0.17,-0.17,-0.84,-0.13,c
2008-04-19,14:53:41.90,-7.875,125.673,15.0,5.4,74.0,32.0,164.0,177.0,82.0,59.0,1.59,17.0,-0.63,-1.3,0.34,-0.06,-0.8,0.3,c
2008-04-19,16:27:33.10,-7.74,125.84,17.2,4.9,55.0,29.0,113.0,209.0,63.0,78.0,2.59e+23,23.0,,,,,,,c
2008-04-19,16:50:46.40,-7.917,125.71,17.3,5.04,102.0,33.0,148.0,220.0,73.0,61.0,4.49,16.0,0.87,-2.55,2.05,-1.91,-1.93,-2.93,c
2008-04-19,18:51:18.68,-7.984,125.681,16.8,5.09,109.0,59.0,-164.0,11.0,76.0,-32.0,5.42,16.0,2.81,-2.3,-1.19,-1.68,-3.91,-1.62,c
2008-04-20,13:01:22.41,-7.881,125.734,15.0,5.6,231.0,62.0,90.0,51.0,28.0,90.0,3.09,17.0,-0.82,-1.11,2.31,-1.35,-1.59,-1.48,c
2008-04-20,22:09:31.50,-7.81,125.75,16.6,4.9,107.0,45.0,117.0,199.0,88.0,45.0,3.19e+23,23.0,,,,,,,c
2008-09-30,04:05:17.51,3.876,126.731,28.7,4.99,206.0,39.0,96.0,17.0,51.0,85.0,3.78,16.0,-2.99,0.85,4.01,-0.03,-0.94,-1.02,c
2008-10-26,09:08:36.00,-0.28,123.05,32.0,6.4,207.0,44.0,36.0,90.0,66.0,128.0,,,,,,,,,c
2008-10-29,19:54:36.84,4.18,126.651,22.3,5.18,243.0,46.0,135.0,8.0,59.0,54.0,7.41,16.0,-4.17,3.12,5.26,-1.88,-4.3,-1.09,c
2008-10-29,22:17:00.30,4.23,126.69,24.5,5.2,353.0,53.0,44.0,233.0,57.0,133.0,8.84e+23,24.0,,,,,,,c
2008-11-16,17:02:32.00,1.41,122.18,10.0,7.7,92.0,20.0,84.0,278.0,70.0,92.0,,,,,,,,,c
2008-11-16,17:02:33.70,1.29,122.077,34.0,7.35,278.0,70.0,92.0,92.0,20.0,84.0,1.31,20.0,0.03,0.15,0.82,-0.99,0.08,-0.85,c
2008-12-19,08:06:14.00,1.26,126.8,29.0,5.5,275.0,58.0,-35.0,25.0,61.0,-143.0,,,,,,,,,c
2009-01-01,10:35:33.89,1.336,121.888,30.0,5.07,119.0,29.0,121.0,265.0,66.0,74.0,5.06,16.0,1.59,-0.31,3.04,-3.12,0.94,-4.64,c
2009-02-09,10:47:49.23,1.34,123.494,19.3,5.4,106.0,18.0,97.0,279.0,72.0,88.0,1.56,17.0,0,0.18,0.88,-1.26,0.2,-0.88,c
2009-02-11,17:34:51.57,3.811,126.541,25.0,7.12,6.0,53.0,96.0,177.0,38.0,83.0,5.89,19.0,-5.58,1.5,5.76,0.53,-0.11,-0.18,c
2009-02-11,17:35:01.20,3.92,126.81,23.9,7.1,177.0,38.0,83.0,6.0,53.0,96.0,5.89e+26,26.0,,,,,,,c
2009-02-11,18:25:10.23,3.954,126.75,25.0,5.98,188.0,46.0,104.0,348.0,46.0,75.0,1.14,18.0,-1.11,-0.02,1.12,-0.21,0.03,0,c
2009-02-11,22:14:26.66,3.647,126.669,25.0,5.91,21.0,66.0,123.0,142.0,40.0,39.0,0.9,18.0,-0.8,0.41,0.55,0.34,0.15,0.25,c
2009-02-12,01:25:26.48,4.061,126.854,25.0,5.61,2.0,50.0,93.0,177.0,40.0,86.0,3.22,17.0,-3.06,0.53,3.29,0.15,0.04,-0.24,c
2009-02-12,01:42:10.11,4.038,126.602,43.8,5.31,161.0,36.0,59.0,17.0,59.0,110.0,1.16,17.0,-0.93,0.43,1.05,0.47,0.06,-0.12,c
2009-02-12,03:49:39.70,3.955,126.632,26.0,6.03,22.0,77.0,115.0,137.0,28.0,28.0,1.36,18.0,-0.81,0.97,0.54,0.58,0.25,0.27,c
2009-02-12,04:27:05.68,4.046,126.686,27.6,5.28,155.0,40.0,71.0,359.0,52.0,105.0,1.06,17.0,-0.96,0.26,1.02,0.19,0.22,-0.06,c
2009-02-12,07:07:38.12,3.993,126.647,37.8,5.23,140.0,40.0,51.0,7.0,60.0,118.0,0.88,17.0,-0.71,0.37,0.69,0.29,0.25,0.03,c
2009-02-12,07:38:05.66,3.714,126.937,25.0,5.64,14.0,62.0,103.0,168.0,31.0,67.0,3.59,17.0,-3.42,1.8,2.61,0.65,-0.22,0.81,c
2009-02-12,08:30:15.74,3.956,126.79,25.0,5.96,346.0,52.0,77.0,186.0,40.0,106.0,1.08,18.0,-1.1,0.22,0.96,-0.18,0.09,0.13,c
2009-02-12,11:35:13.89,4.031,126.702,33.9,5.13,19.0,52.0,132.0,143.0,54.0,49.0,6.17,16.0,-6.27,0.17,4.37,2.37,1.3,1.9,c
2009-02-12,13:15:06.57,4.025,126.615,27.0,6.25,13.0,63.0,116.0,146.0,37.0,49.0,2.94,18.0,-2.53,1.35,2.17,0.96,0.56,0.36,c
2009-02-12,17:46:02.97,3.952,126.559,25.0,5.66,22.0,75.0,111.0,146.0,26.0,37.0,3.78,17.0,-2.31,2.65,1.89,1.6,0.46,0.42,c
2009-02-13,06:28:45.20,4.1,126.77,30.9,5.0,35.0,47.0,130.0,164.0,56.0,55.0,3.88e+23,23.0,,,,,,,c
2009-02-13,07:56:05.19,3.722,126.656,21.6,5.16,148.0,33.0,30.0,31.0,74.0,119.0,6.82,16.0,-5.14,3.8,3.17,3.44,0.09,1.97,c
2009-02-13,11:31:48.46,4.087,126.837,25.7,5.03,180.0,44.0,103.0,342.0,48.0,78.0,4.35,16.0,-4.14,0.16,4.31,-0.76,0.67,-0.17,c
2009-02-13,12:37:51.79,3.776,126.732,40.0,5.59,62.0,82.0,151.0,156.0,62.0,9.0,3.01,17.0,-2.2,0.21,0.23,1.51,-1.56,1.96,c
2009-02-13,14:38:29.66,4.123,126.765,26.7,5.02,14.0,43.0,95.0,188.0,47.0,86.0,4.2,16.0,-4.17,-0.3,4.02,0.15,-0.89,0.14,c
2009-02-13,16:49:12.91,3.6,126.906,37.1,5.32,175.0,25.0,58.0,29.0,69.0,103.0,1.18,17.0,-0.81,0.71,0.73,0.49,-0.23,0.09,c
2009-02-13,21:26:35.34,3.813,126.461,24.1,5.41,270.0,11.0,166.0,14.0,87.0,79.0,1.66,17.0,-0.08,1.57,0.05,0.42,-0.38,0.04,c
2009-02-14,05:30:09.51,4.129,126.811,28.0,5.01,213.0,37.0,110.0,8.0,56.0,75.0,4.08,16.0,-3.48,1.46,3.57,-0.31,-1.43,-0.1,c
2009-02-15,16:16:55.00,4.1,126.77,26.3,5.0,163.0,38.0,53.0,26.0,60.0,115.0,4.12e+23,23.0,,,,,,,c
2009-02-18,10:26:04.56,3.726,126.703,30.6,5.18,171.0,45.0,55.0,36.0,55.0,119.0,0.74,17.0,-0.79,0.1,0.53,0.14,-0.29,0.26,c
2009-02-18,11:44:12.29,3.844,126.648,22.6,5.17,225.0,57.0,146.0,335.0,62.0,38.0,0.72,17.0,-0.82,0.09,0.43,-0.15,-0.21,0.39,c
2009-02-22,03:52:45.49,3.918,126.758,25.4,5.2,342.0,64.0,12.0,247.0,79.0,154.0,8.0,16.0,-5.99,-0.96,2.56,-2.69,-5.61,3.43,c
2009-02-22,17:45:22.14,3.679,126.612,32.0,5.98,336.0,52.0,59.0,200.0,48.0,123.0,1.14,18.0,-1.21,0.06,0.91,-0.34,0.06,0.29,c
2009-02-23,17:33:59.32,3.704,126.658,22.7,5.34,164.0,47.0,47.0,37.0,58.0,126.0,1.31,17.0,-1.28,0.13,0.94,0.53,-0.33,0.34,c
2009-02-26,16:15:54.80,3.71,126.62,27.0,5.0,346.0,48.0,60.0,206.0,50.0,119.0,4.41e+23,23.0,,,,,,,c
2009-02-27,15:53:38.70,3.78,126.68,28.0,4.9,175.0,28.0,86.0,359.0,62.0,92.0,3.01e+23,23.0,,,,,,,c
2009-02-28,01:43:30.91,3.695,126.712,26.6,5.34,207.0,45.0,112.0,358.0,49.0,69.0,1.28,17.0,-1.34,0.12,1.07,-0.19,-0.37,0.28,c
2009-02-28,02:46:58.50,4.08,126.78,21.6,4.9,338.0,45.0,73.0,182.0,47.0,107.0,3.2e+23,23.0,,,,,,,c
2009-02-28,10:50:20.52,3.921,126.653,24.1,5.34,123.0,9.0,52.0,342.0,83.0,96.0,1.31,17.0,-0.23,1.2,0.32,-0.39,0.22,-0.09,c
2009-02-28,12:24:10.50,3.92,126.63,35.0,5.0,194.0,13.0,122.0,342.0,79.0,83.0,4.21e+23,23.0,,,,,,,c
2009-03-02,00:03:41.54,-1.105,119.843,20.0,5.56,309.0,50.0,-87.0,125.0,40.0,-93.0,2.7,17.0,0.77,-0.32,-2.47,0.3,-1.56,1.7,c
2009-03-03,21:59:54.60,1.73,126.45,36.1,4.9,262.0,70.0,163.0,358.0,74.0,21.0,3.17e+23,23.0,,,,,,,c
2009-03-16,14:15:55.05,3.724,126.694,25.0,6.34,33.0,69.0,129.0,146.0,44.0,31.0,4.03,18.0,-3.04,1.21,2.01,2.98,0.45,1.03,c
2009-03-16,17:42:04.89,3.655,126.742,25.0,5.66,158.0,71.0,71.0,24.0,26.0,134.0,3.83,17.0,-2.77,-2.55,2.12,1.37,0.01,0.66,c
2009-03-18,09:03:08.43,3.664,126.654,23.0,5.5,164.0,46.0,36.0,47.0,65.0,131.0,2.2,17.0,-1.9,0.35,1.26,1.04,-0.82,0.64,c
2009-03-31,11:31:19.99,3.906,126.777,25.6,5.37,335.0,56.0,37.0,222.0,60.0,139.0,1.41,17.0,-1.47,-0.02,0.83,-0.54,-0.32,0.64,c
2009-04-19,05:23:27.28,4.124,126.753,35.0,6.08,12.0,51.0,98.0,180.0,40.0,81.0,1.6,18.0,-1.56,0.28,1.54,0.2,-0.18,0.03,c
2009-04-19,15:23:43.77,4.181,126.769,26.1,5.17,183.0,37.0,109.0,339.0,55.0,76.0,7.2,16.0,-6.62,1.95,6.56,-1.84,1.1,0.06,c
2009-04-23,12:16:19.00,4.36,126.95,11.0,5.9,263.0,7.0,180.0,353.0,90.0,83.0,,,,,,,,,c
2009-04-23,12:16:20.10,4.48,126.94,26.1,5.5,263.0,7.0,180.0,353.0,90.0,83.0,2.48e+24,24.0,,,,,,,c
2009-04-26,18:04:24.00,3.87,126.75,34.0,5.3,25.0,44.0,113.0,174.0,50.0,69.0,,,,,,,,,c
2009-04-26,18:14:19.91,4.085,126.802,29.1,5.07,25.0,44.0,113.0,174.0,50.0,69.0,5.08,16.0,-5.23,-0.71,4.39,0.97,-1.04,0.84,c
2009-05-13,08:54:55.32,4.488,127.009,45.0,5.75,7.0,88.0,87.0,238.0,4.0,141.0,5.26,17.0,-0.47,5.2,0.34,0.62,-0.36,0.14,c
2009-05-14,09:24:53.00,-0.26,125.11,15.0,5.3,249.0,35.0,116.0,39.0,59.0,73.0,,,,,,,,,c
2009-05-29,19:12:33.24,0.958,126.158,37.5,5.28,86.0,51.0,25.0,340.0,71.0,138.0,1.05,17.0,0.11,0.63,0.42,0.08,0.68,-0.54,c
2009-06-28,14:19:28.83,1.351,122.295,29.2,5.68,270.0,74.0,88.0,95.0,16.0,96.0,4.05,17.0,0.06,-0.05,2.06,-3.46,0.09,-2.13,c
2009-07-01,21:10:44.00,1.12,126.1,23.0,5.9,16.0,28.0,98.0,187.0,62.0,86.0,,,,,,,,,c
2009-08-20,12:12:44.22,3.957,126.765,20.0,5.27,130.0,28.0,23.0,19.0,79.0,116.0,1.0,17.0,-0.51,0.74,0.35,0.42,0.27,0.17,c
2009-08-23,11:44:34.50,2.94,126.99,45.3,5.5,80.0,28.0,117.0,230.0,65.0,79.0,2.0999999999999999e+24,24.0,,,,,,,c
2009-10-29,05:21:22.00,1.36,126.31,30.0,5.2,214.0,39.0,116.0,1.0,55.0,70.0,8.85e+23,24.0,,,,,,,c
2009-11-26,15:12:44.64,4.129,126.521,28.2,5.04,204.0,36.0,109.0,1.0,56.0,77.0,4.61,16.0,-4.18,1.71,4.09,-0.53,-0.95,0.09,c
2009-11-29,12:29:33.00,0.47,126.13,10.0,5.5,9.0,40.0,56.0,230.0,58.0,115.0,,,,,,,,,c
2009-12-05,16:43:09.00,0.46,126.18,19.0,5.2,24.0,38.0,70.0,229.0,55.0,105.0,,,,,,,,,c
2009-12-08,15:43:31.60,1.244,126.383,32.9,4.98,12.0,37.0,78.0,207.0,54.0,99.0,3.76,16.0,-3.59,-0.92,2.91,-0.58,-1.85,0.68,c
2009-12-28,10:18:10.00,3.96,126.84,10.0,5.4,352.0,40.0,79.0,187.0,51.0,99.0,,,,,,,,,c
2010-01-08,08:15:25.10,-0.5,120.0,19.9,4.8,73.0,65.0,-179.0,343.0,89.0,-25.0,2.25e+23,23.0,,,,,,,c
2010-01-28,09:55:24.50,3.07,126.7,48.6,5.3,192.0,28.0,92.0,9.0,63.0,89.0,1.19e+24,24.0,,,,,,,c
2010-01-30,15:59:49.00,2.17,126.69,10.0,5.4,27.0,35.0,108.0,186.0,57.0,78.0,,,,,,,,,c
2010-02-10,20:46:44.75,1.009,126.259,39.8,5.41,58.0,53.0,152.0,166.0,68.0,40.0,1.64,17.0,-1.35,-0.6,0.79,0.47,-0.87,0.56,c
2010-04-05,10:05:44.84,-0.128,125.011,30.0,6.12,86.0,80.0,101.0,220.0,15.0,45.0,1.9,18.0,0.27,0.15,0.51,1.71,-0.44,-0.77,c
2010-04-05,12:11:04.00,-0.17,125.14,15.0,5.4,267.0,28.0,90.0,87.0,62.0,90.0,,,,,,,,,c
2010-04-05,12:11:06.70,-0.4,125.17,44.3,5.1,267.0,28.0,90.0,87.0,62.0,90.0,6.11e+23,23.0,,,,,,,c
2010-04-05,14:40:13.00,-0.25,125.17,10.0,5.4,244.0,32.0,58.0,101.0,64.0,108.0,,,,,,,,,c
2010-04-05,14:40:17.00,-0.29,125.17,37.4,5.0,244.0,32.0,58.0,101.0,64.0,108.0,4.72e+23,23.0,,,,,,,c
2010-04-17,07:23:01.20,3.9,126.71,33.9,5.4,127.0,56.0,5.0,34.0,86.0,146.0,1.48e+24,24.0,,,,,,,c
2010-04-17,10:02:26.80,3.82,126.61,23.6,5.3,127.0,35.0,9.0,30.0,85.0,125.0,1.15e+24,24.0,,,,,,,c
2010-05-12,23:07:53.00,-1.25,120.09,11.0,5.1,336.0,68.0,-16.0,73.0,75.0,-157.0,,,,,,,,,c
2010-06-02,01:01:52.30,4.19,126.72,31.2,4.9,176.0,27.0,54.0,35.0,68.0,107.0,3.27e+23,23.0,,,,,,,c
2010-06-07,15:27:14.00,-0.31,124.69,30.0,5.2,227.0,29.0,87.0,50.0,61.0,91.0,,,,,,,,,c
2010-06-12,03:49:56.82,1.033,120.062,20.0,5.13,43.0,18.0,63.0,251.0,74.0,98.0,6.3,16.0,-0.24,-1.62,2.9,-5.05,-2.08,-2.66,c
2010-06-13,22:22:56.00,3.77,126.66,35.9,5.0,229.0,24.0,128.0,8.0,71.0,75.0,4.14e+23,23.0,,,,,,,c
2010-08-03,12:08:26.00,1.26,126.38,10.0,6.2,198.0,43.0,81.0,30.0,48.0,98.0,,,,,,,,,c
2010-10-25,12:05:28.00,-0.2,125.29,10.0,5.8,236.0,29.0,108.0,35.0,63.0,80.0,,,,,,,,,c
2010-11-03,14:10:25.00,2.49,126.35,10.0,5.5,79.0,35.0,133.0,211.0,65.0,65.0,,,,,,,,,c
2010-11-10,03:09:25.00,0.55,126.18,10.0,5.1,196.0,44.0,72.0,41.0,48.0,107.0,,,,,,,,,c
2010-11-11,03:34:05.01,1.482,126.42,31.2,5.23,190.0,44.0,72.0,35.0,49.0,107.0,0.87,17.0,-0.74,0,0.81,0.19,-0.34,-0.06,c
2010-11-11,03:34:09.50,1.51,126.44,31.2,5.2,190.0,44.0,72.0,35.0,49.0,107.0,8.68e+23,24.0,,,,,,,c
2011-01-08,04:10:55.82,-0.089,124.93,50.0,5.65,33.0,61.0,77.0,239.0,32.0,113.0,3.7,17.0,-1.45,1.83,3,0.72,-1.77,-1.55,c
2011-01-10,08:35:34.20,1.06,123.27,34.7,4.9,266.0,26.0,-103.0,100.0,65.0,-84.0,2.83e+23,23.0,,,,,,,c
2011-01-12,01:45:21.36,3.674,126.715,15.0,5.26,144.0,17.0,24.0,31.0,83.0,106.0,0.95,17.0,-0.38,0.74,0.22,0.49,0.02,0.17,c
2011-02-12,11:55:23.47,2.032,126.862,25.0,5.77,226.0,69.0,129.0,340.0,43.0,32.0,5.5,17.0,-4.45,-1.1,2.88,-3.57,-1.23,1.58,c
2011-04-05,11:14:16.00,3.056,126.999,25.0,5.85,12.0,73.0,77.0,230.0,21.0,126.0,7.2,17.0,-3.69,5.71,3.36,1.15,-2.69,0.33,c
2011-05-05,08:45:24.00,0.01,124.59,10.0,5.1,240.0,39.0,110.0,35.0,54.0,75.0,,,,,,,,,c
2011-05-10,14:32:33.55,1.55,126.407,18.2,5.26,52.0,28.0,-39.0,177.0,73.0,-113.0,0.94,17.0,0.7,0.69,-0.38,0.05,0.36,-0.32,c
2011-06-13,14:31:23.00,2.37,126.51,10.0,6.9,20.0,80.0,173.0,111.0,83.0,10.0,,,,,,,,,c
2011-06-28,09:50:00.90,4.722,125.331,15.0,5.35,28.0,22.0,100.0,197.0,68.0,86.0,1.3,17.0,-0.95,-0.89,0.62,-0.29,-0.56,0.34,c
2011-08-01,13:38:26.00,3.04,126.6,46.1,5.1,191.0,41.0,73.0,34.0,51.0,105.0,6.32e+23,23.0,,,,,,,c
2011-08-03,22:52:16.00,-0.14,125.35,45.0,5.3,227.0,36.0,90.0,47.0,54.0,90.0,,,,,,,,,c
2011-10-02,14:56:59.00,1.42,126.35,10.0,5.2,188.0,42.0,97.0,359.0,49.0,84.0,,,,,,,,,c
2011-11-14,04:05:11.83,-0.969,126.875,20.0,6.4,24.0,84.0,-124.0,284.0,35.0,-11.0,5.0,18.0,-1.62,-4.21,-0.95,-0.53,1.7,2.57,c
2011-11-27,19:59:45.80,2.2,126.96,47.6,5.0,78.0,67.0,-8.0,171.0,83.0,-157.0,3.97e+23,23.0,,,,,,,c
2012-01-18,01:19:34.89,-0.927,126.911,25.0,5.04,259.0,42.0,-15.0,360.0,80.0,-132.0,4.42,16.0,0.01,-3.36,-0.78,2.24,2.6,0.76,c
2012-01-18,12:50:19.65,-0.895,126.791,15.0,5.75,34.0,88.0,-108.0,297.0,18.0,-7.0,6.2,17.0,-1.53,-5.13,-0.75,-2.96,0.43,2.28,c
2012-01-18,16:09:09.49,-0.919,126.782,15.0,5.05,270.0,19.0,-3.0,3.0,89.0,-109.0,4.55,16.0,-0.52,-4.32,-0.51,0.26,1.39,1.04,c
2012-02-11,07:06:47.73,-0.978,126.883,15.0,5.62,264.0,67.0,-42.0,13.0,52.0,-150.0,3.4,17.0,0.61,-1.26,-1.48,1.95,2.16,0.87,c
2012-02-18,22:58:51.10,2.83,126.81,47.4,4.9,57.0,32.0,-97.0,246.0,58.0,-85.0,2.52e+23,23.0,,,,,,,c
2012-02-24,19:12:20.00,1.64,126.52,30.0,5.0,20.0,43.0,81.0,212.0,48.0,99.0,,,,,,,,,c
2012-04-19,17:23:38.15,1.182,126.426,29.1,5.19,7.0,37.0,72.0,209.0,56.0,103.0,0.76,17.0,-0.68,-0.2,0.64,-0.19,-0.28,0.04,c
2012-05-10,19:11:23.00,1.63,126.49,10.0,5.2,19.0,42.0,95.0,191.0,48.0,85.0,,,,,,,,,c
2012-05-12,13:23:13.00,2.22,126.18,10.0,5.5,80.0,60.0,-164.0,342.0,76.0,-31.0,,,,,,,,,c
2012-05-14,19:28:49.10,1.36,126.34,35.0,4.8,346.0,76.0,11.0,253.0,80.0,166.0,2.35e+23,23.0,,,,,,,c
2012-05-17,23:50:05.00,-2.67,122.02,10.0,5.1,132.0,68.0,-2.0,223.0,88.0,-158.0,,,,,,,,,c
2012-05-19,05:10:36.00,-0.23,125.56,10.0,5.0,90.0,60.0,28.0,346.0,66.0,147.0,,,,,,,,,c
2012-05-22,02:38:51.30,2.71,126.48,34.7,5.1,42.0,31.0,104.0,206.0,60.0,82.0,5.75e+23,23.0,,,,,,,c
2012-06-01,13:59:42.20,-2.63,122.02,12.0,5.3,111.0,54.0,-3.0,203.0,88.0,-144.0,1.11e+24,24.0,,,,,,,c
2012-06-07,01:10:28.00,1.72,126.68,10.0,5.0,342.0,63.0,22.0,242.0,70.0,151.0,,,,,,,,,c
2012-08-18,09:41:53.00,-1.21,120.08,10.0,6.2,339.0,83.0,-5.0,70.0,85.0,-173.0,,,,,,,,,c
2012-08-27,17:54:23.47,3.565,126.749,18.6,5.22,189.0,27.0,83.0,17.0,63.0,93.0,0.84,17.0,-0.65,0.47,0.67,0.16,-0.16,-0.01,c
2012-09-08,16:27:41.50,2.6,126.79,34.2,5.1,26.0,39.0,91.0,205.0,51.0,89.0,6.35e+23,23.0,,,,,,,c
2012-09-10,11:23:30.60,3.98,126.23,45.8,4.9,234.0,52.0,-162.0,133.0,76.0,-39.0,3.06e+23,23.0,,,,,,,c
2012-09-18,01:46:46.00,1.35,125.96,13.0,5.1,60.0,48.0,163.0,162.0,77.0,44.0,,,,,,,,,c
2012-09-18,08:05:38.30,4.6,126.6,19.2,4.9,157.0,38.0,-58.0,298.0,59.0,-113.0,2.82e+23,23.0,,,,,,,c
2012-10-29,15:29:50.50,-0.17,125.33,16.0,5.5,242.0,29.0,113.0,36.0,63.0,78.0,,,,,,,,,c
2012-11-01,23:37:02.00,1.28,122.12,45.0,5.2,105.0,22.0,99.0,275.0,68.0,86.0,,,,,,,,,c
2012-11-01,23:37:17.97,1.198,122.131,35.0,5.51,276.0,67.0,87.0,103.0,23.0,96.0,2.3,17.0,0.26,0.15,1.5,-1.62,0.33,-1.76,c
2012-11-05,00:29:59.00,-0.17,125.33,10.0,5.2,248.0,33.0,117.0,36.0,61.0,73.0,,,,,,,,,c
2012-11-05,00:55:36.57,4.727,125.194,15.0,5.26,19.0,63.0,172.0,113.0,83.0,27.0,0.98,17.0,-0.71,-0.2,0.29,0.35,0.69,0.42,c
2012-11-06,01:36:21.00,1.45,122.21,10.0,5.7,102.0,20.0,101.0,270.0,70.0,86.0,,,,,,,,,c
2012-11-20,15:28:05.30,0.83,125.96,31.4,4.9,352.0,43.0,85.0,179.0,47.0,95.0,3.18e+23,23.0,,,,,,,c
2012-12-11,06:18:26.44,0.547,126.204,25.0,6.02,175.0,64.0,55.0,52.0,42.0,140.0,1.4,18.0,-1.22,-0.61,0.84,0.12,-0.71,0.38,c
2012-12-20,21:47:29.33,0.533,126.229,26.0,5.4,216.0,35.0,81.0,47.0,56.0,96.0,1.59,17.0,-0.81,0.34,1.45,0.49,-0.77,-0.64,c
2012-12-23,12:52:22.52,4.156,126.6,25.8,5.0,229.0,42.0,140.0,351.0,64.0,55.0,3.99,16.0,-2.68,1.95,2.66,-1.88,-1.43,0.02,c
2012-12-24,12:58:20.86,4.139,126.633,27.0,5.08,188.0,49.0,57.0,53.0,51.0,122.0,5.19,16.0,-3.55,-1.02,4.44,2.02,-2.34,-0.89,c
2012-12-30,11:33:40.00,1.58,126.63,10.0,5.0,358.0,44.0,58.0,219.0,54.0,117.0,,,,,,,,,c
