#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.014 0.533 43.7 1.00171 -0.417064 -0.584642 -0.0281726 -0.712914 -0.655456 25.0 X Y 0 R-SS
126.009 0.547 43.9 1.58625 -0.0742858 -1.51197 -0.729834 -0.612403 -0.564984 25.0 X Y 1 R
126.166 0.591 41.0 0.908648 0.0563935 -0.965041 -0.309674 -0.000642548 -0.217559 24.0 X Y 2 R
126.107 0.39 36.9 1.99614 -0.0442225 -1.95191 -0.931596 0.588731 -1.28379 25.0 X Y 3 R-SS
126.042 0.579 40.0 3.59446 0.215076 -3.80954 -1.25277 0.397495 -1.06252 25.0 X Y 4 R
126.111 0.606 45.2 4.54605 -0.474685 -4.07137 -1.71227 0.0469094 -2.15282 24.0 X Y 5 R
125.898 0.591 20.0 0.979486 0.118078 -1.09756 0.423909 -2.65928 -0.41345 26.0 X Y 6 R
126.176 0.513 46.7 -1.63335 0.392151 1.2412 -0.11745 0.00617616 -0.704701 24.0 X Y 7 N
126.072 0.592 35.0 1.74415 1.4843 -3.22845 -1.7604 -1.16648 0.0945204 24.0 X Y 8 R-SS
126.0 0.5 43.0 1.43994 -0.0809671 -1.35897 -0.433081 0.146302 -0.58269 24.0 X Y 9 R
125.997 0.632 40.0 1.08689 -0.0510114 -1.03588 0.0100457 -0.317137 -0.24307 25.0 X Y 10 R
126.165 0.551 25.0 -1.70312 0.279246 1.42388 -1.0355 -3.33517 0.661038 24.0 X Y 11 N
125.99 0.57 50.0 2.35465 -0.0437393 -2.31091 -0.633681 -0.142625 -0.666614 25.0 X Y 12 R
125.94 0.56 35.4 5.16881 -0.284961 -4.88384 -1.21024 -1.72969 -1.35699 23.0 X Y 13 R
126.14 0.59 30.4 -0.0884055 -2.33556 2.42397 1.04949 -1.06222 0.21072 23.0 X Y 14 SS-N
126.14 0.48 32.7 0.799639 2.97385 -3.77349 -1.94369 0.525703 -3.96324 23.0 X Y 15 SS-R
126.13 0.47 10.0 1.82779 -0.293392 -1.53439 -0.997603 -0.168301 -1.04772 24.0 X Y 16 R-SS
126.18 0.46 19.0 7.24252 -2.44115 -4.80137 -2.69022 -0.77889 -3.81031 23.0 X Y 17 R
126.18 0.55 10.0 5.34493 -1.04577 -4.29916 1.25304 -0.165133 -2.43989 23.0 X Y 18 R
126.204 0.547 25.0 0.870756 0.114145 -0.984902 0.397185 -0.648159 -0.609259 25.0 X Y 19 R-SS
126.229 0.533 26.0 1.47098 -0.643458 -0.827519 0.479002 0.313765 -0.743435 24.0 X Y 20 R
126.11 0.65 33.7 1.49744 -0.0562016 -1.44123 -0.345313 -0.289295 -0.384239 24.0 X Y 21 R
126.082 0.532 33.1 2.29327 -0.408688 -1.88459 -0.538776 -0.0962548 -0.982831 24.0 X Y 22 R
126.1 0.4 30.6 2.86734 -1.14426 -1.72308 -1.57107 0.912778 -2.50949 23.0 X Y 23 R-SS
125.974 0.461 30.0 0.8534 0.0211926 -0.874593 0.143257 -1.77123 -0.411319 24.0 X Y 24 R
126.1 0.55 30.5 1.58123 0.903601 -2.48483 -1.48565 -0.12932 -0.986813 26.0 X Y 25 R-SS
126.23 0.52 26.9 0.319282 2.25662 -2.57591 -1.02206 0.529024 -3.56558 24.0 X Y 26 SS
126.21 0.37 26.4 1.84294 -1.29799 -0.544949 -0.572753 -0.497151 -0.846636 23.0 X Y 27 R
126.12 0.69 30.7 0.858725 0.103079 -0.961804 -0.467219 0.103144 -0.439821 24.0 X Y 28 R-SS
126.25 0.41 25.1 0.0669362 -0.599004 0.532068 -1.17434 0.247821 -1.48909 23.0 X Y 29 SS-R
126.1 0.43 16.0 -0.379028 -0.00166447 0.380693 0.136407 -1.04677 -0.0171851 24.0 X Y 30 N
