#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.7 3.76 39.5 -0.692296 0.0184116 0.673885 -1.18205 0.602809 -0.533283 24.0 X Y 0 N
126.514 4.013 35.0 -1.64819 0.00271646 1.64548 0.468373 1.90857 0.181268 24.0 X Y 1 N
126.735 3.866 15.0 1.74941 -0.00830709 -1.7411 0.0494078 -1.27018 0.124878 24.0 X Y 2 R
126.49 4.0 15.0 1.04991 -0.760819 -0.289093 -1.14763 1.57016 0.589093 24.0 X Y 3 R
126.695 3.498 39.1 1.03808 -0.743509 -0.294567 -1.1628 1.57057 0.578346 24.0 X Y 4 R
126.605 3.788 34.1 6.9899 -0.0398445 -6.95005 0.194249 0.225021 -0.554787 24.0 X Y 5 R
126.55 3.726 30.4 2.1811 -0.116995 -2.06411 -0.0192237 0.160011 -0.49458 25.0 X Y 6 R
126.677 3.777 29.0 0.69652 0.413558 -1.11008 0.605796 0.696423 0.153249 25.0 X Y 7 R-SS
126.769 3.585 25.0 6.00703 -0.02923 -5.9778 -0.204374 2.92269 0.418009 23.0 X Y 8 R
126.521 3.941 28.4 0.402236 0.102122 -0.504358 0.228213 1.04515 0.296175 24.0 X Y 9 R
126.721 3.874 27.0 3.29028 0.383094 -3.67337 1.13802 0.769995 0.0649905 24.0 X Y 10 R
126.641 3.875 30.0 3.03714 -0.0138603 -3.02328 0.0612053 1.75269 -0.211457 24.0 X Y 11 R
126.475 4.226 35.8 9.42682 -0.546778 -8.88004 -1.07067 -0.664693 -2.36717 24.0 X Y 12 R
126.589 4.236 36.7 1.13054 0.0361052 -1.16664 -0.232698 0.211145 -0.162712 24.0 X Y 13 R
126.806 3.635 15.7 0.308464 2.31751 -2.62598 -3.67477 0.916773 3.97272 23.0 X Y 14 SS-R
126.678 3.599 15.0 0.62861 0.0688998 -0.69751 0.624069 -0.608054 0.23775 24.0 X Y 15 R
126.722 4.254 43.9 4.08151 -0.496783 -3.58472 0.819645 1.07572 -1.38347 24.0 X Y 16 R
126.85 4.22 43.3 4.25201 -0.521307 -3.7307 0.813319 1.03516 -1.44389 24.0 X Y 17 R
126.706 3.598 40.3 2.49043 0.280357 -2.77079 0.856295 0.0562699 0.216809 25.0 X Y 18 R
126.862 3.563 23.3 3.06682 0.0450891 -3.1119 -0.557941 1.55272 0.186465 24.0 X Y 19 R
126.9 4.17 40.9 5.32345 -0.668906 -4.65454 -0.484591 1.43393 -2.02636 23.0 X Y 20 R
126.61 4.09 24.6 0.324303 0.198755 -0.523059 0.58913 0.838242 -0.00824963 24.0 X Y 21 R
126.49 4.09 17.2 1.13873 -0.374959 -0.763766 0.286836 -1.80286 0.817902 24.0 X Y 22 R
126.56 4.121 24.9 4.28849 0.360685 -4.64918 -4.65738 -1.47548 -3.31931 23.0 X Y 23 R-SS
126.674 3.598 17.6 4.2171 0.0437056 -4.26081 0.75577 5.11106 -0.0633924 23.0 X Y 24 R
126.89 3.98 28.1 2.71835 -0.0990235 -2.61933 3.63307 6.49054 -0.799631 23.0 X Y 25 R
126.472 4.09 28.0 5.41927 -0.633934 -4.78534 -0.129609 -0.356099 -1.74172 23.0 X Y 26 R
126.519 4.1 27.7 6.27604 -0.715029 -5.56101 -1.63893 -3.00155 -2.0441 23.0 X Y 27 R
126.534 4.137 37.3 6.05157 0.828065 -6.87964 -3.46852 0.214941 -2.94967 23.0 X Y 28 R-SS
126.54 4.18 48.8 3.89408 -0.0952948 -3.79878 -0.129483 -0.817521 -0.601668 23.0 X Y 29 R
126.83 3.66 49.6 0.168733 0.212696 -0.38143 0.190892 1.20948 1.54019 23.0 X Y 30 SS-R
126.721 3.569 27.0 0.357834 0.102476 -0.46031 0.287164 0.866291 0.123102 24.0 X Y 31 R
126.718 3.678 14.9 6.53417 0.916889 -7.45106 3.65816 2.61979 -1.63432 23.0 X Y 32 R-SS
126.65 3.8 35.0 3.95457 -0.0819869 -3.87258 1.79771 2.00508 3.00825 23.0 X Y 33 R-SS
126.74 4.25 28.0 2.79056 -0.140677 -2.64988 -0.278634 -0.153436 -0.653949 23.0 X Y 34 R
126.527 4.18 28.5 1.62937 -0.0808443 -1.54852 -0.0953121 -0.155932 -0.358455 24.0 X Y 35 R
126.731 3.876 28.7 3.74127 -0.519596 -3.22167 0.0678061 0.851704 -1.31832 23.0 X Y 36 R
126.651 4.18 22.3 5.23866 -1.10839 -4.13027 -1.81611 3.16137 -4.33543 23.0 X Y 37 R-SS
126.69 4.23 24.5 5.30411 1.02519 -6.32931 -3.59845 1.09052 -3.7862 23.0 X Y 38 R-SS
126.669 3.647 25.0 5.74996 2.33304 -8.083 3.76335 4.10101 1.4875 24.0 X Y 39 R-SS
126.75 3.954 25.0 1.1393 0.0342896 -1.17359 -0.201061 -0.0119191 0.0395227 25.0 X Y 40 R
126.702 4.031 33.9 4.49757 1.5481 -6.04566 2.79462 0.22372 1.20715 23.0 X Y 41 R-SS
126.647 3.993 37.8 6.74301 0.723817 -7.46683 2.48946 3.641 2.7014 23.0 X Y 42 R-SS
126.686 4.046 27.6 0.975038 -0.00628157 -0.968756 0.164027 0.266186 0.232605 24.0 X Y 43 R
126.602 4.038 43.8 0.94683 0.116112 -1.06294 0.357421 0.44844 0.0143929 24.0 X Y 44 R
126.854 4.061 25.0 3.21926 0.00523361 -3.22449 0.129864 0.563453 0.0186346 24.0 X Y 45 R
126.559 3.952 25.0 1.81602 0.680658 -2.49668 1.51288 2.78123 0.337981 24.0 X Y 46 R
126.79 3.956 25.0 1.03664 0.0305787 -1.06722 -0.209873 0.214049 0.0717216 25.0 X Y 47 R
126.632 3.955 26.0 0.554776 0.321581 -0.876357 0.549184 1.0049 0.220935 25.0 X Y 48 R
126.615 4.025 27.0 2.17079 0.401321 -2.57211 0.933698 1.4031 0.572247 25.0 X Y 49 R-SS
126.77 4.1 30.9 3.04225 0.757786 -3.80003 1.55162 -0.826756 -0.789291 23.0 X Y 50 R-SS
126.765 4.123 26.7 4.23921 -0.129066 -4.11014 0.192118 -0.35341 -0.771215 23.0 X Y 51 R
126.837 4.087 25.7 4.29991 -1.69005e-16 -4.29991 -0.714533 0.150156 0.690016 23.0 X Y 52 R
126.656 3.722 21.6 3.16009 2.04552 -5.20561 3.51573 3.85593 -0.0103412 23.0 X Y 53 R-SS
126.732 3.776 40.0 0.408234 1.87529 -2.28352 1.43161 0.340049 -1.64878 24.0 X Y 54 SS-R
126.811 4.129 28.0 3.72244 -0.329294 -3.39314 -0.3627 1.50826 -1.3553 23.0 X Y 55 R
126.77 4.1 26.3 3.08498 0.561126 -3.64611 1.58059 1.28755 -0.360317 23.0 X Y 56 R-SS
126.648 3.844 22.6 3.6584 3.15007 -6.80847 -3.43824 1.13473 -1.8292 23.0 X Y 57 R-SS
126.703 3.726 30.6 6.07246 0.780488 -6.85295 2.96959 0.470337 -1.9212 23.0 X Y 58 R-SS
126.758 3.918 25.4 1.3014 3.98044 -5.28184 -3.55351 -0.0855144 -5.26719 23.0 X Y 59 SS-R
126.612 3.679 32.0 0.977169 0.192703 -1.16987 -0.439434 0.0710436 0.0440217 25.0 X Y 60 R-SS
126.658 3.704 22.7 0.939871 0.269095 -1.20897 0.594097 0.101984 -0.29589 24.0 X Y 61 R-SS
126.62 3.71 27.0 3.42882 0.493793 -3.92261 -1.37955 0.0274561 -0.501239 23.0 X Y 62 R
126.68 3.78 28.0 2.33085 -0.00167802 -2.32918 0.0359028 1.58133 0.111478 23.0 X Y 63 R
126.78 4.08 21.6 2.69523 0.0265321 -2.72176 -0.540239 -0.218271 0.516998 23.0 X Y 64 R
126.63 3.92 35.0 1.48 0.136177 -1.61618 -1.26042 3.44161 0.0716084 23.0 X Y 65 R
126.653 3.921 24.1 0.3137 -0.107301 -0.206399 -0.383062 1.18281 0.193754 24.0 X Y 66 R
126.712 3.695 26.6 1.19444 0.0298855 -1.22433 -0.304047 0.15492 -0.282587 24.0 X Y 67 R
126.742 3.655 25.0 2.26471 0.514117 -2.77882 1.46821 -2.53315 -0.0748828 24.0 X Y 68 R
126.694 3.724 25.0 2.11843 1.55813 -3.67656 2.05194 1.47279 0.00586233 25.0 X Y 69 R-SS
126.654 3.664 23.0 1.31509 0.590486 -1.90557 1.22206 0.302646 -0.756428 24.0 X Y 70 R-SS
126.777 3.906 25.6 0.797313 0.582326 -1.37964 -0.714484 0.0222677 -0.302733 24.0 X Y 71 R-SS
126.769 4.181 26.1 6.50896 0.128841 -6.6378 -1.76181 1.96131 1.05528 23.0 X Y 72 R
126.753 4.124 35.0 1.60752 0.0035193 -1.61104 0.213219 0.304002 -0.16294 25.0 X Y 73 R
126.802 4.085 29.1 4.66403 0.221127 -4.88516 1.22265 -0.749839 -0.901889 23.0 X Y 74 R
126.75 3.87 34.0 1.03219 0.0489375 -1.08113 0.270584 -0.165946 -0.199597 24.0 X Y 75 R
126.765 3.957 20.0 0.327682 0.238222 -0.565904 0.359166 0.771889 0.237263 24.0 X Y 76 R
126.521 4.129 28.2 4.11033 -0.0299597 -4.08037 -0.556633 1.70974 -0.941994 23.0 X Y 77 R
126.84 3.96 10.0 1.53214 0.023904 -1.55604 -0.191808 -0.299769 0.0243009 24.0 X Y 78 R
126.61 3.82 23.6 0.164937 0.505816 -0.670753 0.498377 0.76112 0.25448 24.0 X Y 79 R-SS
126.71 3.9 33.9 0.128074 1.17654 -1.30462 0.572661 0.673965 0.422348 24.0 X Y 80 SS-R
126.72 4.19 31.2 1.84466 0.0956936 -1.94035 1.37896 1.43992 -0.6164 23.0 X Y 81 R
126.66 3.77 35.9 2.33134 -0.340693 -1.99065 0.11527 3.06703 -1.29307 23.0 X Y 82 R
126.715 3.674 15.0 2.22267 1.71449 -3.93716 4.97002 7.68407 0.250362 23.0 X Y 83 R
126.749 3.565 18.6 6.83452 -0.312773 -6.52175 1.68963 4.75986 -1.50386 23.0 X Y 84 R
126.6 4.156 25.8 2.54496 0.571195 -3.11616 -1.28499 1.88592 -1.5441 23.0 X Y 85 R-SS
126.633 4.139 27.0 4.35857 -0.679024 -3.67955 1.77172 -0.867576 -2.67432 23.0 X Y 86 R-SS
126.813 3.6 25.4 4.81163 -0.384707 -4.42692 0.459198 -0.759902 1.32337 23.0 X Y 87 R
126.701 3.85 25.0 0.221795 -0.00156626 -0.220228 0.00858046 0.985552 -0.0553119 24.0 X Y 88 R
126.831 3.822 25.2 5.27153 0.285887 -5.55741 1.66806 3.8169 -0.211081 25.0 X Y 89 R
126.691 4.208 24.8 3.09133 -0.238663 -2.85266 0.718072 1.66595 -0.846177 23.0 X Y 90 R
126.57 4.23 30.4 1.17951 -0.55493 -0.624579 0.425879 -1.62922 -2.01566 23.0 X Y 91 R-SS
126.84 4.12 26.2 2.25823 0.45868 -2.71691 -1.11182 -0.170945 0.57628 23.0 X Y 92 R-SS
126.573 3.983 44.7 5.40779 0.0588661 -5.46666 0.68916 4.99038 0.0958977 23.0 X Y 93 R
126.803 4.024 38.9 -1.06388 5.25951 -4.19563 -0.350766 2.11293 0.630493 24.0 X Y 94 SS-N
126.75 4.29 29.3 2.47485 -0.556282 -1.91857 -0.804155 0.452613 -1.42623 23.0 X Y 95 R
126.66 3.69 19.3 5.71044 -0.0245681 -5.68587 -0.226413 5.51576 0.389132 23.0 X Y 96 R
126.55 4.26 28.3 2.78713 -0.0383022 -2.74883 0.0486749 0.404298 0.338601 23.0 X Y 97 R
126.558 4.144 28.6 1.09494 0.0825837 -1.17752 -0.315627 0.61514 -0.064217 24.0 X Y 98 R
126.72 4.14 29.7 6.58127 0.00106266 -6.58233 -0.0896955 4.44496 -0.0997147 23.0 X Y 99 R
126.79 4.08 29.3 3.95944 0.0506752 -4.01012 -0.812786 1.80787 0.378389 24.0 X Y 100 R
126.73 4.03 26.6 -0.219212 0.739106 -0.519894 -0.69212 0.579285 0.109606 24.0 X Y 101 N-SS
126.66 4.05 41.0 2.7182 -0.249549 -2.46865 0.7035 1.44199 -0.808196 24.0 X Y 102 R
126.56 4.15 24.4 0.866225 0.474922 -1.34115 -1.50347 -0.416263 -1.09128 24.0 X Y 103 R-SS
126.66 4.22 21.4 4.39376 0.881851 -5.27561 -2.46616 1.6561 -2.65116 24.0 X Y 104 R-SS
126.65 4.14 38.2 0.818613 0.119794 -0.938407 0.469808 0.482521 -0.151118 24.0 X Y 105 R-SS
126.75 3.81 26.3 0.110295 2.03997 -2.15027 1.36507 1.81791 0.658135 24.0 X Y 106 SS-R
126.71 3.75 27.8 1.51593 0.238198 -1.75413 -0.618383 0.136261 -0.213142 25.0 X Y 107 R-SS
126.73 3.71 30.8 1.06126 -0.124338 -0.936919 0.0535716 0.353605 -0.348206 24.0 X Y 108 R
126.67 3.85 20.0 0.825695 2.09904 -2.92473 1.7474 2.24961 0.955988 23.0 X Y 109 SS-R
126.66 3.7 35.5 -0.822189 0.157359 0.664829 -0.230623 0.839045 0.816517 23.0 X Y 110 N-SS
