klaster,shape ratio
6,0.613
6,0.756
6,0.506
6,0.692
6,0.697
6,0.643
6,0.603
6,0.629
6,0.687
6,0.660
6,0.690
6,0.646
6,0.640
6,0.682
6,0.647
6,0.558
6,0.633
6,0.768
6,0.667
6,0.576
6,0.735
6,0.521
6,0.780
6,0.731
6,0.636
7,0.515
7,0.494
7,0.596
7,0.381
7,0.537
7,0.398
7,0.332
7,0.266
7,0.292
7,0.308
7,0.184
7,0.199
7,0.287
7,0.501
7,0.416
7,0.303
7,0.190
7,0.371
7,0.412
7,0.262
7,0.266
7,0.179
7,0.205
7,0.408
7,0.368
7,0.268
7,0.309
7,0.473
7,0.255
7,0.346
7,0.371
7,0.166
7,0.187
7,0.174
7,0.225
7,0.434
7,0.286
7,0.445
7,0.338
7,0.344
7,0.461
7,0.409
7,0.386
7,0.282
7,0.334
7,0.196
7,0.218
7,0.280
7,0.300
7,0.104
7,0.397
7,0.373
7,0.253
7,0.273
7,0.088
7,0.155
7,0.284
7,0.473
7,0.472
7,0.072
7,0.303
7,0.247
7,0.302
7,0.374
7,0.214
7,0.505
7,0.342
7,0.460
7,0.324
7,0.423
7,0.368
7,0.315
7,0.203
7,0.213
7,0.206
7,0.367
7,0.363
7,0.119
7,0.167
7,0.241
7,0.134
7,0.279
7,0.166
7,0.314
7,0.167
7,0.197
7,0.360
7,0.431
7,0.378
7,0.293
7,0.095
7,0.234
7,0.328
7,0.245
7,0.358
7,0.314
7,0.295
7,0.408
7,0.386
7,0.190
7,0.551
7,0.455
7,0.219
7,0.292
7,0.162
7,0.335
7,0.412
7,0.232
7,0.197
7,0.103
7,0.286
7,0.238
7,0.158
7,0.301
7,0.328
7,0.232
7,0.384
7,0.231
7,0.230
7,0.185
7,0.309
7,0.378
7,0.324
7,0.407
7,0.192
7,0.194
7,0.257
7,0.183
7,0.224
7,0.512
7,0.426
7,0.390
7,0.245
7,0.286
7,0.248
7,0.375
7,0.362
7,0.276
7,0.403
7,0.372
7,0.314
7,0.430
7,0.357
7,0.187
7,0.212
7,0.219
7,0.204
7,0.069
7,0.353
7,0.190
7,0.200
7,0.201
7,0.295
7,0.247
7,0.361
7,0.294
7,0.367
7,0.474
7,0.494
7,0.444
7,0.387
7,0.317
7,0.223
7,0.371
7,0.386
7,0.275
7,0.373
7,0.249
7,0.350
7,0.254
7,0.133
7,0.516
7,0.332
7,0.397
7,0.311
7,0.279
7,0.230
7,0.432
7,0.270
7,0.191
7,0.305
7,0.383
7,0.458
7,0.391
7,0.169
7,0.408
7,0.254
7,0.254
7,0.428
7,0.332
7,0.405
7,0.090
7,0.265
7,0.263
7,0.171
7,0.245
7,0.119
7,0.445
7,0.221
7,0.367
7,0.268
7,0.338
7,0.245
7,0.331
7,0.216
7,0.202
7,0.284
7,0.257
7,0.481
7,0.138
7,0.279
7,0.327
7,0.286
7,0.436
7,0.316
7,0.541
7,0.412
7,0.447
7,0.299
7,0.247
7,0.199
7,0.365
7,0.186
7,0.500
7,0.182
7,0.152
7,0.422
7,0.237
7,0.314
7,0.264
7,0.227
7,0.106
7,0.354
7,0.162
7,0.487
7,0.246
7,0.211
7,0.460
7,0.405
7,0.214
7,0.331
7,0.216
7,0.168
7,0.233
7,0.177
7,0.162
7,0.246
7,0.384
7,0.431
7,0.237
8,0.078
8,0.093
8,0.108
8,0.082
8,0.113
8,0.145
8,0.034
8,0.149
8,0.042
8,0.203
8,0.294
8,0.158
8,0.333
8,0.007
8,0.039
8,0.150
8,0.090
8,0.237
8,0.199
8,0.115
8,0.256
8,0.081
8,0.096
8,0.152
8,0.167
8,0.231
8,0.167
8,0.096
8,0.241
8,0.238
8,0.162
8,0.248
8,0.306
8,0.239
8,0.197
8,0.253
8,0.033
8,0.250
8,0.210
8,0.090
8,0.324
8,0.044
8,0.173
8,0.260
8,0.282
8,0.264
8,0.218
8,0.273
8,0.105
8,0.104
8,0.194
8,0.222
8,0.070
8,0.105
8,0.137
8,0.249
8,0.225
8,0.111
8,0.153
8,0.103
8,0.131
8,0.184
8,0.075
8,0.243
8,0.311
8,0.167
8,0.204
8,0.199
8,0.216
8,0.191
8,0.085
8,0.119
8,0.231
8,0.159
8,0.269
8,0.233
8,0.127
8,0.218
8,0.162
8,0.101
8,0.105
8,0.340
8,0.252
8,0.142
8,0.117
8,0.091
8,0.196
8,0.220
8,0.114
8,0.057
8,0.213
8,0.148
8,0.350
8,0.183
8,0.245
8,0.111
8,0.087
8,0.243
8,0.257
8,0.094
8,0.274
8,0.247
8,0.175
8,0.188
8,0.010
8,0.154
8,0.173
8,0.243
8,0.280
8,0.150
8,0.075
8,0.119
8,0.198
8,0.177
8,0.095
8,0.251
8,0.167
8,0.077
8,0.181
8,0.225
8,0.080
8,0.140
8,0.187
8,0.169
8,0.163
8,0.034
8,0.209
8,0.092
8,0.104
8,0.216
8,0.239
8,0.199
8,0.198
8,0.272
8,0.073
8,0.092
8,0.206
8,0.175
8,0.049
8,0.198
8,0.266
8,0.154
8,0.110
8,0.047
8,0.308
8,0.244
8,0.242
8,0.093
8,0.238
8,0.167
8,0.060
8,0.144
8,0.073
8,0.136
8,0.126
8,0.257
8,0.154
8,0.165
8,0.277
8,0.263
8,0.142
8,0.235
8,0.162
8,0.142
8,0.168
8,0.150
8,0.154
8,0.153
8,0.058
8,0.200
8,0.154
8,0.096
8,0.154
8,0.263
8,0.144
8,0.153
8,0.223
8,0.137
8,0.169
8,0.164
8,0.219
8,0.230
8,0.130
8,0.074
8,0.173
8,0.262
8,0.081
8,0.052
8,0.166
8,0.193
8,0.248
8,0.120
8,0.254
8,0.103
8,0.144
8,0.269
8,0.384
8,0.079
8,0.223
8,0.060
8,0.205
8,0.250
8,0.114
8,0.200
8,0.206
8,0.232
8,0.089
8,0.081
8,0.369
8,0.198
8,0.189
8,0.189
8,0.158
8,0.180
8,0.056
8,0.213
8,0.206
8,0.123
8,0.235
8,0.294
8,0.180
8,0.316
8,0.078
8,0.018
8,0.223
8,0.145
8,0.183
8,0.107
8,0.109
8,0.151
8,0.313
8,0.081
8,0.046
8,0.189
8,0.121
8,0.163
8,0.189
8,0.137
8,0.069
8,0.145
8,0.239
8,0.108
8,0.044
8,0.277
8,0.064
8,0.072
8,0.146
8,0.242
8,0.202
8,0.189
