klaster,shape ratio
6,0.707
6,0.613
6,0.564
6,0.603
6,0.597
6,0.819
6,0.629
6,0.611
6,0.747
6,0.518
6,0.671
6,0.684
6,0.567
6,0.691
6,0.672
6,0.734
6,0.535
6,0.498
6,0.720
6,0.521
6,0.613
6,0.587
6,0.599
6,0.565
6,0.589
6,0.656
6,0.644
6,0.504
6,0.453
6,0.608
6,0.622
6,0.497
6,0.629
6,0.621
6,0.695
6,0.448
6,0.638
6,0.658
6,0.594
6,0.498
6,0.609
6,0.649
6,0.580
6,0.795
6,0.599
6,0.663
6,0.501
6,0.664
6,0.421
6,0.740
6,0.698
6,0.470
6,0.776
6,0.646
6,0.769
6,0.586
6,0.709
6,0.695
6,0.609
6,0.615
6,0.567
6,0.623
6,0.741
6,0.564
6,0.682
6,0.726
6,0.587
6,0.691
6,0.782
6,0.718
6,0.641
6,0.596
6,0.616
6,0.620
6,0.547
6,0.687
6,0.677
6,0.623
6,0.680
6,0.697
6,0.526
6,0.456
6,0.578
6,0.584
6,0.545
6,0.644
6,0.632
6,0.667
6,0.676
6,0.647
6,0.573
6,0.615
6,0.522
6,0.594
6,0.645
6,0.693
6,0.627
6,0.656
6,0.640
6,0.663
6,0.801
6,0.541
6,0.690
6,0.669
6,0.777
6,0.667
6,0.772
6,0.665
6,0.572
6,0.587
6,0.564
6,0.638
6,0.621
6,0.678
6,0.587
6,0.554
6,0.401
6,0.688
6,0.688
6,0.513
6,0.652
6,0.626
6,0.647
6,0.651
6,0.479
6,0.658
6,0.708
6,0.674
6,0.701
6,0.536
6,0.670
6,0.569
6,0.658
6,0.752
6,0.593
6,0.520
6,0.622
6,0.634
6,0.549
6,0.602
6,0.629
6,0.670
6,0.412
6,0.453
6,0.614
6,0.526
6,0.670
6,0.672
6,0.691
6,0.595
6,0.620
6,0.727
6,0.578
6,0.548
6,0.456
6,0.655
6,0.510
6,0.635
6,0.670
6,0.653
6,0.681
6,0.547
6,0.635
6,0.621
6,0.642
6,0.624
6,0.492
6,0.668
6,0.661
6,0.581
6,0.692
6,0.600
6,0.715
6,0.693
6,0.683
6,0.667
6,0.510
6,0.486
6,0.810
6,0.629
6,0.579
6,0.673
6,0.625
6,0.716
6,0.557
6,0.653
6,0.549
6,0.614
6,0.618
6,0.513
6,0.713
6,0.578
6,0.672
6,0.513
6,0.438
6,0.562
6,0.802
6,0.698
6,0.699
6,0.615
6,0.635
6,0.681
6,0.544
6,0.631
6,0.664
6,0.761
6,0.712
6,0.630
6,0.555
6,0.607
6,0.678
6,0.568
6,0.645
6,0.546
6,0.638
6,0.639
6,0.595
6,0.743
6,0.642
6,0.715
6,0.733
6,0.647
6,0.573
6,0.708
6,0.612
