klaster,shape ratio
10,0.694
10,0.781
10,0.740
10,0.663
10,0.953
10,0.950
10,0.863
10,0.841
10,0.815
10,0.836
10,0.756
10,0.678
10,0.502
10,0.852
10,0.834
10,0.690
10,0.850
10,0.635
10,0.822
10,0.892
10,0.866
10,0.444
10,0.731
10,0.496
10,0.665
10,0.600
10,0.870
10,0.682
10,0.744
10,0.685
10,0.884
10,0.527
10,0.564
10,0.805
10,0.815
10,0.715
10,0.468
10,0.947
10,0.727
10,0.843
10,0.698
10,0.834
10,0.880
10,0.959
10,0.951
10,0.886
10,0.567
10,0.857
10,0.683
10,0.793
10,0.563
10,0.499
10,0.770
10,0.878
11,0.707
11,0.900
11,0.800
11,0.890
11,0.900
11,0.862
11,0.881
11,0.625
11,0.808
11,0.809
11,0.886
11,0.798
11,0.797
11,0.688
11,0.794
11,0.984
11,0.806
11,0.776
11,0.831
11,0.766
11,0.744
11,0.829
11,0.772
11,0.826
11,0.758
11,0.801
11,0.791
11,0.836
11,0.908
11,0.841
11,0.798
11,0.747
11,0.831
11,0.737
11,0.811
11,0.689
11,0.695
11,0.752
11,0.835
11,0.808
11,0.847
11,0.799
11,0.764
11,0.804
11,0.756
11,0.769
11,0.752
11,0.861
11,0.723
11,0.799
11,0.810
11,0.746
11,0.868
11,0.692
11,0.713
11,0.887
11,0.807
11,0.865
11,0.777
11,0.856
11,0.731
11,0.693
11,0.879
11,0.905
11,0.936
11,0.914
11,0.721
11,0.732
11,0.750
11,0.655
11,0.852
11,0.845
11,0.840
11,0.748
11,0.741
11,0.616
11,0.804
11,0.820
11,0.763
11,0.758
11,0.792
11,0.813
11,0.762
11,0.773
11,0.858
11,0.864
11,0.694
11,0.886
11,0.797
11,0.836
11,0.842
11,0.771
11,0.842
11,0.878
11,0.743
11,0.708
11,0.814
11,0.809
11,0.770
11,0.852
11,0.889
11,0.709
11,0.915
11,0.685
11,0.863
11,0.812
11,0.701
11,0.814
11,0.879
11,0.760
11,0.715
11,0.647
11,0.734
11,0.817
11,0.854
11,0.825
11,0.944
11,0.799
11,0.699
11,0.877
11,0.737
11,0.885
11,0.792
11,0.893
11,0.760
11,0.803
11,0.784
11,0.660
11,0.732
11,0.734
11,0.708
11,0.726
11,0.860
11,0.928
11,0.820
11,0.879
11,0.890
11,0.797
11,0.865
11,0.708
11,0.779
11,0.839
11,0.822
11,0.641
11,0.871
11,0.847
11,0.944
11,0.806
11,0.734
11,0.754
11,0.826
11,0.758
11,0.853
11,0.842
11,0.746
11,0.863
11,0.824
11,0.712
11,0.890
11,0.750
11,0.826
11,0.884
11,0.693
11,0.896
11,0.730
11,0.761
11,0.810
11,0.760
11,0.785
11,0.793
11,0.650
11,0.789
11,0.815
11,0.727
11,0.889
11,0.758
11,0.684
11,0.771
11,0.784
11,0.844
11,0.757
11,0.919
11,0.815
11,0.842
11,0.876
11,0.750
11,0.893
11,0.798
11,0.821
11,0.794
11,0.711
11,0.805
11,0.945
11,0.773
11,0.700
11,0.771
11,0.904
11,0.838
11,0.799
11,0.942
11,0.742
11,0.854
11,0.682
11,0.663
11,0.638
11,0.732
11,0.640
11,0.815
11,0.839
11,0.805
11,0.834
11,0.789
11,0.851
11,0.748
11,0.879
11,0.762
11,0.672
11,0.893
11,0.780
11,0.716
11,0.834
11,0.857
11,0.832
11,0.792
11,0.896
11,0.771
11,0.713
11,0.724
11,0.625
11,0.879
11,0.869
11,0.786
11,0.681
11,0.771
11,0.800
11,0.651
11,0.944
11,0.822
11,0.810
11,0.888
11,0.871
11,0.853
11,0.835
11,0.850
11,0.860
11,0.794
11,0.781
11,0.818
11,0.577
11,0.775
12,0.909
12,0.853
12,0.766
12,0.843
12,0.702
12,0.732
12,0.747
12,0.853
12,0.793
12,0.872
12,0.868
12,0.896
12,0.912
12,0.514
12,0.797
12,0.858
12,0.593
12,0.797
12,0.655
12,0.832
12,0.726
12,0.850
12,0.827
12,0.589
12,0.872
12,0.743
12,0.457
12,0.717
12,0.812
12,0.876
12,0.821
12,0.952
12,0.438
12,0.922
12,0.797
12,0.908
12,0.603
12,0.874
12,0.855
12,0.561
12,0.788
12,0.827
12,0.779
12,0.943
12,0.628
12,0.595
12,0.652
12,0.787
12,0.557
12,0.858
12,0.736
12,0.960
12,0.847
12,0.914
12,0.559
12,0.595
12,0.787
12,0.735
12,0.899
12,0.798
12,0.814
12,0.848
12,0.934
12,0.721
12,0.643
12,0.948
12,0.610
12,0.488
12,0.494
12,0.767
12,0.776
12,0.829
12,0.814
12,0.786
12,0.815
12,0.732
12,0.860
12,0.752
12,0.836
12,0.969
12,0.884
12,0.724
12,0.796
12,0.882
12,0.943
12,0.954
12,0.813
12,0.619
12,0.802
12,0.657
12,0.680
12,0.914
12,0.861
12,0.809
12,0.589
12,0.839
12,0.787
12,0.842
12,0.836
12,0.826
12,0.692
12,0.912
12,0.697
12,0.844
12,0.812
12,0.543
12,0.902
12,0.579
12,0.762
12,0.650
12,0.745
12,0.605
12,0.732
12,0.712
12,0.707
12,0.536
12,0.833
12,0.671
12,0.654
12,0.662
12,0.580
12,0.591
12,0.730
12,0.865
12,0.842
12,0.742
12,0.871
12,0.690
12,0.717
12,0.980
12,0.892
12,0.867
12,0.604
12,0.605
12,0.652
12,0.556
12,0.726
12,0.773
12,0.792
12,0.682
12,0.716
12,0.861
12,0.828
12,0.632
12,0.840
12,0.728
12,0.886
12,0.657
12,0.648
12,0.848
12,0.926
12,0.642
12,0.793
12,0.654
12,0.664
12,0.814
12,0.901
12,0.834
12,0.859
12,0.897
12,0.796
12,0.871
12,0.643
12,0.830
12,0.555
12,0.535
12,0.574
12,0.606
12,0.675
12,0.661
12,0.866
12,0.696
12,0.878
12,0.586
12,0.666
12,0.752
12,0.827
12,0.619
12,0.764
12,0.689
12,0.921
12,0.761
12,0.972
12,0.846
12,0.677
12,0.844
12,0.853
12,0.854
12,0.868
12,0.575
12,0.560
12,0.879
12,0.956
12,0.829
12,0.545
12,0.855
12,0.895
12,0.825
12,0.841
12,0.700
12,0.811
12,0.928
12,0.980
12,0.878
12,0.792
12,0.557
12,0.856
12,0.958
12,0.774
12,0.582
12,0.929
12,0.578
12,0.791
12,0.466
12,0.888
12,0.778
12,0.684
12,0.666
12,0.849
12,0.850
12,0.542
12,0.704
12,0.532
12,0.878
12,0.737
12,0.878
12,0.885
12,0.710
12,0.838
12,0.913
12,0.827
12,0.712
12,0.891
12,0.788
12,0.632
12,0.698
12,0.817
12,0.868
12,0.883
12,0.948
12,0.748
12,0.692
12,0.534
12,0.832
12,0.776
12,0.665
12,0.658
12,0.850
12,0.653
12,0.893
