klaster,shape ratio
9,0.112
9,0.471
9,0.253
9,0.137
9,0.306
9,0.194
9,0.646
9,0.558
9,0.249
9,0.298
9,0.333
9,0.552
9,0.244
9,0.466
9,0.465
9,0.347
9,0.375
9,0.147
9,0.341
9,0.483
9,0.538
9,0.174
9,0.318
9,0.484
9,0.506
9,0.410
9,0.349
9,0.496
9,0.199
9,0.336
9,0.083
9,0.257
9,0.643
9,0.500
9,0.353
9,0.517
9,0.150
9,0.553
9,0.506
9,0.366
9,0.352
9,0.393
9,0.564
9,0.373
9,0.193
9,0.040
9,0.386
9,0.430
9,0.247
9,0.145
9,0.120
9,0.397
9,0.384
9,0.299
9,0.518
9,0.157
9,0.345
9,0.297
9,0.391
9,0.343
9,0.358
9,0.388
9,0.185
9,0.477
9,0.636
9,0.088
9,0.281
9,0.202
9,0.357
9,0.302
9,0.110
9,0.224
9,0.527
9,0.444
9,0.439
9,0.557
9,0.325
9,0.352
9,0.331
9,0.413
9,0.424
9,0.263
9,0.167
9,0.175
9,0.453
9,0.181
9,0.431
9,0.337
9,0.039
9,0.094
9,0.541
9,0.342
9,0.372
9,0.506
9,0.158
9,0.351
9,0.239
9,0.430
9,0.433
9,0.126
9,0.428
9,0.330
9,0.549
9,0.214
9,0.364
9,0.265
9,0.687
9,0.583
9,0.322
9,0.256
9,0.289
9,0.383
9,0.342
9,0.419
9,0.432
9,0.390
9,0.382
9,0.330
9,0.289
9,0.232
9,0.311
9,0.150
9,0.280
9,0.311
9,0.376
9,0.229
9,0.264
9,0.390
9,0.274
9,0.455
9,0.482
9,0.750
9,0.314
9,0.418
9,0.292
9,0.153
9,0.560
9,0.443
9,0.256
9,0.387
9,0.205
9,0.348
9,0.233
9,0.203
9,0.253
9,0.145
9,0.175
9,0.845
9,0.506
9,0.321
9,0.273
9,0.526
9,0.065
9,0.473
9,0.283
9,0.099
9,0.482
9,0.478
9,0.369
9,0.382
9,0.478
9,0.624
9,0.352
9,0.109
9,0.477
9,0.447
9,0.218
9,0.184
9,0.600
9,0.059
9,0.200
9,0.503
9,0.591
9,0.146
9,0.585
9,0.254
9,0.493
9,0.089
9,0.568
9,0.119
9,0.449
9,0.602
9,0.236
9,0.391
9,0.103
9,0.389
9,0.522
9,0.238
9,0.588
9,0.512
9,0.509
9,0.445
9,0.632
9,0.393
9,0.246
9,0.267
9,0.559
9,0.488
9,0.263
9,0.535
9,0.262
9,0.229
9,0.258
9,0.288
9,0.284
9,0.190
9,0.359
9,0.439
9,0.412
9,0.641
9,0.357
9,0.270
9,0.438
9,0.150
9,0.305
9,0.231
9,0.170
9,0.559
9,0.384
9,0.485
9,0.383
9,0.313
9,0.531
9,0.360
9,0.609
9,0.458
9,0.311
9,0.296
9,0.151
9,0.141
9,0.144
9,0.209
9,0.474
9,0.617
9,0.395
9,0.531
9,0.288
9,0.542
9,0.646
9,0.326
9,0.120
9,0.294
9,0.435
9,0.424
9,0.202
9,0.230
9,0.464
9,0.329
9,0.504
9,0.350
10,0.889
10,0.853
10,0.543
10,0.816
10,0.989
10,0.828
10,0.895
10,0.928
10,0.807
10,0.952
10,0.545
10,0.778
10,0.755
10,0.837
10,0.806
10,0.861
10,0.498
10,0.869
10,0.933
10,0.848
10,0.801
10,0.870
10,0.802
10,0.617
10,0.976
10,0.949
10,0.570
10,0.853
10,0.550
10,0.587
10,0.841
10,0.617
10,0.850
10,0.584
10,0.875
10,0.626
10,0.892
10,0.453
10,0.772
10,0.642
10,0.812
10,0.800
10,0.946
10,0.793
10,0.816
10,0.944
10,0.823
10,0.873
10,0.924
10,0.957
10,0.995
10,0.583
10,0.866
10,0.782
10,0.672
10,0.907
10,0.947
10,0.856
10,0.886
10,0.715
10,0.825
10,0.853
10,0.826
10,0.883
10,0.789
10,0.897
10,0.922
10,0.925
10,0.785
10,0.903
10,0.762
10,0.878
10,0.801
10,0.810
10,0.908
10,0.814
10,0.786
10,0.754
10,0.917
10,0.991
10,0.871
10,0.947
10,0.776
10,0.874
10,0.923
10,0.794
10,0.562
10,0.698
10,0.811
10,0.893
10,0.929
10,0.613
10,0.863
10,0.761
10,0.828
10,0.954
10,0.908
10,0.796
10,0.877
10,0.842
10,0.877
10,0.774
10,0.786
10,0.803
10,0.679
10,0.716
10,0.627
10,0.844
10,0.921
10,0.942
10,0.832
10,0.826
10,0.867
10,0.624
10,0.891
10,0.932
10,0.909
10,0.882
10,0.804
10,0.897
10,0.805
10,0.782
10,0.548
10,0.581
10,0.911
10,0.477
10,0.889
10,0.855
10,0.947
10,0.808
10,0.877
10,0.820
10,0.888
10,0.929
10,0.847
10,0.957
10,0.692
10,0.860
10,0.864
10,0.575
10,0.802
10,0.852
10,0.767
10,0.827
10,0.844
10,0.968
10,0.795
10,0.963
10,0.681
10,0.661
10,0.542
10,0.909
10,0.473
10,0.541
10,0.921
10,0.793
10,0.794
10,0.602
10,0.875
10,0.490
10,0.607
10,0.893
10,0.944
10,0.646
10,0.573
10,0.815
10,0.685
10,0.756
10,0.927
10,0.898
10,0.888
10,0.883
10,0.775
10,0.761
10,0.811
10,0.522
10,0.725
10,0.815
10,0.893
10,0.971
10,0.934
10,0.593
10,0.903
10,0.800
10,0.959
10,0.910
10,0.773
10,0.789
10,0.770
10,0.593
10,0.836
10,0.959
10,0.957
10,0.967
10,0.749
10,0.962
