klaster,shape ratio
2,0.606
2,0.473
2,0.667
2,0.565
2,0.497
2,0.586
2,0.475
2,0.703
2,0.640
2,0.656
2,0.748
2,0.648
2,0.520
2,0.579
2,0.467
2,0.573
2,0.558
2,0.355
2,0.838
2,0.725
2,0.631
2,0.688
2,0.608
2,0.617
2,0.445
2,0.672
2,0.486
2,0.615
2,0.743
2,0.601
2,0.287
2,0.698
2,0.604
2,0.670
2,0.637
2,0.635
2,0.837
2,0.560
2,0.601
2,0.755
2,0.771
2,0.587
2,0.722
2,0.659
2,0.606
2,0.871
2,0.820
2,0.865
2,0.725
2,0.485
2,0.668
2,0.723
2,0.492
2,0.797
2,0.834
2,0.531
2,0.329
2,0.551
2,0.710
2,0.651
2,0.723
2,0.641
2,0.418
2,0.655
2,0.406
2,0.755
2,0.741
2,0.827
2,0.758
2,0.785
2,0.747
2,0.368
2,0.553
2,0.672
2,0.635
2,0.756
2,0.570
2,0.577
2,0.595
2,0.495
2,0.515
2,0.722
2,0.614
2,0.535
2,0.374
2,0.720
2,0.559
2,0.730
2,0.637
2,0.732
2,0.510
2,0.563
2,0.733
2,0.701
2,0.656
2,0.435
2,0.541
2,0.451
2,0.686
2,0.766
2,0.617
2,0.534
2,0.583
2,0.667
2,0.691
2,0.602
2,0.507
2,0.798
2,0.621
2,0.386
2,0.546
2,0.719
2,0.797
2,0.500
2,0.475
2,0.545
2,0.781
2,0.776
2,0.626
2,0.582
2,0.583
2,0.489
2,0.601
2,0.753
2,0.431
2,0.508
2,0.765
2,0.394
2,0.445
2,0.608
2,0.532
2,0.711
2,0.660
2,0.696
2,0.308
2,0.532
2,0.680
2,0.611
2,0.568
2,0.766
2,0.695
2,0.534
2,0.727
2,0.597
2,0.687
2,0.684
2,0.807
2,0.582
2,0.588
2,0.712
2,0.602
2,0.561
2,0.704
2,0.586
2,0.697
2,0.556
2,0.402
2,0.827
2,0.823
2,0.602
2,0.552
2,0.848
2,0.499
2,0.722
2,0.836
2,0.412
2,0.749
2,0.666
2,0.608
2,0.316
2,0.554
2,0.395
2,0.641
2,0.720
2,0.742
2,0.496
2,0.579
2,0.708
2,0.487
2,0.553
2,0.724
2,0.559
2,0.680
2,0.573
2,0.743
2,0.561
2,0.657
2,0.715
2,0.675
2,0.797
2,0.552
2,0.538
2,0.713
2,0.590
2,0.731
2,0.428
2,0.600
2,0.449
2,0.410
2,0.404
2,0.536
2,0.645
2,0.642
2,0.617
2,0.267
2,0.591
3,0.726
3,0.750
3,0.782
3,0.753
3,0.794
3,0.740
3,0.786
3,0.733
3,0.754
3,0.726
3,0.786
3,0.765
3,0.769
3,0.811
3,0.809
3,0.780
3,0.734
3,0.787
3,0.794
3,0.790
3,0.759
3,0.793
3,0.784
3,0.770
3,0.796
3,0.735
3,0.765
3,0.779
3,0.786
3,0.752
3,0.741
3,0.807
3,0.760
3,0.800
3,0.737
3,0.748
3,0.796
3,0.706
3,0.765
3,0.802
3,0.765
3,0.796
3,0.769
3,0.731
3,0.722
3,0.783
3,0.780
3,0.774
3,0.797
3,0.764
3,0.794
3,0.768
3,0.795
3,0.754
3,0.785
3,0.773
3,0.746
3,0.689
3,0.791
3,0.781
3,0.742
3,0.768
3,0.790
3,0.732
3,0.800
3,0.759
3,0.731
3,0.751
3,0.781
3,0.747
3,0.788
3,0.784
3,0.823
3,0.784
3,0.802
3,0.774
3,0.772
3,0.753
3,0.775
3,0.775
3,0.741
3,0.742
3,0.765
3,0.768
3,0.790
3,0.779
3,0.808
3,0.772
3,0.798
3,0.785
3,0.781
3,0.784
3,0.783
3,0.735
3,0.759
3,0.770
3,0.760
3,0.742
3,0.772
3,0.753
3,0.769
3,0.723
3,0.769
3,0.797
3,0.782
3,0.765
3,0.746
3,0.747
3,0.772
3,0.731
3,0.772
3,0.819
3,0.772
3,0.793
3,0.750
3,0.748
3,0.765
3,0.773
3,0.805
3,0.778
3,0.757
3,0.763
3,0.781
3,0.753
3,0.753
3,0.781
3,0.785
3,0.765
3,0.741
3,0.780
3,0.787
3,0.772
3,0.771
3,0.735
3,0.784
3,0.753
3,0.795
3,0.811
3,0.740
3,0.813
3,0.769
3,0.795
3,0.798
3,0.752
3,0.766
3,0.771
3,0.778
3,0.742
3,0.761
3,0.743
3,0.732
3,0.775
3,0.768
3,0.741
3,0.753
3,0.766
3,0.747
3,0.759
3,0.789
3,0.795
3,0.743
3,0.776
3,0.774
3,0.767
3,0.756
3,0.792
3,0.717
3,0.715
3,0.716
3,0.731
3,0.744
3,0.776
3,0.734
3,0.794
3,0.779
3,0.751
3,0.776
3,0.774
3,0.764
3,0.725
3,0.779
3,0.711
3,0.774
3,0.780
3,0.811
3,0.762
3,0.752
3,0.765
3,0.778
3,0.781
3,0.808
3,0.749
3,0.779
3,0.740
3,0.776
3,0.779
3,0.732
3,0.749
3,0.787
3,0.770
3,0.764
3,0.738
3,0.805
3,0.790
3,0.751
3,0.774
3,0.752
3,0.721
3,0.760
3,0.786
3,0.779
3,0.732
3,0.737
3,0.766
3,0.751
3,0.770
3,0.769
3,0.784
3,0.746
3,0.797
3,0.735
3,0.740
3,0.786
3,0.761
3,0.748
3,0.789
3,0.769
3,0.798
3,0.739
3,0.783
3,0.776
3,0.794
3,0.767
3,0.746
3,0.760
3,0.792
3,0.719
3,0.737
3,0.768
3,0.751
3,0.825
3,0.792
3,0.763
3,0.746
3,0.776
3,0.747
3,0.745
3,0.774
3,0.771
3,0.755
4,0.758
4,0.728
4,0.760
4,0.753
4,0.785
4,0.769
4,0.740
4,0.732
4,0.797
4,0.764
4,0.787
4,0.782
4,0.769
4,0.758
4,0.739
4,0.769
4,0.776
4,0.748
4,0.747
4,0.786
4,0.759
4,0.813
4,0.727
4,0.744
4,0.767
4,0.774
4,0.820
4,0.717
4,0.767
4,0.794
4,0.776
4,0.737
4,0.742
4,0.732
4,0.721
4,0.737
4,0.758
4,0.788
4,0.795
4,0.754
4,0.733
4,0.788
4,0.783
4,0.772
4,0.772
4,0.776
4,0.792
4,0.784
4,0.799
4,0.757
4,0.794
4,0.726
4,0.798
4,0.756
4,0.752
4,0.798
4,0.796
4,0.807
4,0.755
4,0.802
4,0.760
4,0.767
4,0.776
4,0.768
4,0.772
4,0.762
4,0.773
4,0.730
4,0.762
4,0.765
4,0.778
4,0.798
4,0.771
4,0.798
4,0.779
4,0.779
4,0.763
4,0.771
4,0.757
4,0.773
4,0.737
4,0.795
4,0.754
4,0.798
4,0.772
4,0.723
4,0.754
4,0.769
4,0.761
4,0.762
4,0.748
4,0.777
4,0.742
4,0.781
4,0.744
4,0.752
4,0.762
4,0.785
4,0.732
4,0.734
4,0.729
4,0.742
4,0.772
4,0.738
4,0.765
4,0.765
4,0.770
4,0.739
4,0.747
4,0.753
4,0.729
4,0.788
4,0.763
4,0.697
4,0.754
4,0.778
4,0.758
4,0.711
4,0.696
4,0.743
4,0.762
4,0.774
4,0.759
4,0.786
4,0.731
4,0.761
4,0.801
4,0.759
4,0.763
4,0.747
4,0.806
4,0.765
4,0.743
4,0.759
4,0.748
4,0.750
4,0.758
4,0.784
4,0.769
4,0.771
4,0.756
4,0.720
4,0.759
4,0.766
4,0.733
4,0.744
4,0.791
4,0.776
4,0.712
4,0.745
4,0.804
4,0.745
4,0.797
4,0.785
4,0.776
4,0.732
4,0.771
4,0.781
4,0.763
4,0.763
4,0.750
4,0.766
4,0.776
4,0.787
4,0.793
4,0.748
4,0.771
4,0.768
4,0.760
4,0.790
4,0.754
4,0.760
4,0.766
4,0.753
4,0.764
4,0.741
4,0.738
4,0.755
4,0.775
4,0.733
4,0.784
4,0.789
4,0.740
4,0.743
4,0.742
4,0.777
4,0.755
4,0.807
4,0.787
4,0.698
4,0.770
4,0.758
4,0.784
4,0.792
4,0.761
4,0.757
4,0.737
4,0.705
4,0.777
4,0.808
4,0.773
4,0.772
4,0.769
4,0.740
4,0.727
4,0.768
4,0.686
4,0.738
4,0.781
4,0.776
4,0.790
4,0.767
4,0.829
4,0.755
4,0.752
4,0.739
4,0.743
4,0.764
4,0.782
4,0.753
4,0.805
4,0.737
4,0.775
4,0.791
4,0.772
4,0.786
4,0.742
4,0.772
4,0.802
4,0.729
4,0.775
4,0.769
4,0.773
4,0.776
4,0.803
4,0.800
4,0.767
4,0.775
4,0.754
4,0.772
4,0.769
4,0.754
4,0.732
4,0.792
4,0.729
4,0.730
4,0.790
4,0.788
4,0.754
4,0.726
