klaster,shape ratio
1,0.811
1,0.803
1,0.777
1,0.832
1,0.794
1,0.824
1,0.815
1,0.801
1,0.786
1,0.811
1,0.834
1,0.790
1,0.819
1,0.873
1,0.770
1,0.765
1,0.784
1,0.770
1,0.786
1,0.783
1,0.815
1,0.813
1,0.784
1,0.808
1,0.795
1,0.768
1,0.781
1,0.812
1,0.833
1,0.780
1,0.834
1,0.801
1,0.779
1,0.779
1,0.770
1,0.823
1,0.799
1,0.807
1,0.762
1,0.772
1,0.803
1,0.767
1,0.831
1,0.802
1,0.823
1,0.855
1,0.785
1,0.850
1,0.805
1,0.787
1,0.814
1,0.795
1,0.817
1,0.774
1,0.794
1,0.822
1,0.851
1,0.795
1,0.851
1,0.795
1,0.821
1,0.815
1,0.761
1,0.788
1,0.818
1,0.805
1,0.807
1,0.770
1,0.807
1,0.800
1,0.824
1,0.822
1,0.783
1,0.818
1,0.801
1,0.818
1,0.807
1,0.805
1,0.779
1,0.819
1,0.823
1,0.793
1,0.801
1,0.780
1,0.846
1,0.847
1,0.822
1,0.739
1,0.783
1,0.815
1,0.752
1,0.810
1,0.821
1,0.774
1,0.816
1,0.856
1,0.781
1,0.825
1,0.814
1,0.779
1,0.781
1,0.805
1,0.813
1,0.847
1,0.819
1,0.789
1,0.806
1,0.814
1,0.833
1,0.800
1,0.789
1,0.833
1,0.802
1,0.850
1,0.812
1,0.801
1,0.823
1,0.775
1,0.795
1,0.849
1,0.792
1,0.784
1,0.850
1,0.770
1,0.782
1,0.801
1,0.762
1,0.806
1,0.780
1,0.825
1,0.789
1,0.812
1,0.770
1,0.798
1,0.781
1,0.795
1,0.831
1,0.769
1,0.830
1,0.780
1,0.835
1,0.765
1,0.866
1,0.790
1,0.809
1,0.812
1,0.814
1,0.791
1,0.827
1,0.822
1,0.840
1,0.798
1,0.785
1,0.818
1,0.783
1,0.804
1,0.870
1,0.811
1,0.785
1,0.735
1,0.806
1,0.855
1,0.773
1,0.783
1,0.792
1,0.820
1,0.822
1,0.835
1,0.789
1,0.786
1,0.820
1,0.780
1,0.804
1,0.803
1,0.819
1,0.787
1,0.828
1,0.803
1,0.803
1,0.837
1,0.836
1,0.832
1,0.810
1,0.841
1,0.819
1,0.785
1,0.788
1,0.866
1,0.826
1,0.826
1,0.816
1,0.790
1,0.809
1,0.789
1,0.802
1,0.811
1,0.811
1,0.821
1,0.790
1,0.832
1,0.822
1,0.829
1,0.765
1,0.785
1,0.787
1,0.760
1,0.791
1,0.789
1,0.839
1,0.784
1,0.792
1,0.829
1,0.826
1,0.818
1,0.831
1,0.797
1,0.796
1,0.820
1,0.778
1,0.835
1,0.791
1,0.825
1,0.788
1,0.793
1,0.830
1,0.772
1,0.823
1,0.788
1,0.798
1,0.811
1,0.791
1,0.780
1,0.798
1,0.777
1,0.782
1,0.825
1,0.811
1,0.787
1,0.815
1,0.826
1,0.809
1,0.795
1,0.800
1,0.817
1,0.815
1,0.792
1,0.784
1,0.797
1,0.822
1,0.861
2,0.491
2,0.541
2,0.652
2,0.645
2,0.668
2,0.561
2,0.654
2,0.843
2,0.591
2,0.492
2,0.804
2,0.662
2,0.540
2,0.511
2,0.577
2,0.834
2,0.573
2,0.634
2,0.566
2,0.535
2,0.637
2,0.512
2,0.693
2,0.686
2,0.520
2,0.921
2,0.557
2,0.437
2,0.644
2,0.745
2,0.550
2,0.598
2,0.755
2,0.552
2,0.644
2,0.688
2,0.546
2,0.642
2,0.484
2,0.653
2,0.399
2,0.677
2,0.781
2,0.573
