% ini datanya
%  stike   dip   rake
   33.0   86.0   167.0
   310.0   65.0   -140.0
   85.0   83.0   -41.0
   263.0   82.0   90.0
   344.0   18.0   6.0
   278.0   79.0   99.0
   290.0   79.0   104.0
   290.0   74.0   125.0
   319.0   21.0   -56.0
   307.0   41.0   -19.0
   51.0   78.0   -130.0
   312.0   72.0   -28.0
   14.0   87.0   -174.0
   283.0   84.0   -3.0
   260.0   69.0   114.0
   16.0   21.0   21.0
   160.0   83.0   19.0
   68.0   72.0   173.0
   68.0   72.0   173.0
   285.0   56.0   -18.0
   142.0   74.0   16.0
   129.0   29.0   -58.0
   252.0   85.0   94.0
   36.0   6.0   54.0
   36.0   6.0   54.0
   165.0   72.0   161.0
   165.0   72.0   161.0
   53.0   57.0   -8.0
   148.0   20.0   124.0
   235.0   86.0   34.0
   257.0   77.0   95.0
   257.0   76.0   94.0
   58.0   22.0   66.0
   262.0   76.0   95.0
   63.0   14.0   71.0
   63.0   14.0   71.0
   264.0   77.0   96.0
   70.0   25.0   68.0
   70.0   25.0   68.0
   256.0   75.0   95.0
   57.0   16.0   71.0
   57.0   16.0   71.0
   40.0   21.0   50.0
   40.0   21.0   50.0
   200.0   63.0   -102.0
   257.0   74.0   97.0
   52.0   17.0   66.0
   95.0   21.0   82.0
   95.0   21.0   82.0
   267.0   88.0   93.0
   142.0   57.0   175.0
   287.0   46.0   -59.0
   207.0   72.0   28.0
   359.0   34.0   41.0
   355.0   31.0   35.0
   15.0   87.0   -16.0
   49.0   19.0   56.0
   45.0   37.0   -76.0
   262.0   76.0   97.0
   108.0   54.0   -150.0
   108.0   54.0   -150.0
   211.0   42.0   98.0
   170.0   50.0   12.0
   170.0   50.0   12.0
   170.0   50.0   12.0
   221.0   64.0   175.0
   100.0   37.0   -165.0
   100.0   37.0   -165.0
   9.0   20.0   49.0
   9.0   20.0   49.0
   84.0   71.0   -141.0
   271.0   34.0   -97.0
   271.0   34.0   -97.0
   210.0   52.0   112.0
   357.0   43.0   65.0
   281.0   75.0   83.0
   125.0   17.0   113.0
   272.0   16.0   -59.0
   44.0   18.0   61.0
   351.0   63.0   -21.0
   76.0   52.0   -151.0
   321.0   61.0   -59.0
   90.0   44.0   -91.0
   116.0   68.0   -21.0
   320.0   64.0   -53.0
   89.0   75.0   -170.0
   351.0   45.0   -94.0
   28.0   19.0   95.0
   28.0   19.0   95.0
   230.0   47.0   125.0
   309.0   50.0   -87.0
   262.0   68.0   92.0
   87.0   24.0   96.0
   87.0   24.0   96.0
   73.0   65.0   -179.0
   336.0   68.0   -16.0
   43.0   18.0   63.0
   348.0   66.0   0.0
   73.0   74.0   -178.0
   300.0   42.0   26.0
   17.0   21.0   72.0
   250.0   62.0   -161.0
   339.0   83.0   -5.0
   330.0   37.0   37.0
   330.0   38.0   -19.0
   146.0   74.0   8.0
   346.0   51.0   53.0
   249.0   30.0   -134.0
   114.0   28.0   -79.0
   147.0   32.0   54.0
   159.0   48.0   -176.0
   174.0   19.0   -143.0
   52.0   70.0   165.0
   159.0   38.0   -22.0
   63.0   67.0   -159.0
   277.0   57.0   -98.0
   130.0   65.0   2.0
   139.0   59.0   -29.0
   268.0   30.0   -143.0
   64.0   74.0   -179.0
   67.0   84.0   178.0
   275.0   38.0   -97.0
   64.0   17.0   84.0
   63.0   36.0   79.0
   7.0   34.0   56.0
   359.0   66.0   -14.0
   181.0   77.0   -1.0
   348.0   57.0   -15.0
   127.0   59.0   4.0
   52.0   76.0   -176.0
   101.0   38.0   -69.0
   116.0   37.0   -56.0
   111.0   35.0   -86.0
   311.0   27.0   12.0
   258.0   76.0   167.0
   349.0   38.0   -3.0
   115.0   13.0   6.0
   145.0   33.0   -48.0
   47.0   72.0   -165.0
   120.0   37.0   -80.0
   124.0   44.0   -60.0
   109.0   41.0   -54.0
   60.0   60.0   164.0
   136.0   41.0   63.0
   36.0   86.0   177.0
   60.0   15.0   82.0
   47.0   19.0   77.0
   87.0   42.0   -82.0
   66.0   10.0   83.0
   234.0   60.0   -157.0
   126.0   74.0   -5.0
