% ini datanya
%  stike   dip   rake
   160   83   19
   68   72   173
   129   29   -58
   355   31   35
   108   54   -150
   108   54   -150
   170   50   12
   170   50   12
   221   64   175
   9   20   49
   271   34   -97
   271   34   -97
   351   63   -21
   76   52   -151
   321   61   -59
   90   44   -91
   320   64   -53
   309   50   -87
   73   65   -179
   336   68   -16
   73   74   -178
   339   83   -5
   330   38   -19
   114   28   -79
   159   38   -22
   63   67   -159
   277   57   -98
   130   65   2
   139   59   -29
   268   30   -143
   64   74   -179
   67   84   178
   275   38   -97
   7   34   56
   127   59   4
   52   76   -176
   101   38   -69
   116   37   -56
   111   35   -86
   349   38   -3
   258   76   167
   115   13   6
   145   33   -48
   47   72   -165
   120   37   -80
   124   44   -60
   109   41   -54
   136   41   63
   36   86   177
   87   42   -82
   234   60   -157
