% ini datanya
%  stike   dip   rake
   233   56   141
   24   35   17
   166   56   147
   166   53   -8
   224   62   154
   166   85   -2
   21   43   107
   167   45   -7
   158   40   37
   178   52   51
   91   74   -175
   36   43   21
   229   41   -156
   266   31   154
   124   8   -49
   318   47   -35
   168   55   37
   218   61   158
   218   61   158
   327   40   -98
   322   86   2
   110   48   -148
   144   67   22
   177   63   -20
   43   75   169
   221   64   175
   171   51   52
   119   29   121
   226   29   67
   124   8   -49
   294   46   -110
   93   58   -31
   10   51   -28
   348   77   -7
   281   47   121
   176   87   9
   220   36   126
   265   43   -93
   138   41   -61
   357   61   67
   177   63   -20
   128   39   -62
   198   40   79
   138   75   6
   168   55   37
   263   29   -161
   59   40   126
   139   42   -59
   163   59   35
   207   44   36
