% ini datanya
%  stike   dip   rake
   233   56   141
   166   56   147
   166   53   -8
   224   62   154
   21   43   107
   158   40   37
   178   52   51
   91   74   -175
   36   43   21
   229   41   -156
   266   31   154
   168   55   37
   144   67   22
   177   63   -20
   171   51   52
   226   29   67
   348   77   -7
   281   47   121
   310   85   13
   220   36   126
   357   61   67
   177   63   -20
   198   40   79
   168   55   37
   59   40   126
   163   59   35
   207   44   36
