% ini datanya
%  stike   dip   rake
   299   65   13
   323   58   -152
   31   47   -159
   282   53   -16
   259   42   -15
   270   19   -3
   300   25   65
   21   42   90
   352   29   -82
   16   15   119
   261   68   -17
   16   57   -152
   350   27   86
   343   24   69
   270   24   -10
   254   50   128
   326   17   70
   174   49   -64
   322   20   66
   12   87   -119
   264   67   -42
   298   10   25
   283   80   -13
   34   88   -108
   346   49   -75
   13   80   -129
   174   74   98
   172   79   96
   297   29   6
   201   87   119
   264   48   -104
   24   84   -124
   19   75   -138
